(13695+0j),(16011+0j),(25757+0j),(27447+0j)
(-42.669808348964+32.71681918882179j),(-15.199548214159332+5.5995784455084685j),(6.620405601231693+1.9991881797962319j),(26.56225972873981-15.206639960453618j)
(40.15059082843241+2.285876848354861j),(53.904234163317795+4.148270975882409j),(-33.96019023613274+29.804112105678826j),(-56.410994979459616+37.349270573257996j)
(-29.987769578952665-43.74881888653538j),(-0.08798251455242223-49.05188961248099j),(-11.830280362293395+6.581936441228491j),(-11.931036400301577+30.71545838832892j)
(-32.0541923390379-19.886011448138937j),(-29.21031822202749-2.687934189632667j),(-5.316677609140928-8.575186027929776j),(-2.303706208452061-11.835672099235548j)
(23.880377037824154-7.96172162692571j),(15.935072686551337+5.07955187397755j),(-9.990147167904382+17.903047587864492j),(-14.41124200167138+14.302372326994217j)
(12.366955276071163-7.347095870367504j),(-8.020633540603185+2.4963643495395775j),(10.068682466024164+7.087081933821543j),(0.11941846502321951+29.338821549937016j)
(-9.116721383376452-28.01173708508074j),(15.14973171122021-24.478217826900128j),(7.0243237459771874-4.500513065005586j),(-31.995436459717716-12.229398313572162j)
(-7.562305898749074-25.73152650310513j),(-3.9614928368735036-6.273879936368331j),(-16.635254915624273+11.637192183831644j),(-6.690983005625071+16.061959650745678j)
(-29.259038030690608+4.989913111656838j),(-13.297666837769784+3.039644555165351j),(5.64309559402694-15.398672220262227j),(12.572526443364653+24.986574978079094j)
(15.677669529663689-31.63603896932107j),(8.506096654409879+10.949747468305832j),(11.606601717798215-2.5355339059327386j),(1.0502525316941655+4.363961030678925j)
(27.506873320179615-14.03490389316459j),(15.44959172551381-28.907850943896328j),(2.853398590560869-10.495430717214877j),(13.560944979837323-15.106722936711815j)
(-20.676614000933363-9.111668063936285j),(-10.05037079892174-1.0058146180667027j),(-8.612146937204216-0.5743001157217646j),(0.7446610096299948-6.008791599731232j)
(6.277755018003451+1.8861464065547295j),(-32.69483354298142-13.096158046143852j),(-9.265422365095434-0.8698584710122415j),(-6.929659368748601-12.905999981030785j)
(7.613539298721197+24.02276274312222j),(21.085692408279925+21.112447592681264j),(12.658286238985193-7.577770713026074j),(9.988833876261902-15.73668009487929j)
(-4.371399275540902-11.535079168856635j),(19.113020080956588+0.13186372740673757j),(2.8483686036127933+3.0741321692920716j),(7.113060312559316-7.452532167050123j)
(12.76393202249983-9.339051737797725j),(-5.607390870623931+0.20426957459473272j),(-13.75328890437413+2.767412836308555j),(-1.7188470506243902-2.66141171003659j)
(-13.061724105145252+6.812445642009883j),(-33.442107189249874-16.587749111501413j),(16.694478847951913-0.37422943955219123j),(7.935170054385659+9.498122176065607j)
(13.26030994580682+18.947999204708033j),(16.492500166444906+28.737931045717183j),(3.69240291035025+3.5612458242365923j),(5.1119811277916725-15.134022708997756j)
(9.427054416951076+27.121438051910687j),(12.039816116393707+5.338341078884904j),(-16.247645864153213+15.006810455365407j),(-19.4435468809217-8.862921334327936j)
(-32+15.000000000000002j),(10-0.999999999999998j),(-7.999999999999999+2.999999999999999j),(5.551115123125783e-16-1j)
(-13.56468919694164-17.798608102749345j),(-29.992057937148786-10.725375212955267j),(2.515094575678901+1.8472480194854821j),(1.2468100197249488+6.472487389991552j)
(-12.797327863126618+26.941434712293397j),(7.1556034283416725+24.19937570364317j),(3.8007936453245894+6.829821095528752j),(16.594062609174483+20.85339787411559j)
(9.6998924340825+5.562918273871981j),(-5.764770070249552+6.144765025431417j),(5.356491618000612+13.990003520702937j),(2.0121471656968772+26.78423309493131j)
(12.56230589874906+26.417580203720362j),(28.461492836873468-25.037740124540697j),(0.13525491562413094-4.563524742626909j),(-7.8090169943748435+11.102407494675134j)
(-42.54028896989052+20.062900577590028j),(-14.912009954179918+19.930853600630062j),(-3.777300791747316-3.6537898920657863j),(9.85750243591782+12.54746783294988j)
(-39.547606579552685+9.758887129516246j),(-1.104213546802212+14.206604890634065j),(2.8745495394215634-12.791443015588733j),(3.81340229470836-0.6198428045757804j)
(-8.14829046757939+13.275893036043389j),(-3.762428012456134+8.238718879362594j),(-4.190489689909869-14.832350176782672j),(25.992816301847068+12.268570118819817j)
(13.586444057183888-8.450637834812769j),(31.02908456266953-36.59093313443098j),(-7.714090984045046-3.717495951778866j),(-3.5085930321302055+2.1546896334815484j)
(18.85394056548368-6.58457093596186j),(-2.4492077295462304+9.704470925229021j),(-7.080563229211698+4.269636285150441j),(0.2465562043718057+12.100096659296707j)
(-19.67766952966369+44.36396103067894j),(-32.50609665440987-1.0502525316941655j),(-9.606601717798213-4.535533905932736j),(10.949747468305826+8.36396103067893j)
