(2028+0j),(6895+0j),(50620+0j),(53739+0j)
(-82.30826770871876+421.6147168345676j),(-85.86430747208767+306.0771602651855j),(-691.6693272854832+949.3874774799369j),(-1757.103138782314+1768.8085834542146j)
(-68.25991513649693+304.333665377947j),(-10.06958786677497+88.75117367114142j),(-534.6000125092987+1164.3271825308614j),(-1161.517827390535+2226.6150513737j)
(1.3598188036837229+272.6568078485173j),(57.65768109620861+80.70244441308958j),(-201.4910213833281+1172.45011606501j),(-274.75304700480933+1725.4893449199094j)
(34.49021798501588+178.67093556461242j),(-29.452693908356316+8.88327416449869j),(-65.77743262409294+994.0818742466613j),(-324.8045848766344+1190.9938132705793j)
(-22.697708455488037+168.14867125910143j),(-33.63653540977187-10.501434855302826j),(-94.65931656450212+884.8933391006066j),(-393.68783421099647+893.3189764857707j)
(54.87828941928667+138.25988874702392j),(-43.31921863852547+56.82836844875813j),(13.18769233138616+629.7701426299047j),(-250.00467124391855+1011.7903389964956j)
(52.36290231772557+64.705643743087j),(-13.906006563777055+55.33228290628613j),(-110.66686477580333+683.5848214008674j),(279.29330457435753+591.7756500137303j)
(-3.001777439364826+92.65033155885426j),(-5.721673084279104-7.6472536345123885j),(49.39303298187605+329.7309538433485j),(-215.53307654775668+847.3357231901093j)
(-55.63858938674889+105.83889831558744j),(-21.645378924844607+22.63592027567607j),(14.291889735381744+373.8710449830129j),(-323.80351442415156+115.21451804186142j)
(-22.08728737626758+71.05465521472108j),(10.949687527491381+26.78763415535589j),(57.49355105868989+452.39229931704097j),(-359.3819930985797-909.1291464954586j)
(-48.45084568827703+75.57423326411296j),(-4.102752000906349-39.704072162058196j),(-81.73193500163136+280.6636551122137j),(-895.0792204718466+207.743225284647j)
(-45.52989435531499+80.27399177525403j),(0.056373757400820956-1.882700292611844j),(-111.02050080541295+388.53984516117265j),(-572.6244751171586+212.05499839385334j)
(-11.567317695995442+65.7804377249526j),(-30.609452058277856-63.508014018880814j),(-252.15967479262497+318.2060350726051j),(-252.20768314954046+630.6802115484645j)
(-19.395874860638912+15.90237158787583j),(-27.38264024614955-1.1658431499298878j),(-70.5681120693589+481.4447597268371j),(-171.99626007113966-222.4876761244617j)
