(3495+0j),(13304+0j),(37358+0j),(39418+0j)
(75.06364130545636-49.92101273187362j),(42.140446339706145-16.348137967627874j),(-7.0760689967785595+33.10412779906908j),(-302.8394769285135+194.6951249024041j)
(81.95355659831628+43.927071413262766j),(-16.190600250184296-6.0801695941992895j),(-19.50056576522971-8.468155175260193j),(-177.86225090221035+216.03036657064177j)
(-157.95314409725057+29.41690404175303j),(22.481228959379905-14.440586840341188j),(106.84607230380834+20.69283840062686j),(120.58839709756694+18.2743306219231j)
(-71.56717948754327+201.8376005316507j),(6.863038276446688+4.526696059751517j),(108.91656690979494-111.31534541367157j),(-31.58580422918166-140.82086702394673j)
(-138.59051891580344+39.45602603780029j),(-16.140793997334995-1.49713423378084j),(126.84255238257681-31.078416002784603j),(-142.3548417730044-226.58634438147146j)
(5.440483476441557+153.64834663578392j),(21.040343261691532-1.1427914341505847j),(30.99545218145522-153.41483398145476j),(-364.55337598100596+160.01046678160037j)
(27.34802422509513-162.12774082316082j),(-7.992490943682232+20.617213599263387j),(-24.718997459241976+151.36948049362263j),(-224.1372238144827-190.43974120110548j)
(-13.516209070423063-62.768848951210856j),(20.877514987080346-0.32007285771322413j),(-28.855963938361484+62.994645662184254j),(-42.168077796643104+116.1019672138707j)
(29.86409610516651-265.01995807239746j),(10.524776656435506+12.902424596844224j),(-66.16155796886733+89.21865978097443j),(362.2623717287411+707.222206744681j)
(-86.41742380353438-13.347477913446678j),(0.9751670201951512+8.087695279903782j),(97.05081052677735+62.99809345013141j),(11.281870237367642-136.41104772001995j)
(86.6941787102614-28.246184747205987j),(29.376664556257083-8.811014716651426j),(13.199772760196499-14.196389211967883j),(-96.4520081705272+20.43428802546819j)
(-10.780401372383011+169.9362796407886j),(3.2044009959060986-3.111455810703761j),(114.62754999407207-136.47785121587597j),(-673.4062959518437-26.774669415638186j)
(223.28451776429267+129.37336571890603j),(-15.067110867611492-14.31447321464151j),(-86.45449177856219-183.13901002421278j),(-387.1317055019189+399.7438401817516j)
(14.041880752264916+61.0250735485227j),(6.899269162999751-8.837182099809949j),(147.84735475191172-133.706831862721j),(-1139.4437808295197+541.8814652254672j)
(114.58035746647062+23.980516634408758j),(-16.695917915451673-3.4024536230964175j),(357.4300056509451-160.9342232857004j),(-2335.946629215646+1011.1082259621255j)
(-193.40069260143906-60.427029873211175j),(0.9284360008332984+3.144773164981137j),(-570.8236464364127+431.5352695545834j),(3827.3229176012865-1856.7068114529723j)
(-107.58757376212938+60.46683275916861j),(-6.170925753245125+26.212999839999558j),(-46.347647787104975+151.44299878374568j),(958.7654671433121-856.3261155235809j)
(-219.3372400540138-51.62629415623242j),(29.132546214064064+1.4974379922023937j),(36.39545473364524+203.92643721408461j),(746.4564610495418-1050.7936903594343j)
(-25.64148907759985+110.13439812983077j),(9.509323959462762+25.731450197745268j),(-7.8910021391213405-55.37889447595008j),(175.795552582401-284.9557676774795j)
(50.3703344307186-126.12741554668233j),(8.383029287071665-4.056621610511494j),(-160.96678377313833+159.00703965382897j),(438.4882912275252-608.1784888991567j)
(125.35546956256985-5.078288615033472j),(14.858016818701344-4.047613579795769j),(-242.69353297863836+75.36671504015708j),(535.534982426314-237.33545219828585j)
(146.88326998164774-221.12585445735937j),(-8.64566482527782+4.752126001210848j),(-114.4973734417795+567.5688588296548j),(35.48431025899933-2070.5887452885963j)
(-6.000000000000018-6.928203230275507j),(5.000000000000001+0j),(-125.49999999999997+9.526279441628908j),(784.0000000000001+166.27687752661205j)
(45.5169065356242-34.49767542562496j),(-6.124132370638563+6.043228379072441j),(-90.38221458496741-21.758051683898017j),(663.5084072880866+275.6081577524806j)
(-89.15089724951572+208.5241901493383j),(1.0611012630922332+1.8027880618623375j),(210.6920981626608-64.54654797179546j),(-649.6807512488444-591.5849570442122j)
(84.68728684325802+150.80082966331554j),(1.1300181079952223+28.5819802245967j),(-70.08883643930585-168.60027912317514j),(99.31495561504835+108.96656075644341j)
(-58.604553212951686+135.0005513465702j),(-16.63374845537129+17.277929574050155j),(31.04376865608515-103.49801673902344j),(-226.7769055923734-62.32138015450931j)
(110.32174710223016+14.695187972537582j),(0.5533269453214763+2.8924256088193587j),(-191.780354577508+70.02097488622073j),(577.4611057885216-349.8300476461925j)
(-164.75071393701586-122.44423014820848j),(29.857059449569967+39.740520857485215j),(178.9502778836001+204.1600431209368j),(-615.3405639212535-382.73523089311766j)
(-53.45782372009134-60.71249217451516j),(3.102119591501463+10.61335507980979j),(40.647571689405254+286.77091119794545j),(163.23094165875898-989.7943408879761j)
(-200.1491409149583-133.1880434227604j),(17.973373286268473+27.044363259943722j),(-237.40208714507122+660.3302973502836j),(2175.556700696441-3007.153872293371j)
(20.752113197118987+87.40738974565954j),(1.1986262242511176+43.66541420498113j),(214.64879855925867-162.47161766476069j),(-948.20829464033+550.8649389503161j)
(64.87584931041775-34.74608462163525j),(10.610366243781186+47.03580348158874j),(-22.748569676945806-5.172666731579781j),(-161.8983545081384-74.4820599200873j)
(198.3712879093021+231.4894315600317j),(-9.018808229215445+259.7662271206474j),(-165.24441225916115-179.31142391150317j),(-59.76639139447411+490.1742492130392j)
(198.37128790930214-231.4894315600317j),(-9.018808229215445-259.7662271206474j),(-165.24441225916115+179.31142391150325j),(-59.766391394473885-490.1742492130393j)
(64.87584931041775+34.74608462163525j),(10.610366243781186-47.03580348158874j),(-22.748569676945806+5.172666731579781j),(-161.8983545081384+74.4820599200873j)
(20.752113197119-87.40738974565957j),(1.1986262242511283-43.66541420498112j),(214.6487985592587+162.47161766476066j),(-948.2082946403298-550.8649389503164j)
(-200.14914091495834+133.1880434227604j),(17.973373286268483-27.044363259943694j),(-237.40208714507122-660.3302973502837j),(2175.5567006964416+3007.1538722933706j)
(-53.45782372009134+60.71249217451516j),(3.102119591501463-10.61335507980979j),(40.647571689405254-286.77091119794545j),(163.23094165875898+989.7943408879761j)
(-164.75071393701586+122.44423014820848j),(29.85705944956997-39.74052085748524j),(178.9502778836001-204.16004312093673j),(-615.3405639212536+382.7352308931179j)
(110.32174710223016-14.695187972537603j),(0.5533269453214847-2.892425608819355j),(-191.780354577508-70.02097488622076j),(577.4611057885215+349.8300476461927j)
(-58.604553212951686-135.0005513465702j),(-16.63374845537129-17.277929574050155j),(31.04376865608515+103.49801673902344j),(-226.7769055923734+62.32138015450931j)
(84.68728684325804-150.80082966331562j),(1.1300181079952232-28.581980224596702j),(-70.08883643930588+168.60027912317517j),(99.31495561504843-108.96656075644364j)
(-89.15089724951574-208.52419014933832j),(1.061101263092235-1.80278806186233j),(210.69209816266084+64.54654797179548j),(-649.6807512488447+591.5849570442124j)
