(2748+0j),(10555+0j),(30312+0j),(32104+0j)
(-48.933943122641466-100.2212226937715j),(-31.11245554377775-23.596674479385953j),(59.65422196068788+11.585974171723947j),(-54.54681008638681-28.40194076120835j)
(27.79657975410568+148.042960474243j),(-87.68173484197402-25.01948874131873j),(23.45929099482747-95.64310951722776j),(-273.1685687953424-74.07158491042748j)
(-83.79954249997765+14.230507670569889j),(-85.20406668836405-48.588843011161146j),(60.56441249233336-16.47683328924257j),(-82.00106710879459-104.0578320038424j)
(-13.705984379316186-57.40885723116358j),(-72.89033230007553-38.05758793050091j),(45.92031660874941+16.320695673407048j),(-224.6758558694281+25.688270919799436j)
(-233.6199100056292-94.92946112432429j),(-57.91885154683728-46.014265273688295j),(176.1102651629774+70.26881878896835j),(-257.14610016301253-155.99583712770198j)
(154.09033924836024-7.946010093196858j),(-47.386707211788924-40.752020139583486j),(-96.25896674582589-38.88171937570626j),(23.385789375149784+164.4233933503989j)
(-13.899494936611664-235.1787155501902j),(-32.5477272147525-60.44722215136416j),(-61.17157287525379+102.46803743153546j),(385.1126983722079+121.48023074035538j)
(81.69929119744938+113.78621044662489j),(-32.82512697016364-48.24978528151158j),(29.529920055373623-62.438611491750976j),(-410.0044961787635-82.59984365587331j)
(100.89982856459082+34.86370676888444j),(-51.24473449868337-50.6548912311066j),(-21.028743035296273+28.225314297245987j),(-130.99320586852207-245.60063462946061j)
(66.65167816704691+73.52367113006804j),(-44.94457999271959-46.25172771294482j),(55.65544710273123-34.14064957509579j),(-452.30724923636546-148.55321613370018j)
(-197.41785822053092-16.13177720007196j),(-33.27075697967027-62.13707027172691j),(231.5707732318993+139.32663892374228j),(-645.397132571904-739.1127131903377j)
(-23.35999325749796+159.0067831985144j),(-19.963196725809006-86.1680704568613j),(304.75955831734814+97.77136158203753j),(-1592.8455990288667-1131.5795665529406j)
(-43.81576530532962-244.73938823098052j),(-0.5001585972677773-77.72377675906193j),(-471.8739656072229-268.0670184686149j),(2741.660050348207+2264.9679327889744j)
(-94-2.000000000000014j),(15.999999999999993-75.00000000000001j),(-17.99999999999998-136j),(389.9999999999999+690j)
(123.72165867778625-84.0304535788243j),(1.518618365887999-71.63673341876554j),(-198.1565500729243-45.06268412927852j),(690.1905509989803+542.0876410303185j)
(137.17265570563126+10.286929538054551j),(6.585858556465155-51.57579758625671j),(-105.34187444990584-147.7713877130216j),(182.4252706880161+672.2045555671409j)
(14.24469594695556-49.58095901215184j),(12.160535931733692-50.60681251551463j),(-88.56127527472285-19.46694766266299j),(458.95616528900456+259.57244101893957j)
(-26.02549352647914+271.6953305640792j),(12.915513955647015-79.52403402039393j),(-147.99506658928243-486.22876718622945j),(923.2774476497968+1805.2320592691085j)
(51.86144497143237-80.15225665406803j),(39.131601359264664-83.71467019941777j),(-104.84562483329836+17.948043418602765j),(393.55169412026726+151.04908389078696j)
(-231.43402236318582+28.31635584379667j),(56.35352902588455-61.68819688282012j),(214.82012507390243+54.805526611195944j),(-409.97854510170555-463.2548405543218j)
(5.899494936611646-39.17871555019026j),(56.547727214752484-48.447222151364144j),(-66.82842712474616+30.46803743153548j),(322.88730162779194+93.48023074035524j)
(26.279726332164447-85.58614174143189j),(61.09140126755093-32.69000891312261j),(47.76436444519115-0.8335013334869785j),(-221.19755857698803+260.3155623234711j)
(85.95779911135341-169.31633414388335j),(63.19885102657233-24.593278569674418j),(-94.7127710391693+100.47089786322678j),(221.8709800360449-41.07614247083343j)
(-0.3719469030807261+122.75026432914714j),(54.73926841369803-27.067421813492047j),(22.31195439453063-293.5511655033072j),(-49.92077450925672+1191.513135178462j)
(244.93395005745623+22.041001406748563j),(68.92640686963125-16.617845787020244j),(-280.7619457370838-543.1062206511974j),(699.0227529067679+2959.635500383055j)
(-140.79282997519812+62.20588599698104j),(76.0061068232846-39.646778578048604j),(149.3749307923585+125.29730556935972j),(-340.98986041625085-873.868302551111j)
(7.9676418245341445+168.83399102068262j),(92.31501030151057-32.543670575031925j),(-63.95879724818012-92.76614231158769j),(310.8321220993488+37.287424416506035j)
(-296+1.4210854715202004e-14j),(-235-3.552713678800501e-15j),(108+1.0658141036401503e-14j),(-228-5.684341886080802e-14j)
(7.967641824534187-168.83399102068262j),(92.31501030151055+32.543670575031925j),(-63.95879724818008+92.76614231158766j),(310.8321220993489-37.28742441650587j)
(-140.7928299751981-62.20588599698098j),(76.0061068232846+39.6467785780486j),(149.37493079235853-125.29730556935976j),(-340.9898604162509+873.8683025511109j)
(244.93395005745623-22.041001406748578j),(68.92640686963125+16.61784578702024j),(-280.7619457370838+543.1062206511974j),(699.0227529067677-2959.635500383055j)
(-0.3719469030807261-122.75026432914714j),(54.73926841369803+27.067421813492047j),(22.31195439453063+293.5511655033072j),(-49.92077450925672-1191.513135178462j)
(85.95779911135338+169.31633414388332j),(63.19885102657233+24.593278569674396j),(-94.71277103916927-100.47089786322681j),(221.87098003604484+41.07614247083393j)
(26.27972633216443+85.5861417414319j),(61.091401267550935+32.690008913122604j),(47.76436444519115+0.8335013334869501j),(-221.19755857698806-260.315562323471j)
(5.899494936611649+39.17871555019023j),(56.547727214752506+48.44722215136416j),(-66.82842712474617-30.468037431535457j),(322.88730162779177-93.4802307403553j)
(-231.43402236318582-28.31635584379665j),(56.35352902588458+61.68819688282012j),(214.8201250739025-54.80552661119593j),(-409.97854510170544+463.2548405543217j)
(51.86144497143238+80.15225665406804j),(39.13160135926465+83.71467019941775j),(-104.84562483329842-17.948043418602765j),(393.5516941202675-151.04908389078668j)
(-26.02549352647918-271.6953305640792j),(12.915513955647029+79.52403402039394j),(-147.99506658928246+486.22876718622945j),(923.2774476497971-1805.2320592691085j)
(14.24469594695556+49.58095901215184j),(12.160535931733701+50.60681251551463j),(-88.56127527472283+19.46694766266296j),(458.9561652890043-259.57244101893934j)
(137.17265570563126-10.286929538054551j),(6.585858556465155+51.57579758625671j),(-105.34187444990584+147.7713877130216j),(182.4252706880161-672.2045555671409j)
(123.72165867778627+84.0304535788243j),(1.5186183658880061+71.63673341876554j),(-198.15655007292435+45.06268412927861j),(690.1905509989801-542.0876410303188j)
(-94+2j),(16+74.99999999999999j),(-18.000000000000014+136.00000000000009j),(389.99999999999994-689.9999999999999j)
(-43.815765305329585+244.73938823098052j),(-0.5001585972677773+77.72377675906195j),(-471.87396560722294+268.0670184686149j),(2741.6600503482073-2264.9679327889744j)
(-23.359993257498004-159.00678319851443j),(-19.96319672580902+86.16807045686132j),(304.75955831734814-97.77136158203754j),(-1592.8455990288667+1131.5795665529406j)
(-197.4178582205309+16.13177720007199j),(-33.27075697967027+62.1370702717269j),(231.5707732318993-139.32663892374234j),(-645.397132571904+739.1127131903379j)
(66.65167816704691-73.52367113006802j),(-44.94457999271959+46.25172771294483j),(55.65544710273119+34.14064957509585j),(-452.30724923636535+148.55321613369983j)
