(12391+0j),(24290+0j),(83581+0j),(88055+0j)
(2.042281108603902-99.8858198359324j),(-63.58171714627936+90.83853534300425j),(22.05178616095739-42.75628642203261j),(-102.5378738768328-42.81292909198418j)
(-50.03188900457773-19.78111088823418j),(-141.98030057953395-27.386859325660915j),(-59.12260874504772-41.79036863797151j),(29.143181136421674-15.948161435198188j)
(-105.18163458432717+19.38630061130898j),(35.10222505923623-115.8378060716557j),(-17.932633345376217-67.26393927249615j),(147.70922188557782-209.9518721160564j)
(103.03607466269843-76.5557390378793j),(-16.785762263105305+91.88714895741595j),(-90.22898184165939-67.581309334102j),(-340.46334521147173-183.28415898761114j)
(-41.03383716286422+51.94598309412642j),(-45.937772685742175+60.5054278475516j),(-30.783678374530965-145.65083266327923j),(-450.22331363101324-209.09298197883905j)
(-60.28695365788594-38.39769731938731j),(70.92509566301273+50.13649290364317j),(-8.229614587550266+156.30033976726622j),(239.3237154478402+192.12364021387123j)
(32.879331265851526-37.48577911425973j),(103.65835985270485-58.129343262523676j),(10.144292184981794+69.53630234569502j),(355.41715214445526+136.0658146639946j)
(-51.42914283891314+105.3814242063005j),(-50.125261730206084+40.406902965370556j),(-0.4754990555776999-41.42053373213329j),(-16.19694197577769+13.736973089379376j)
(88.6068558795101-89.93796709565295j),(-63.41129036402675-73.41550314408748j),(-201.28873375256754+28.36522704053688j),(-286.63824614080244+138.69546310972157j)
(-54.94934214353931-48.643973069938575j),(-52.1837213243474+123.91960893432413j),(-60.5756782731315-28.49106002387751j),(-242.77135951916637-13.750244845395628j)
(-12.908290112371226+96.69298156447536j),(-9.368754422770678-64.67823502717502j),(-179.52800919899738+39.78327555971081j),(270.019039777663+367.96065637201593j)
(81.66808246430313-30.1096227220365j),(-53.51239680251998-93.41339046424534j),(-23.73983904940738+52.93925937254516j),(242.7012101330149+134.2933862942353j)
(73.65159154479134-48.22076180558216j),(-46.92991914345899-18.788725276510583j),(-90.3660364232535-95.71294126664114j),(-99.56352310157092+22.85267905821624j)
(19.015828306653788+96.03483706272097j),(81.99583073211627+101.76562711430677j),(-302.27613227413747-400.64975148558466j),(212.10577109678218+521.053662306529j)
(-84.59926025186797-23.96817074622768j),(-13.858167275627466+31.21335161258612j),(97.10835055998649+120.46322057051604j),(-181.71359549995782-368.33230455498943j)
(54.404405247295244-41.49511489211261j),(47.5849166825831-5.851192866874637j),(-8.878682186432059+132.00528752416022j),(191.7592816152229+123.07632201466765j)
(27.098218756891796-31.55493759428652j),(-0.795904237074577-103.63560280054205j),(-19.577301383298973+40.38545209228127j),(-53.37997333811805-241.9670020830404j)
(-9.019655455798272-66.86810284677028j),(77.50973836003038+132.88226290069633j),(36.62732730101425-86.90005053568294j),(-388.58427712146613-396.79240280370317j)
(-108.74991752497995+36.635867866463j),(-24.445994696807865+6.219654134685868j),(105.50750555574729+21.41862450449122j),(-319.1104074627518-722.3426973680836j)
