(12417.999999999998-4.618527782440651e-14j),(23770.999999999993-5.115907697472721e-13j),(83080.99999999997-9.237055564881302e-14j),(87545.99999999997-1.1368683772161603e-12j)
(155.93945300643242-84.84160531395318j),(76.11593612760487-35.35295082045878j),(-75.05375141475946-7.813803684382087j),(-226.46051829245923+148.42728569032516j)
(-30.21766188892814-13.09994094277845j),(-13.770156211021208-14.804355866631395j),(-101.16167611680366-38.67988775801914j),(-421.72643603188754-127.918320693542j)
(15.922362493528286-16.79238585082612j),(73.92969339551858-124.80524425550587j),(-38.86499831287612+16.002871898909802j),(-251.66996655181464+279.4268491494801j)
(12.814185966948797-0.8346382828107153j),(-14.425798545268442-85.7846465438428j),(-50.90125618000954-5.171070935999719j),(-204.46719408858166-78.89637343804353j)
(-2.084536951068795+39.11113851460752j),(-47.62915199361413-43.690304967605286j),(-211.76733177736884+7.096052219980123j),(-677.1912661660907+304.69128263790094j)
(-33.6367480509421-33.357078808317944j),(49.50129437840999-23.444485248804195j),(175.2785733680651+66.66193254786651j),(312.66047685037-107.15083224492308j)
(7.823108629838169-4.228190014412485j),(25.813869890517303-39.77029977428137j),(42.53122049389127-30.796320329789502j),(-206.75997783653872-300.61926695789606j)
(-18.13021313687592+6.918404782047258j),(36.456319861770154+38.08175657238557j),(116.28069500937451+61.769177848024924j),(77.44554151432818-157.68292180483184j)
(32.692670463650835+5.645585717870416j),(-6.38498720645719-25.27959571120813j),(-107.81381417225609-165.15894161385887j),(-337.7281585800202-329.3751282210954j)
(11.301053831190499+6.102847608360058j),(-29.60848435681888-20.05558093311396j),(-33.92657353838041-79.04886446457857j),(-380.12917694650616-74.89746078179544j)
(-2.5673268255902784+41.16253934259418j),(-59.61523317187709+59.355775258974504j),(83.28186846755287+21.483320533079628j),(-31.919357412078483-509.90690096893104j)
(-12.675625782411256-13.815827119373584j),(-42.3624243958767+9.504060193117759j),(-39.660359473417785-139.09599141878596j),(-448.35223848769-172.4480643646076j)
(18.31758985659946+12.935840943152318j),(-25.487209653244342-13.868734634320015j),(-0.9925016164523015-103.12572146559367j),(-197.735542482185-113.7799961404792j)
(58.68642054851921+90.06073983025756j),(-20.208683840653446-52.33619396401778j),(-266.7683573928596-498.52308110474723j),(-4.556362895962053+552.0290442261532j)
(-3.2229229516946774-1.3748303564350626j),(-48.51830893980054-22.730724959708237j),(42.57040167972202-9.95640828608206j),(-458.85273771850035-173.6031642448121j)
(4.535806277886479-26.431307751997807j),(-67.54092969105281-44.384775932060826j),(67.07092224659408-21.977849341502075j),(-351.6399292028081-474.74820971480415j)
(13.361581724669646+50.30967725834533j),(1.5730094494455855+34.55956445790119j),(1.589311417418081-63.45758546079633j),(-351.73217824318095-27.428948231639048j)
(-10.507165170675517+32.243458270860245j),(40.88846816013098-10.298974007230525j),(70.556763315888-30.970380527660406j),(-331.3296611923381-350.98268888964105j)
(-46.336997265972634+0.9853432279241865j),(-26.58087410758734-37.715087814589054j),(95.71049034915583-82.13657215117763j),(-997.460846734-605.493687049873j)
(-23.464790801166508-80.31995605043906j),(-36.6417255764453+30.141978852998157j),(-84.09897223242564+197.26384029638263j),(1182.0458555566463+364.36744967765225j)
(-7.464002990400731-74.40259433800726j),(13.872419516969359+27.55364490870834j),(-7.390227857555054+83.8604118136955j),(238.4366259260398-331.5141119212152j)
(-39.39723282754645-55.24760050078081j),(-14.32393305989638+63.90401492709371j),(-17.20464426243224+182.09160196897074j),(330.8865594003982-158.1353889815382j)
(32.24124132175207-17.37808741740284j),(12.881473546741155+9.01522770056745j),(92.61639993503465-19.72677686011304j),(-125.35830698085472-492.81733694388424j)
(-11.936019729191393-31.06715509629168j),(6.270477871496926+11.986275738435051j),(35.034738802084775+83.51593096250276j),(-200.2403256933922-449.157447049137j)
(-9.194387168306601-60.35787223626782j),(-20.218320791092165-8.972332892793144j),(-13.85330737791449+293.50886014422326j),(599.6699716568284-571.8332177881177j)
(-9.71547043666595+14.243164508010494j),(-28.973391999638842+27.1717286334395j),(101.58290231631676-33.24008038182823j),(-367.87478874893566-566.2506749867051j)
(-4.680505045047745-11.124547712987665j),(11.547613243577349-25.680405587288654j),(105.43489976818758+42.64722965593278j),(-192.17340284701038-368.7414632428464j)
