(5909+0j),(14160+0j),(48856+0j),(51090+0j)
(14.603615148526444+139.1920344515793j),(-34.089627393137604+32.49552025465711j),(-263.8024391841051+137.40319331280043j),(-419.82007894148416+119.48602272795907j)
(39.07265795195474+37.31876507290688j),(82.28221341982592-42.86720201069654j),(-33.95544942280884+200.92182316233124j),(-53.70309243053475+548.8123204829718j)
(103.73021263402529+41.63321191289092j),(4.586009820107165+114.24842786229483j),(-60.804925712372096-59.493854317117275j),(-563.3741893432361+201.67683659436304j)
(-52.68352308330749+4.378950312091913j),(-64.22086543380351-39.36081291465521j),(-7.2660116398006185+44.07710938580557j),(8.310777900912477-65.0314901314847j)
(-89.79179624487367+13.421734541635878j),(24.571958414897765+10.254485620318391j),(94.90466760297042+112.63795674719495j),(151.86434197138846+233.72916942952398j)
(-46.87052489775226-34.243677082318925j),(14.457669880583808+71.42906469303863j),(-60.01354151490159-2.113975223975398j),(-363.0415957604155+114.53843578855853j)
(-36.03823878628002-36.34979349344649j),(36.57404731452323-26.57054596875439j),(115.07968856048588+112.495024176428j),(60.00526606316741-293.05963291257217j)
(-115.54019964776927-46.05623953087128j),(-51.464602367701296+36.957960603547875j),(191.19625698808454+230.9045579195414j),(-226.89896001333577-248.89587901611893j)
(-4.3980753845496565-15.812334584110204j),(13.164605618658697-26.918600794459728j),(-57.81542107407313-17.602875195849364j),(-81.71781448243564+12.694023365942854j)
(4.355698752277952-2.6862764192957123j),(85.29462030769848+15.538185604809792j),(28.645991380908725+18.405770590172622j),(79.51336702851899-342.2531289848528j)
(-23.402258492092326-93.09822357362766j),(7.971176976618358+38.89117808226398j),(-14.357046028849403+70.00356908289187j),(666.6200337767846+47.131558855280986j)
(64.91833566703593+123.45381774852139j),(8.473631340048087-21.421715763306032j),(24.773518835008417-130.67222506122317j),(-1027.3255948252026-198.3463729691067j)
(49.41557384772253+76.92523425163795j),(3.4478108963653695+7.893241493667681j),(24.107218304296016-163.87896678665777j),(-606.1093635279799-309.7884712066362j)
(-9.904878865378496-32.27300988794491j),(49.68007170852533+4.741408368111541j),(8.771486346390706-6.609055972948308j),(-197.39448813934615-73.12600641010869j)
(57.829527009757044+112.32529105962116j),(0.5696522263284578+40.92087568269837j),(-11.845231947385855-223.145576810131j),(-967.6496326650131+100.42572304281106j)
(40.202737171802966+108.14990534509923j),(-29.902773409244602-6.002341029368281j),(11.29996088321071-250.97171090732652j),(-552.6274939570267-10.893762142895756j)
(-56.53187037008081-38.981314894685596j),(12.582375423453783-38.347008109769305j),(112.17509415769237+163.26914058658556j),(-589.7357276768912-444.5711042559202j)
(27.105290061694262-17.202683392571892j),(21.651191457704044+9.893229401212263j),(111.22899760349264-17.89163619761392j),(-1083.9515870056332-417.88572903406595j)
(14.730389678128407+15.346092609917871j),(47.3394049662773+15.967325901413016j),(376.5377667696931+209.98576451659517j),(-2163.5002133939524-1798.4220123116652j)
(12.960693386319276-95.64923876287939j),(2.1767755017948147-31.84100827198927j),(-856.9884758830144-448.1791100908685j),(5094.502036153384+3739.614895259095j)
(1.7068293899135654-51.591689609785405j),(-2.488683511624174+7.035533131929842j),(-241.54331153646422-80.82627100153394j),(1201.9047576881685+873.9250675939278j)
(2.394531032397892-29.793188569623197j),(63.833071900886225+44.72853560042732j),(-34.44619552918931-77.0293815967458j),(556.6898195932986+205.49005112045893j)
(72.64864983158671-122.88663719811947j),(12.004109238313522+40.39231909441845j),(-183.8352390488276+198.143431059918j),(1351.5577921322208+355.22238316886524j)
(-8.266397775369-29.07204405959704j),(-19.471567891470613+4.72092891861066j),(-79.39199206011017+77.52081581538516j),(366.4246998407066+29.586448199405595j)
(1.6984843883293834+80.99314710011518j),(-29.66841563522285+0.6416144585807686j),(89.61631676790455-182.6714169112297j),(70.79021848113769+218.1073495266141j)
