(16953+0j),(19011+0j),(33298+0j),(35733+0j)
(28.790386309633504-33.4151986881686j),(22.48509063390088-130.81904404155165j),(44.46181954852773-14.565978852207063j),(62.17244789333449-25.010845486336084j)
(-46.59164250861227-48.55124818873156j),(-60.25332292508119-42.17769520494071j),(22.26517960638239-8.622426727475721j),(31.600683769217767-21.606559302852705j)
(-12.44613226782144+114.37250301495331j),(-11.314258420154147+148.59231009094432j),(14.546888868090718-4.72117933198769j),(45.625736896231956-71.75526187383367j)
(95.30226389220195+47.412331486981785j),(123.78776519041219+41.09119109622116j),(14.151328100474075-8.541121908192137j),(-14.087433884821849-4.264762826970861j)
(15.894557763395369-61.75912105571339j),(43.909497746177635-80.11195881780688j),(27.63664058744007-10.211305891923914j),(18.047341813978846+11.1841214070352j)
(21.09952959133625+11.763453586214641j),(-22.121633959632163-9.19534111467571j),(10.590828418132787+11.869626145999916j),(41.897783960566585-7.078397964304773j)
(31.162177912037123+5.119608122761395j),(66.54230997736227+46.87456550033707j),(11.774812285267899-0.05420172350686414j),(-5.7355235951297345-4.096386633017369j)
(22.25730728022711-28.855423849674366j),(56.62266043102659-31.253292813464363j),(17.958779156580476+4.76967300468066j),(0.30795058787612106+6.4022407253313975j)
(9.851861126556173-6.315199767051805j),(28.444035146251053-47.92923543274383j),(22.12305413329841-9.48824860668747j),(20.9577734767347+13.650091239108955j)
(48.32667143079584-33.16783359789573j),(54.28524554657798-39.66545571681284j),(40.690307739653804+2.9906288868588202j),(9.137785214380756+15.238235941871523j)
(10.642522839111848-33.03563046019926j),(25.95887096521983+26.428660695649317j),(7.708189571371122+10.795494654963877j),(-8.248091363818617+3.978742176296695j)
(-1.7794441792520956+6.5761469297199415j),(-18.904911070115645-19.420417830269383j),(0.9591613724717263+15.67713234326621j),(1.1335577705885953-14.247265599949785j)
(7.312900021356256+2.7150018131364604j),(18.347072220927544+20.39221443123989j),(7.68591834865731+4.859952138594581j),(27.92994883985898+12.534853652120763j)
(4.738168048564376-2.996607171404916j),(14.317630301565202+22.14306748471555j),(3.021352450783411+16.025535114247162j),(-9.871260955066305-6.406514091325814j)
(-9.783551866145046+11.454899202593582j),(21.031588570022166+14.597401757273357j),(20.45903875312547+7.022935775862612j),(19.31177301482876-25.055243410101866j)
(2.2868702332494877+62.0307785968924j),(-1.438723015272899+15.537837047637584j),(13.799763136246042-2.305921350478963j),(41.625477481908206-24.220680064793214j)
(-24.33896914075899+29.51994737236049j),(0.2481567105003819+55.73985907079336j),(13.018761890309634-4.686269370206732j),(11.19109311486909-4.5885096139392125j)
(20.117759581125654+23.448628874156277j),(16.17059306537982+41.439473882703055j),(38.040725262072215+11.192334689918976j),(19.55116024446511+0.20194294352047493j)
(3.976104269660084+26.09893906919889j),(32.66474730803725+70.27343970560764j),(5.1418150377999154+4.736730630004946j),(38.920101890399565+11.291668249930565j)
(27.57902253689099+17.688096928978585j),(-5.373949303694246-7.296439917746142j),(22.210387440343254+13.940760311233905j),(19.080423037015237+6.460535324882757j)
(-15.463385238747378+16.865915854890293j),(16.788943430143604+2.0307168932636905j),(22.09556326554946+5.215669432742725j),(15.057840060949104-27.95500622467855j)
(0.20398708940771826+10.581936468791397j),(35.62618202488437+47.6687675511056j),(14.818461856808028+12.115449535865103j),(28.561777605512134+6.08844306338956j)
(2.429640628995429+21.818237767422026j),(-9.621130831741056+41.42314644780816j),(-6.317504746781623-5.91915312307599j),(-0.0531337254809614-8.94167830585894j)
(-6.39209651260461+8.710146524202653j),(29.13406957705979-24.959146493568134j),(2.2005457285590637+3.0391447337968174j),(26.519264627570124+14.462243567083172j)
(12.565335285016175+7.477924407872756j),(-5.915887580800387+13.159221109080065j),(25.400973703136287+18.25208192367167j),(26.28268572646556+25.379391010741323j)
(6.633703650471517+5.638328309894337j),(5.073476481293113+32.22057565791859j),(12.381656926746132+22.555322635456996j),(15.767433353094248+17.250371520923927j)
(1.5337172858316137-0.19657740997957696j),(27.96379740931613+29.60512673881649j),(10.220082049780444+11.590007771859849j),(25.582606549149148+22.609878790247787j)
