112.0,184.0,507.0,625.0
80.0,146.0,503.0,624.0
132.0,187.0,464.0,571.0
81.0,151.0,573.0,270.0
112.0,182.0,505.0,626.0
86.0,149.0,503.0,624.0
115.0,189.0,506.0,625.0
83.0,156.0,573.0,271.0
115.0,188.0,502.0,624.0
87.0,155.0,506.0,624.0
112.0,190.0,501.0,624.0
80.0,154.0,566.0,267.0
118.0,190.0,503.0,624.0
87.0,156.0,500.0,624.0
126.0,190.0,501.0,624.0
86.0,156.0,501.0,624.0
112.0,192.0,565.0,270.0
99.0,158.0,497.0,621.0
123.0,191.0,496.0,617.0
97.0,160.0,498.0,617.0
116.0,191.0,563.0,267.0
86.0,159.0,496.0,613.0
121.0,192.0,496.0,613.0
89.0,159.0,493.0,613.0
144.0,190.0,454.0,587.0
95.0,160.0,556.0,257.0
121.0,192.0,494.0,607.0
91.0,161.0,491.0,603.0
114.0,187.0,492.0,605.0
86.0,161.0,555.0,258.0
119.0,191.0,489.0,602.0
93.0,158.0,489.0,599.0
128.0,192.0,485.0,597.0
113.0,158.0,441.0,465.0
122.0,190.0,544.0,249.0
86.0,160.0,482.0,593.0
123.0,190.0,480.0,591.0
94.0,159.0,480.0,587.0
128.0,191.0,538.0,244.0
82.0,160.0,477.0,579.0
117.0,191.0,473.0,582.0
91.0,161.0,471.0,576.0
118.0,191.0,532.0,242.0
88.0,163.0,470.0,574.0
117.0,191.0,465.0,569.0
89.0,166.0,464.0,565.0
121.0,192.0,464.0,559.0
91.0,150.0,518.0,231.0
122.0,191.0,458.0,551.0
83.0,156.0,450.0,543.0
111.0,189.0,448.0,531.0
84.0,158.0,489.0,209.0
107.0,190.0,436.0,518.0
