(6473+0j),(13480+0j),(58502+0j),(61692+0j)
(-11.133662990455239-40.27840653516648j),(-21.200261553951997-50.260784204779924j),(14.476386954045262+94.30986528123833j),(246.1666003088667+262.9944421814115j)
(-25.32832629823048+2.754914742928631j),(-30.54217059684231+39.68677908754037j),(-22.72762080054963+27.485149121725204j),(-37.78814016647539-163.43152602463803j)
(-19.60044238678895-0.1745995477747755j),(-3.6745684534396226+5.381980184605133j),(-64.22159752525371-21.657894091356347j),(-237.10015457367027+112.12776415433109j)
(9.164357180780769-40.23504348962446j),(-18.98828697972499-11.44467174121309j),(-14.558607945459698+141.31691480055255j),(379.3378764663639+399.0770911831318j)
(17.471027760494263+9.909233771818645j),(-80.52065917636773+6.75406075400107j),(36.77751543740442-25.521897629374024j),(-183.2399622920595-293.62975941686284j)
(-55.94940047111015-8.381360657497112j),(16.606879345806078+24.1629882115513j),(59.191167296105505+75.4641845040558j),(84.22142418220392+215.76278993915764j)
(-12.782863187707028+1.4917490312540451j),(-13.428865040412028-9.003225673769082j),(-3.3631308600062546+6.989756693165733j),(162.7951262147779-194.48911719432056j)
(0.03045193013753078-45.12616538861269j),(-44.171108454567275+17.136112307484748j),(53.00887203403863+0.9259550592912689j),(-96.12849087380437-284.285817544291j)
(-42.536979839601834-20.277192354056467j),(21.90464643754002+4.9937700543568395j),(7.045026869262032+48.243134056967534j),(118.44757612123254+326.4714539778076j)
(-33.441522297638016+30.823804647789746j),(-22.404582164100475-20.13433534645381j),(224.11914793229244-266.6823798500159j),(-234.18079513604562+250.40885078666304j)
(3.904008523033312-15.656151931568939j),(-28.662807984700788-13.826700710999884j),(-78.1989450592283-48.52773800739293j),(-317.9443841033228+184.34822786305682j)
(1.5073074731263887-13.16589354379024j),(6.585264525760522+7.20785991767135j),(-6.9498274545317145-2.299105194453574j),(39.95175397873663+123.17118070923186j)
(-6.992004510870249-18.7575233155301j),(43.16583305594837-40.922922236184654j),(117.96716933905373-47.45302025616362j),(-55.54794346791411-284.9337423328212j)
(51.30840467382433+16.174913780210147j),(1.5158937953970053-10.60917931228424j),(0.653994229617183-165.93659024267666j),(-1402.2379920248695+368.0549667828178j)
(-1.7504244163673164-19.990409008872483j),(21.571701954114708+14.114214914957428j),(-20.89881398715869+89.39323017122187j),(354.7989805830854-94.55041421420557j)
(2.5262494516117044-53.634467522210784j),(19.995070779271487-52.69659006964978j),(-71.7229888025945-14.405438275906107j),(-62.94455084177798+13.479061530295553j)
(39.64711934532674-28.042286614191354j),(20.39445001414049-15.970957934525059j),(-74.150355913774-47.9221751588715j),(144.27330164224085+266.3603841118552j)
(25.187447548183997-24.61246997650199j),(36.452362820141275+10.28768737587636j),(-97.80830193100701+100.34017001167777j),(510.976701617878+176.3734143145581j)
(10.181958089165235+6.772659754333835j),(45.701311256387264+0.9806099234593564j),(23.185499355709148-48.614266261388586j),(-377.49786583014424+26.97808258547755j)
(0.16095363181190692-31.30162094410509j),(-19.015794411100956-44.84603441197659j),(62.101561039788066+283.80253223265447j),(-73.99620658098274-352.4292966092379j)
(-9.76249261828422-7.45168136459712j),(25.16037607372646-7.635461478749361j),(102.19603964564746+8.911030042028091j),(-47.240763563400066-411.0554743487986j)
(-11.5076818021534+2.067130530310089j),(63.112893976797096-20.034207819658306j),(30.4269278509953+4.552524989931129j),(-193.8690431307059-165.07268949593765j)
(40.53828055833136+17.954509654970465j),(-8.973747128665101-25.652871666579586j),(-54.70552286145666+149.0272662395077j),(337.3589381684445+63.08812117952701j)
(-24.54654135937099+27.347997004591534j),(13.491870247382167+25.11551301766189j),(-170.59532250688676+1374.5593043548586j),(2217.481948642684-8456.268016198534j)
(-0.2717328764250695-9.931944102992833j),(24.76153766007464-9.606439466832885j),(-106.1765158462845-137.5345804277608j),(-120.44816102815221+359.8699517063462j)
(29.592484748374844+6.978606111401154j),(-6.334373885818422-44.67211719677083j),(34.30701741160988+4.514605440977903j),(-0.614540930117073+27.77289170028712j)
(11.115203900812+8.978116633030382j),(-24.186507377265713+22.49220538580405j),(144.93756637063484-44.54326845202013j),(-344.23941843857983-11.451549971602589j)
(-3.4466160433455+24.874861081528515j),(5.321831026485029-31.804051400469234j),(9.481640486096694-244.53582528094006j),(-770.8707844823409+560.7948915768384j)
(-15.81264223473368-10.55772676859162j),(-0.6289238190816739-31.73134505306963j),(19.463380076104606+123.03128690934263j),(148.55377454170616-334.51770483123516j)
(40.27051445684168-17.077015178960984j),(-22.589401796056677+17.19657816413162j),(-208.07575649762362-105.93500365373822j),(286.6460659832767+141.9843451166825j)
(-23.45357538254789+2.627556197760253j),(-1.14692401752621-15.207528052078317j),(-87.1337448944852+30.23050765884382j),(453.16219918736897+132.1135132531666j)
(6.876312704536645+12.184413544165366j),(12.639208998937534-37.73822340559765j),(-78.63598213471118+73.75859631045728j),(349.50098589464574-42.66474822871609j)
(31.187437384833107+8.324638452428776j),(-11.757714048566386-0.26995258544302914j),(-62.913754322754784-153.79113858946806j),(-218.13118965904306+282.9407524308792j)
(-2.419109638351017-47.14758518729337j),(10.5950242970452+50.40800614652229j),(363.0492184726777+695.0715955553285j),(-2169.1553933240675-2309.1635783524566j)
(10.822172190587995+7.988201721961407j),(-10.529281414796706-12.007732440635152j),(190.77688439330007-6.620036502939499j),(-320.79383308746173-296.644368459896j)
(23.12259332966029-3.560109138926957j),(-55.562758763638215+2.3417394863737018j),(-16.26668409783747-5.127966754232483j),(-78.77960035576075-111.57241449531561j)
(-15.976618977843705-0.7212138577805418j),(37.49022086607043+21.647690146136927j),(-76.6964678572599+184.36465562551433j),(217.7136127765561-304.45204600822774j)
(-49.68374844330128+15.024112311571937j),(1.2048092692173213-21.623491741646397j),(272.46647175340945+295.8057355354175j),(-69.349390850698-1917.8862126209917j)
(20.448013003703227+14.05029186635663j),(-18.917612834938076+13.55065042942153j),(-131.09355718951008-104.52311121408962j),(278.6156526519827+314.6156407764553j)
(-9.072259659233907+29.56911021819662j),(-5.706730182450883+44.80339248127985j),(130.49823091632243-73.6182531208142j),(-233.88813440355557+159.46364610537648j)
(-6.902403497850867+13.048128700094114j),(18.381362497498003-9.269216882872808j),(82.3811785723631-91.7052810559451j),(-365.94175110219794+342.1013605259264j)
(-8.110302206788305+51.63267277010726j),(-19.391846558317184+20.868803872003944j),(-5.766585867041385-180.75444544152515j),(-258.5439612259421+469.5768632981541j)
(-12.248798727394401+1.790275343785659j),(5.52576247676636+43.8068587954746j),(130.28006564499188+83.6972611460942j),(-196.04028159704367-380.42132770070504j)
(20.36614853261385+3.260708043635624j),(0.6001842710658423-15.899869736452652j),(-420.3758556761927-131.54435829794147j),(1344.064330173187-220.85028919126637j)
(9.059246863438977+6.88450562166522j),(-39.109634711841885+9.140491012284002j),(-114.80709709493416+138.89577059221514j),(456.4660274492005-145.88885170902836j)
(-6.19317869582629-12.534674623354444j),(-11.134064723436381+17.94464705753956j),(-18.35995573710602+15.337609784330894j),(198.0111697380636-68.06631701913705j)
(-19.35055632650142-3.4886891463430225j),(26.69487463214652-7.193225473597427j),(-118.42548350934271-191.40537011795072j),(143.6025093494762+369.0577179032851j)
(39.6892206839501-66.35884459883388j),(7.515913427198427-31.93938390062845j),(-1113.7592869824248-304.4494031126686j),(5482.528322455524+3084.100268688956j)
(-10.686409702707495+7.244688114877858j),(22.65408403159556+23.023699765491536j),(204.3373544817553-36.69540415494659j),(-373.7420300883483+69.44852740284472j)
(-20.615919688042638+15.173519457294269j),(30.697056528072196+14.517748592769781j),(-33.04021077136713+92.08395645187173j),(-36.79028666349939-234.7386522321197j)
(10.387140056353262-7.64241982177397j),(-28.668653394454793-28.716282567904482j),(-6.039080218822903+165.58406349989627j),(-109.0465601636011-496.37644506700474j)
(-2.9878397420618246-5.487840820546934j),(20.506855207474665+25.708300563882766j),(249.3387377823742+164.51499990188188j),(-350.58326814192503-722.9411341084574j)
(1387+3.9968028886505635e-15j),(1757.9999999999998-7.105427357601002e-15j),(-150+0j),(410+0j)
(-2.9878397420618246+5.487840820546934j),(20.506855207474665-25.708300563882766j),(249.3387377823742-164.51499990188188j),(-350.58326814192503+722.9411341084574j)
(10.38714005635336+7.6424198217739665j),(-28.668653394454623+28.716282567904482j),(-6.039080218822903-165.58406349989627j),(-109.04656016360107+496.3764450670046j)
(-20.615919688042638-15.173519457294269j),(30.697056528072196-14.517748592769781j),(-33.04021077136713-92.08395645187173j),(-36.79028666349939+234.7386522321197j)
(-10.686409702707506-7.244688114877869j),(22.654084031595517-23.02369976549154j),(204.3373544817553+36.695404154946615j),(-373.74203008834826-69.44852740284475j)
(39.6892206839501+66.35884459883388j),(7.515913427198427+31.93938390062845j),(-1113.7592869824248+304.4494031126686j),(5482.528322455524-3084.100268688956j)
(-19.350556326501447+3.488689146343029j),(26.694874632146465+7.1932254735974315j),(-118.42548350934271+191.40537011795072j),(143.60250934947612-369.0577179032852j)
(-6.19317869582629+12.534674623354444j),(-11.134064723436381-17.94464705753956j),(-18.35995573710602-15.337609784330894j),(198.0111697380636+68.06631701913705j)
(9.059246863438945-6.884505621665211j),(-39.109634711841935-9.140491012283997j),(-114.80709709493416-138.89577059221517j),(456.4660274492006+145.8888517090283j)
(20.36614853261385-3.260708043635624j),(0.6001842710658423+15.899869736452652j),(-420.3758556761927+131.54435829794147j),(1344.064330173187+220.85028919126637j)
(-12.248798727394439-1.790275343785662j),(5.525762476766353-43.8068587954746j),(130.28006564499188-83.69726114609425j),(-196.0402815970435+380.4213277007051j)
(-8.110302206788305-51.63267277010726j),(-19.391846558317184-20.868803872003944j),(-5.766585867041385+180.75444544152515j),(-258.5439612259421-469.5768632981541j)
(-6.9024034978508695-13.048128700094125j),(18.38136249749799+9.269216882872815j),(82.38117857236307+91.70528105594505j),(-365.94175110219805-342.1013605259264j)
(-9.072259659233907-29.56911021819662j),(-5.706730182450883-44.80339248127985j),(130.49823091632243+73.6182531208142j),(-233.88813440355557-159.46364610537648j)
(20.4480130037032-14.050291866356627j),(-18.91761283493804-13.550650429421534j),(-131.09355718951005+104.52311121408964j),(278.6156526519827-314.61564077645534j)
(-49.68374844330128-15.024112311571937j),(1.2048092692173213+21.623491741646397j),(272.46647175340945-295.8057355354175j),(-69.349390850698+1917.8862126209917j)
(-15.976618977843739+0.7212138577805449j),(37.49022086607045-21.647690146136924j),(-76.6964678572599-184.36465562551433j),(217.7136127765562+304.45204600822774j)
(23.12259332966029+3.560109138926957j),(-55.562758763638215-2.3417394863737018j),(-16.26668409783747+5.127966754232483j),(-78.77960035576075+111.57241449531561j)
(10.822172190587944-7.988201721961408j),(-10.529281414796753+12.007732440635149j),(190.77688439330007+6.620036502939556j),(-320.79383308746156+296.644368459896j)
(-2.419109638351017+47.14758518729337j),(10.5950242970452-50.40800614652229j),(363.0492184726777-695.0715955553285j),(-2169.1553933240675+2309.1635783524566j)
(31.187437384833064-8.324638452428768j),(-11.757714048566406+0.2699525854430105j),(-62.91375432275477+153.79113858946806j),(-218.13118965904312-282.9407524308791j)
(6.876312704536645-12.184413544165366j),(12.639208998937534+37.73822340559765j),(-78.63598213471118-73.75859631045728j),(349.50098589464574+42.66474822871609j)
(-23.45357538254788-2.627556197760259j),(-1.1469240175262616+15.20752805207832j),(-87.13374489448523-30.230507658843827j),(453.1621991873689-132.11351325316667j)
(40.27051445684168+17.077015178960984j),(-22.589401796056677-17.19657816413162j),(-208.07575649762362+105.93500365373822j),(286.6460659832767-141.9843451166825j)
