(13626+0j),(21923+0j),(64126+0j),(67356+0j)
(-2.262507754144668+11.540279946505557j),(33.65490508364856-4.014159702654567j),(29.339855397183968+70.90676411973149j),(-114.83733856963556-513.9172247877833j)
(-10.983443363184584-2.3113368643286876j),(-0.36479646936519217+19.58621756603079j),(-114.21691376199965-32.38632153877573j),(257.6644356853902-161.49002990456594j)
(-6.328624431596182-52.930518529280384j),(15.785295255665009-1.7245695811544124j),(-22.183560516375053-76.90625264854174j),(42.51455989232849+271.7120400469409j)
(57.766753314161164+54.02545455462575j),(-28.461036504547188-3.996514712482753j),(34.23620725350197-220.40817206783404j),(-684.5272210487016-118.31541826256665j)
(51.60204400772432+18.490521914344207j),(-28.162071909926+45.88794920262381j),(35.904783728314214+113.57857778272975j),(-68.81794168414035-498.01355435313275j)
(1.2457096256760671-25.41422639909983j),(-9.64346240216353+21.556478609700036j),(-57.527524515320636+25.93880138197173j),(349.4881846524502-290.9182749302916j)
(-19.038939895375446+6.567456679259198j),(-1.4316948119498152+21.885686771996856j),(82.55294028051992-134.8873329793061j),(309.258524790422+63.627613760486014j)
(28.615727314432196+31.509595924784303j),(5.783235395013156+6.033804277941172j),(121.95293950763956-79.23806265133311j),(-394.1942719197184+174.51319300170022j)
(44.66677651100811+33.96729882783028j),(14.682522445442466-6.737700502189604j),(69.02504643779413+40.77443925149654j),(-88.57530591435173-315.52540208514336j)
(-1.685132678074524+23.800719854750604j),(43.32792947097528-38.29417841338149j),(-91.82388153341162+23.371792959936716j),(321.177995999592-270.11083690499095j)
(-18.644777726743627-7.315411014777576j),(22.604410489304673+7.320479884942755j),(275.1395284059106+185.5037538022805j),(-152.3155720287437-312.27562295726847j)
(66.97173173579839+39.059096482760715j),(26.23914025620976+50.482488573100014j),(36.101039685353435-88.38693769779398j),(-345.46186552450945+381.5121433943333j)
(14.103728713096288+19.717792257565748j),(-25.211349817902708+51.33504470097428j),(63.623762349978364+72.78860591076432j),(-222.49666985429397-127.61545833261766j)
(-30.651448089452394+4.697117698440527j),(-3.1803347424477812+21.998345702739023j),(-18.841660416745253-5.276742115390107j),(124.54273854169057-137.98339908683724j)
(23.15075343312037-26.61859419386291j),(53.1210091381638+28.499718950514456j),(-278.5967802892774+96.37812197075229j),(1200.5876279108315+1093.3640534007338j)
(17.941691272735564+28.41008586454026j),(75.67389987183586+17.25858650430103j),(77.04451740292961-117.76048079176732j),(-318.1973480030797+430.3404313009748j)
(44.89670020313196+22.953407516464207j),(33.16306749245691+32.65720615663882j),(38.3080683963392+38.51298619609848j),(-361.4948564817827-1.4299190959823846j)
(25.819685740439933+53.958606179959304j),(-23.826656683927617-10.987002039602306j),(-71.40206900265808+18.668963929820926j),(-122.9778024294994-8.01712244337483j)
(31.51363462749346+44.26277021095315j),(-0.924301816713907-19.537217029788895j),(-263.27288255524957-23.775179985857605j),(585.7675366328908+314.8180344672728j)
(-8.389794036563558+25.218568551923646j),(59.59745691084936+41.50495862139906j),(1.606718520616596-69.27693481454581j),(-196.5183960819022+329.92294516848847j)
