(6608+0j),(11184+0j),(34489+0j),(36694+0j)
(39.034173666837226-107.89498188948036j),(53.37932587535791-104.07387515155425j),(-41.844385171566486-24.952102239548076j),(-65.37925877933506-98.6654340571161j)
(23.15610508323039-17.370901948389047j),(58.28914983455873-83.28907058488744j),(6.717596548064385-83.57297084825603j),(-52.038230130808074-294.37916869278604j)
(36.97925988988152-48.26034710078027j),(-17.82254177725971-56.11633974713709j),(-27.84010396228641+39.732231827799595j),(137.49111217189562-109.75373515272301j)
(-11.879642009362751+2.1501060755745307j),(-31.77928005939131+13.99994280762401j),(50.88094169609802-7.327699876419189j),(168.6298598959783-208.17296125629878j)
(5.5378173328374505+25.81906465615593j),(28.480680793808283+54.3052471797288j),(4.471802140936141-9.100527228417008j),(237.7650773461927+10.902136135672663j)
(-9.089053794045345-22.863634086791528j),(41.60077454788494+3.8728648345391647j),(136.23636243390692+179.03464625612148j),(-9.731105743160327-205.70316500942408j)
(22.90950100062915-19.37311817477684j),(44.878726327976736-24.55077657875917j),(-74.26260773876686+43.15595055459897j),(124.92265431435271+224.81980535337857j)
(67.57655182886603-4.237384903279008j),(16.349782170607035-25.99549396638814j),(-174.26102046619468-30.891520832144778j),(116.02385642010353+732.4166002361787j)
(11.670915188826939+19.54132687656191j),(6.237290924692843-40.285118180730635j),(-45.30285314440698-58.65206149566759j),(-8.243674859113526-170.40503603079583j)
(42.65168204615638+15.621504409414586j),(22.412106131065038+13.67743993328918j),(-70.36527226023735-73.54748135869538j),(7.0167550620274+78.00932394481345j)
(29.992207581115494-14.9793874097011j),(1.0364978910921927+40.572880491711224j),(-24.9562967227944+66.42843031907387j),(184.92716253833368-349.8643965531103j)
(-3.9671662390747597+19.08532928905492j),(52.57279336072291+4.1100727932734085j),(-40.54622287584008-125.40964209816917j),(245.32523051522318-107.40350889482198j)
(-6.72185752574673+57.726609441566765j),(48.15745572720742-3.095179148515129j),(-45.48559060412305+133.9884203935415j),(752.4667408738262-874.0896235489483j)
(-1.982820039273598+14.756589109541029j),(-4.3317285162272245-8.707682677760275j),(-326.7207977116153+747.4076720407011j),(2848.158400490849-3819.0418531870414j)
(8.548701662843882-49.76685034000583j),(16.693498933151126-32.085605903120644j),(66.45716258232665-115.5078283241326j),(-471.8445664387282+1203.9577392547362j)
(-4.665833665632984-23.631169981487535j),(45.707710201313574+26.875687681280837j),(-60.4081007035214+57.54738555122972j),(239.71987017785074+367.64447590010826j)
(-0.8408305767488713+34.28735705586912j),(-4.754407421153225+45.0439812139568j),(0.7384169833741687-137.79861401842462j),(-263.53266635967526+460.7297304612533j)
(10.984270528410434-12.410088744480323j),(19.789856150674495+38.22214143260715j),(-143.7998142821025+42.27190632720746j),(224.854588810339+177.31785546611297j)
(24.54134031080282+5.213975998801546j),(68.58967127624724+45.57082106659415j),(-8.800642862688669-66.40890115815579j),(-185.05865285306064+214.93728297738846j)
(49.01513467429587+33.68272787696817j),(-6.4594631277949475+3.600019854697706j),(-341.4873305173014-110.01143296100614j),(1242.253698560407-134.80951874396644j)
(-31.000000000000014+29.444863728670917j),(-21.000000000000004-1.732050807568866j),(316-103.92304845413265j),(-1136+209.57814771583418j)
(-2.161380532015027+26.50351433858032j),(13.116822916326813+8.805523679114899j),(366.13142756470035-41.904398808588326j),(-1243.202732721744-4.87843128145073j)
