(7648+0j),(9359+0j),(23596+0j),(26357+0j)
(231.84559189704683+845.7135424119033j),(172.29072941811742+624.5633714430747j),(77.42265537311623+208.04163120907828j),(63.483381329843986+55.6545246704038j)
(-346.8111323657147-56.3175093214637j),(-219.52172697376454-40.21833824329031j),(-76.97028763036272-69.89363366678184j),(30.165265680265627-104.64882637163956j)
(-152.74037389304283+486.9565502134122j),(-92.63223611750095+351.34493968275933j),(-33.66677137818887+147.70618854129208j),(-12.816360837343968+68.70940330484497j)
(8.38732871742649+173.72258312277066j),(4.104737604890644+105.24414683005205j),(-0.8617221762093212+48.39863229343912j),(-9.938323820050947+54.29735357257333j)
(140.83894311477644+113.67946716943487j),(99.75658487605037+108.19374805595334j),(45.78899664482665+47.7084043083631j),(38.17225608932944+23.114109873003308j)
(-116.99616632564546-123.6967270990344j),(-64.12384534418402-60.00283092382611j),(-26.59117011084882-50.19205601961375j),(-28.749925107608348-46.97369881323118j)
(-90.32140442055675+172.53434051729235j),(-51.19059429089225+130.0381618140028j),(-25.716084215817773+19.13463993626428j),(-9.77542986109529+7.648420729566961j)
(-96.5568994856547+113.26244037696496j),(-102.05186784820653+91.28455421495603j),(-46.91737266837768+27.869547233354204j),(-7.996390515028178+9.401317886993745j)
(55.57141587521373+155.2149648028935j),(33.30187346960804+146.3968282625166j),(28.717841316942717+55.22172403835753j),(16.45622443305865+43.97553046535792j)
(-34.02368161108318+11.782306294672537j),(-22.57385031482795+24.892338292638385j),(9.229567891544605+4.037702989203563j),(-4.008298168254574-5.023998664503431j)
(14.22175149005409+33.81988715174941j),(38.82562696166376+19.16063244532174j),(4.074039990634837+11.518393372457751j),(1.2974618781431895+17.470661094356746j)
(-88.20523478560571+22.433124200585112j),(-44.345255822266466+8.950425073593818j),(-26.938224647982473+9.35688119418651j),(-23.27817940472005-4.909123595578194j)
(-8.531561246986058+54.753536711573474j),(10.865024741966451+21.177229476060006j),(7.080998380442473+11.040455386087032j),(22.407482086461208+16.040566098958756j)
(-101.33596831902287-5.769673192278048j),(-53.355436993686+21.020223619488174j),(-9.49744840421181-18.48400402495119j),(6.384350251720207-13.49605242914248j)
(-23.031830414060245+55.02972270934532j),(4.437799465453292+28.18660765160088j),(-8.693141409858466+21.82015410715435j),(-10.890373402182542-0.1719578166128537j)
(-46.60690100287124+38.27367919658448j),(-41.59031349713049+34.806694577041704j),(-6.799358704754997+11.040887803348813j),(-6.124166897998231-6.168537078317961j)
(16.291802040113467+9.679125125699887j),(8.120770811728388+20.585562468202134j),(10.48813103899832+1.4641942941364867j),(34.89170629922069+21.053903417249536j)
(-66.74652011319705+3.2545432593106565j),(-59.72148715659759+31.858055733323084j),(-20.05226754125922-0.018179477411926825j),(-5.963479255007007-14.626679301153917j)
(-16.484921774593722+53.277249384915585j),(-14.927920952984632+54.31621937401039j),(-16.16428409461468+14.125500854518272j),(-22.53604170614656+10.264468983303814j)
(-40.53417102213727+58.68927051091559j),(-31.63922457780322+44.85258094489363j),(-10.8424992404566+29.945303868287176j),(-5.238777784186535+38.09030752257809j)
(55.71620432899374+10.56349676465919j),(25.406618345700053+16.25659113224934j),(13.05208127180822+10.616700135036726j),(40.47359156156472+18.191163282221577j)
(-40.67515407428806-5.354919511811346j),(-22.169113281723043+9.978749818280995j),(-11.865388093863334+7.063411845348526j),(12.949459198273649-31.193397912564258j)
(-19.032191697007065-1.5944837910404104j),(3.8109087563758646+22.651326034073765j),(4.152530904586175-5.038738020399164j),(8.096486063679002+17.57171921708655j)
(-57.0366522208776+25.787966864207192j),(-15.62405356960043+29.998507520178165j),(-0.9225681938382646+23.59051225828909j),(-1.1930096105652863+25.4277746451277j)
(-2.1730066455107693-6.036252248372218j),(9.084285148475791+4.021539764396145j),(17.967932964943437+14.497331989870304j),(16.036941035293523+8.467580928834288j)
(-39.380899242661336+30.733534501145446j),(-40.2375498449902+51.42080802302601j),(-6.724147940865738+22.929167875618994j),(-8.624803743873812-1.4666830711284806j)
(-5.50423147328101+23.596213208637373j),(4.063662535041443+53.53659050208993j),(10.513179414264574+14.137639146990086j),(17.385929318460885+34.473538297077674j)
(-8.856958820529144+46.71400811553793j),(2.9915546536063857+56.04629714784405j),(-2.1843132014600997+28.206271381780844j),(7.707105171731882+23.554173387197405j)
(17.928739306182898-11.257696150950842j),(9.800197751283363-10.904943614781232j),(20.729139773201492+11.313671275475716j),(39.053655624604566+20.515209750395112j)
(-39.85081774191308+5.446543844477507j),(-18.85981226427716+35.48831834152988j),(-13.674611219981738+25.758126029682817j),(10.034351482051445-5.300974118241815j)
(-20.457675517729424+14.848227397930714j),(-24.23465130983393+42.098635165598466j),(5.325772307616852+30.504144218881443j),(6.013469220531899+40.593126466521255j)
(13.264386655470528+63.17778904867937j),(35.476647839536845+76.40366806388312j),(6.212743363575455+54.07779781858361j),(-1.706307448115345+44.53094351683096j)
(10.453402584234002-8.575550714966202j),(32.34348632005921+31.785133574667206j),(18.791348103228593+23.873307839935215j),(51.253078923582756+74.9099321024559j)
(-26.217373254962173+10.628427202707076j),(3.91147309543757+43.42365604570749j),(-8.277762693486617+43.16620609782745j),(-1.521314888518699+23.995493560956035j)
(-49.20187276888515+13.165340686887475j),(11.147858285271923+60.792783221336165j),(-3.6542354503179695+66.17325050724915j),(20.71038287607655+48.21712064877747j)
(54.9939037672871+71.74701353483698j),(11.938515154775168+160.91060256848823j),(7.956558275753917+120.49941671584861j),(-41.56263230436638+122.55400563686956j)
(12.087750267888811+22.109998075993687j),(21.290387181820414+156.156089808469j),(28.640494354678523+160.56582369713487j),(62.72407719081712+221.6036062297943j)
(7.71238019312778+162.67710152753548j),(8.33019774340668+538.4496705256872j),(23.869647646594068+445.7555030973808j),(-84.27284095965086+455.76886888214574j)
(7.712380193127805-162.67710152753546j),(8.330197743406705-538.4496705256872j),(23.869647646594082-445.7555030973808j),(-84.27284095965085-455.76886888214574j)
(12.087750267888808-22.1099980759937j),(21.290387181820414-156.156089808469j),(28.640494354678523-160.56582369713487j),(62.72407719081714-221.60360622979434j)
(54.9939037672871-71.74701353483695j),(11.938515154775146-160.9106025684883j),(7.956558275753928-120.49941671584858j),(-41.56263230436639-122.55400563686956j)
(-49.20187276888515-13.165340686887475j),(11.147858285271923-60.792783221336165j),(-3.6542354503179695-66.17325050724915j),(20.71038287607655-48.21712064877747j)
(-26.217373254962204-10.628427202707055j),(3.911473095437554-43.42365604570744j),(-8.277762693486618-43.16620609782746j),(-1.5213148885187024-23.99549356095605j)
(10.453402584233967+8.575550714966207j),(32.343486320059206-31.78513357466722j),(18.79134810322858-23.873307839935194j),(51.25307892358274-74.90993210245587j)
(13.26438665547055-63.17778904867936j),(35.47664783953684-76.40366806388312j),(6.212743363575457-54.077797818583605j),(-1.7063074481153677-44.53094351683097j)
(-20.45767551772942-14.848227397930728j),(-24.234651309833893-42.09863516559852j),(5.325772307616864-30.504144218881407j),(6.013469220531917-40.593126466521284j)
(-39.850817741913055-5.446543844477505j),(-18.859812264277124-35.4883183415299j),(-13.674611219981742-25.758126029682828j),(10.034351482051452+5.300974118241811j)
(17.928739306182898+11.257696150950842j),(9.800197751283342+10.904943614781232j),(20.729139773201496-11.313671275475706j),(39.05365562460456-20.51520975039511j)
(-8.856958820529144-46.71400811553793j),(2.9915546536063857-56.04629714784405j),(-2.1843132014600997-28.206271381780844j),(7.707105171731882-23.554173387197405j)
(-5.504231473281003-23.596213208637415j),(4.063662535041445-53.53659050208991j),(10.51317941426457-14.1376391469901j),(17.38592931846089-34.47353829707767j)
(-39.380899242661336-30.733534501145453j),(-40.23754984499022-51.420808023026005j),(-6.724147940865726-22.929167875618976j),(-8.624803743873809+1.4666830711284824j)
(-2.173006645510757+6.036252248372222j),(9.084285148475802-4.021539764396181j),(17.967932964943433-14.497331989870297j),(16.03694103529352-8.46758092883428j)
(-57.036652220877585-25.787966864207178j),(-15.624053569600457-29.998507520178137j),(-0.9225681938382779-23.590512258289145j),(-1.1930096105652823-25.427774645127688j)
(-19.032191697007054+1.5944837910403713j),(3.8109087563758592-22.651326034073783j),(4.152530904586181+5.038738020399178j),(8.09648606367901-17.571719217086535j)
(-40.67515407428807+5.3549195118114135j),(-22.169113281723057-9.978749818280974j),(-11.865388093863343-7.063411845348504j),(12.949459198273647+31.193397912564258j)
(55.71620432899374-10.56349676465919j),(25.406618345700053-16.25659113224934j),(13.05208127180822-10.616700135036726j),(40.47359156156472-18.191163282221577j)
(-40.534171022137286-58.68927051091556j),(-31.63922457780322-44.852580944893624j),(-10.8424992404566-29.945303868287176j),(-5.238777784186533-38.09030752257808j)
(-16.48492177459373-53.27724938491554j),(-14.92792095298462-54.3162193740104j),(-16.164284094614683-14.125500854518277j),(-22.53604170614657-10.264468983303832j)
(-66.74652011319706-3.2545432593106227j),(-59.72148715659759-31.858055733323056j),(-20.052267541259212+0.018179477411942813j),(-5.963479255007004+14.626679301153942j)
(16.291802040113467-9.679125125699873j),(8.12077081172835-20.58556246820212j),(10.488131038998313-1.4641942941365045j),(34.89170629922068-21.053903417249536j)
(-46.60690100287126-38.27367919658447j),(-41.59031349713048-34.8066945770417j),(-6.799358704754994-11.040887803348816j),(-6.124166897998229+6.168537078317973j)
(-23.031830414060252-55.02972270934534j),(4.437799465453297-28.186607651600887j),(-8.693141409858459-21.820154107154355j),(-10.89037340218254+0.1719578166128528j)
(-101.33596831902287+5.769673192278048j),(-53.355436993686-21.020223619488174j),(-9.49744840421181+18.48400402495119j),(6.384350251720207+13.49605242914248j)
(-8.531561246985994-54.75353671157356j),(10.865024741966483-21.17722947606002j),(7.080998380442483-11.040455386087046j),(22.407482086461215-16.040566098958752j)
(-88.20523478560571-22.433124200585127j),(-44.3452558222665-8.950425073593806j),(-26.938224647982477-9.356881194186517j),(-23.27817940472005+4.909123595578215j)
(14.22175149005411-33.81988715174943j),(38.82562696166376-19.16063244532176j),(4.074039990634844-11.518393372457755j),(1.2974618781431921-17.47066109435675j)
(-34.02368161108318-11.782306294672514j),(-22.573850314827947-24.892338292638385j),(9.229567891544598-4.037702989203531j),(-4.008298168254578+5.023998664503434j)
(55.57141587521378-155.2149648028935j),(33.30187346960801-146.3968282625166j),(28.717841316942717-55.22172403835754j),(16.456224433058654-43.97553046535795j)
(-96.55689948565468-113.26244037696493j),(-102.05186784820648-91.28455421495603j),(-46.91737266837768-27.86954723335419j),(-7.996390515028175-9.401317886993757j)
(-90.32140442055675-172.53434051729235j),(-51.19059429089225-130.0381618140028j),(-25.716084215817773-19.13463993626428j),(-9.77542986109529-7.648420729566961j)
(-116.99616632564542+123.69672709903448j),(-64.123845344184+60.002830923826146j),(-26.591170110848818+50.192056019613766j),(-28.749925107608338+46.973698813231174j)
(140.83894311477638-113.67946716943484j),(99.7565848760504-108.19374805595334j),(45.78899664482666-47.70840430836311j),(38.17225608932944-23.1141098730033j)
(8.387328717426483-173.72258312277066j),(4.104737604890646-105.24414683005205j),(-0.8617221762093292-48.39863229343912j),(-9.93832382005095-54.29735357257335j)
(-152.7403738930428-486.95655021341213j),(-92.63223611750097-351.34493968275933j),(-33.66677137818886-147.70618854129208j),(-12.816360837343986-68.70940330484497j)
(-346.8111323657148+56.3175093214637j),(-219.52172697376457+40.218338243290304j),(-76.97028763036272+69.89363366678185j),(30.16526568026562+104.64882637163959j)
(231.84559189704683-845.7135424119034j),(172.29072941811745-624.5633714430747j),(77.42265537311621-208.04163120907833j),(63.483381329843986-55.65452467040381j)
