(10086+0j),(11430+0j),(22234+0j),(23955+0j)
(-14.39722391375177-69.82510140567902j),(2.6170166573176563-50.00652520968909j),(9.440478114987684-32.99205520759398j),(-7.421814887542844-10.841851298310972j)
(45.66487811113639-17.171215469215173j),(21.646081879260933-14.600781607088917j),(-20.900126840794986-9.66243662682876j),(3.6865094393990283-3.1155887539441878j)
(16.54700673220164+2.3179272308490653j),(8.677007991779316-13.952225665095431j),(-7.544768633018423-21.636040767063207j),(-5.6340688938224694-5.308300497847921j)
(-10.052001634596309-2.6757036113420654j),(7.500653134671666-21.991741360963726j),(-17.77371201116057+3.7984063686067464j),(-15.850648792219545+3.1620166440980766j)
(-3.9309934700568823-22.125071361476383j),(-1.9660720659821984-18.98244736198771j),(-13.452103030275827-9.341444425917285j),(0.8028701812578412-8.521522755480772j)
(5.182213333967976-29.45398965361658j),(8.557439377933866-16.302257417646448j),(-2.4006367399494675+23.634642419181453j),(-2.859437948047198+5.1638145347256845j)
(3.3492323745966326+7.455590073824595j),(-11.23214634431972-4.543041378942604j),(-2.98007244065313-17.314509219953415j),(-1.2748116601049952+3.357559884697702j)
(6.795765815357527+17.83618735960647j),(0.29847496977936316-16.986786706944407j),(32.729157583296-12.346153738368791j),(-10.54072359478414-2.9543627972748436j)
(2.9049381253934614-7.9045488541055695j),(13.613291430745388-13.15922932055932j),(3.5656036428575977-3.665143382279478j),(-0.7531074449034298-4.035340330025462j)
(-7.712890169306715-15.074018997072494j),(27.133209455955395-20.168912055362693j),(3.3961908291629523-14.487083274201286j),(-2.619890044052884+1.027395494712163j)
(17.062520179761616-26.177102729488794j),(3.258511704989348-8.133367797317518j),(-15.007508599743874+8.47762172045665j),(8.630641327543952+1.3978142941268086j)
(5.068343655359968-0.923637880185189j),(-0.667804559024944+4.339084666080396j),(6.433327437006028-31.89999635272369j),(-3.57366844564649-2.9874246075289985j)
(8.869444173515443+27.48867050806987j),(12.60175178861801+17.620327090548585j),(8.588745180354584+15.305642458409675j),(3.363114364826138-1.176159305824315j)
(-9.24900293256729-20.607711342704064j),(1.236963711650347-5.134394439586567j),(0.45944676376067406-16.506748912690377j),(-6.2383935359373215-2.4335948464488864j)
(13.603139105531678-16.834588756158585j),(-0.6459739269822764+3.8639473988836466j),(24.43807393718013+8.461635340151272j),(-3.650636719676461+11.85193469365143j)
(30.991528022122793+7.8272800900440265j),(-15.414871170644005-13.899469995089458j),(-8.480487159375116+6.176599537001167j),(-14.663348906846977+5.692739046020758j)
(-3+13j),(23+5.000000000000002j),(14+34j),(1.0000000000000002+5.999999999999999j)
(-23.342507716653568+1.3048706622976667j),(1.2846108020857159+6.489998150852264j),(-9.749050346955382+10.686510415050575j),(1.5532259467420264-0.5524282934632909j)
(2.0415199753434257-8.406094347482924j),(2.3855794947170867-7.7921522584739655j),(6.369628615457929+8.516221612489518j),(-7.018332297357494-5.9672486173792j)
(21.037747407976326-3.958061704723331j),(-2.6866821763344433+7.35612008558196j),(-13.55596560223671+10.589190952912963j),(-1.8427924096024526-3.572773245723746j)
(10.906379131474248+14.282869542311861j),(-2.718060223819254-8.079379657614655j),(-5.139241122561316-25.70150144714139j),(8.514822931027421+4.971135296715664j)
(-11.424388830630857+4.11387216464518j),(-8.550718171157278+9.628805128626203j),(-5.051118820952091+14.953594299955336j),(1.4715102768020287+2.1166482223921745j)
(-6.226364203567365-10.363079690910755j),(10.094777409947717-0.5633129007793971j),(-12.00426215351455-7.094464989854533j),(-16.09408294005905-1.5119614369948629j)
(-2.7707115079610958-14.98638552612152j),(-4.220172627440661-0.09950149634623506j),(3.9336158298415285+18.33056945926083j),(1.7304663922454893+10.160490978453215j)
(18.502772336220467+4.485740163649988j),(-11.155584027486798+1.5027453819368237j),(-13.443802905419316-11.526966319338412j),(-7.0788267267571765+1.1581004955975243j)
(6.617126024660362+20.302493415388078j),(4.299626050175746-10.940119502612124j),(18.74487489092453-9.987887629726096j),(-3.457035722925596-3.989426728724119j)
(-18.319020413226546+12.746856207334595j),(10.438133417385624+7.29342917665956j),(-12.942937735801024+8.373614463078022j),(-6.15389255033618-2.6865258287091915j)
(-10.677708774588496-23.546182839089848j),(3.7593178012259614-9.642486493377183j),(4.592904367410483-9.895483724877414j),(4.739969778280511+4.278558738865022j)
(16.22263683973691-19.77992694622782j),(-8.8553712757066+1.744460045419915j),(-4.354093486365452+9.99491754750504j),(-6.461540333053757-0.7108409576599841j)
(11.764572179393689+17.582382283748522j),(9.392786894095295-2.5271289753622455j),(-1.9995797351962246-13.223965670214909j),(4.463511588019841+1.9872841888873327j)
(-3.6358877291078127+12.361021851922406j),(-2.345710527755302+7.729661559245788j),(5.877608882298541-2.630015592487677j),(2.500226430148169+4.957497058777877j)
(-8.892962983671197+8.953260871200033j),(-8.568915372234187+10.473276391139933j),(-15.37884044478335-16.342371550539077j),(5.000745978569739-3.104038837105483j)
(7.499900755934859-17.522101806653303j),(20.232848496552002+14.26298716612552j),(31.588651734216445+9.080613343172454j),(2.7294392188103362+2.2472484053109576j)
