(23960+0j),(28290+0j),(49076+0j),(52158+0j)
(-318.8794317283769-168.25137096215553j),(-359.8154075385302-178.00095326433032j),(-508.92320581844064+54.05670547897518j),(-470.02573753342494+79.26946021186086j)
(94.03101643947703+221.97740471642223j),(95.29705111101688+284.8514841455098j),(94.80112862914643+320.8633823975743j),(84.47367837738472+328.36391288922187j)
(-21.259122693874133-144.85532427793197j),(-1.3456046512690136-156.05621708900446j),(-37.86924724187929-187.05476536622274j),(-19.986728755337936-181.13878347958428j)
(-146.6813408012431+35.32163445877087j),(-154.95265253913996+53.02810928074929j),(-137.38058779941906+36.27443601265139j),(-144.03471004808893+47.305276992319705j)
(-59.3258421887883+17.47641901672415j),(-48.45082793147361+60.98166692922845j),(-37.553601111007765+103.0109270728222j),(-28.31237006592019+100.02893903950644j)
(-50.113974575200245-107.25140055613961j),(-58.41449554683413-103.26781755080606j),(-42.50332233307972-93.30626639580102j),(-54.01340658078561-86.65462130090357j)
(-38.88360121340291-47.58660018814842j),(-32.29961182538217-44.95493877890435j),(-73.24454230473754-46.202251724104975j),(-58.75731771776102-63.38037318414849j)
(-16.642566908501024-5.417889110746458j),(-12.003485832272062+10.390681417864116j),(-14.947088652630448+36.200523003344756j),(-16.490891143122482+45.276641027052335j)
(-9.635129615306596-40.692714429275156j),(-7.048294358268322-22.59343041031228j),(1.979881665442008-18.573070119920537j),(21.503045717099667-15.065925364230685j)
(-48.9410601772054-33.15611715299302j),(-50.342830546305564-17.308490465743517j),(-87.54636125061994-52.29543298686427j),(-68.22943816822189-49.662553742091276j)
(-21.829425855243848+0.07582405237888423j),(-40.87556100525506+6.3254133569654485j),(-31.06931849700227+12.992229047724717j),(-48.333170986024015+19.747339443498394j)
(7.880428184936591-18.854562332563802j),(17.674068707231072-5.4232454893138815j),(35.10559412869998+1.12856994526733j),(23.166377188204024-7.088469184055178j)
(-29.15443459172605-30.63470993131019j),(-26.440821075014135-32.9541860540632j),(-62.50652729119199-25.800497464579877j),(-61.25636609164523-18.278614209093192j)
(-22.832430035737282-13.852954172560803j),(-34.7719294365503-12.953909276681909j),(-21.0993970153544+17.213399911091326j),(-50.45862775690162+17.469287479109383j)
(-22.610154896180575-9.221172371772804j),(2.8756589902077394-4.238454084016627j),(-40.88057374071377-6.877613325621546j),(-33.608268414145186+4.3325659276848825j)
(-23.11532924156624-35.95799142113911j),(-43.289061362356335-56.88291995601341j),(-34.00679303516146-60.169665137378985j),(-51.42120661648812-38.73002013257694j)
(-12.983338664661456+6.278859299593595j),(-6.146426733065759-12.996635368679629j),(-66.99123475421902-16.327466246760867j),(-65.15889425430503-32.56533009952326j)
(-9.897458020492195-20.220637039384563j),(-6.654352280936337-31.01809567555495j),(-3.3508336585096004-19.103475162343088j),(12.423474911739504+6.582794976785582j)
(-7.900800849583033-23.279313112351268j),(-8.279198726863287-14.159522554880404j),(-22.867283063754257-20.228486780140628j),(-43.331706571598886-41.239772374589954j)
(-5.971418559785235-3.835353789517068j),(-3.4659099441641104-13.723086619131525j),(-48.439230919974-14.386533004786706j),(-33.82095747334638-25.20226615526278j)
(4.858429247144386-2.2753192405941505j),(-1.0677691641251386+6.7791828447486395j),(-24.99682393793273+5.546411662296652j),(2.488663093998184+8.140460771001333j)
(19.787921995047924-31.761823028065386j),(7.932824194837947-27.697670807924027j),(-14.788923046096713-26.884560521383314j),(1.4812719569611197-7.798059918201352j)
(-40.03118924093117-27.823774797822956j),(-41.027788045716456-13.783294399737564j),(-42.388534490569334-22.75943803048006j),(-65.80968529395895-4.830028586790458j)
(5.803277217026903-19.002113470917564j),(6.0256608378563215-26.380009516375218j),(6.551719238588703+4.07062660896873j),(15.293546010657792+10.513751700099359j)
(-1.1858359969762873-12.706694934469205j),(0.8533567270122404+11.832820387364144j),(-13.6734915383237-0.649679739492937j),(-36.77805937000489-34.46748275286425j)
(-8.524545830495244-19.208644426093066j),(-7.396871338149749-16.408467893206506j),(-44.29018162096792-27.954061492071038j),(-57.01075562723031-12.23564635957769j)
(36.364604033624005-23.969617487096826j),(17.53690879771716-18.736042419732136j),(-7.074169669954017+0.4198601169866407j),(0.2911563651166489-15.68572819524151j)
(-14.292446003444947+11.891098321917598j),(-14.19776290674579-0.21621469944164673j),(4.173861800973956-9.611936920968915j),(-3.69600804351181-2.4349881247717846j)
(-10.061063967562882-1.911956552846136j),(-41.24901701258738-8.62215265740336j),(-37.49509549757296-35.78765043989743j),(-32.04818789694009-18.71626175575871j)
(-26.13805998008229+5.640554102869384j),(-3.5704106927922794-0.18047078627850865j),(-17.440004139957182-16.329230275423207j),(-25.271907378394417+8.361182825746031j)
(-18.514311774200316+5.32625091710291j),(6.028798423558079-18.954548775255116j),(-28.455516306867118-19.93813540928133j),(-31.019319051846242+2.111742487935892j)
(-25.433377436242893-1.1287434122626951j),(-15.618954885741985+6.937429600165477j),(-31.330954839913797-11.265973133596274j),(-34.74126647574881-18.759461076436907j)
(9.764043472107915+14.83637130051715j),(-26.515713606827603+30.972822052578874j),(-51.85298530901605+5.525604104884557j),(-31.47191268946017+13.120198185463469j)
(-43.44717820827499-38.034388778221995j),(-36.956521278415664-35.00830140616621j),(-40.86385848029945-27.348919008907536j),(-53.639373254016476-27.790223581745j)
(-14.75318182278457-25.233987524080046j),(-35.82139401910924-31.585507934752087j),(-8.04208796534632-14.702455512705011j),(-12.120934250517346-20.480167826925694j)
(-0.004036330717838155-19.672815494075017j),(-14.534343915010766-8.926140505767838j),(-74.39312057229631-18.63568080094273j),(-56.36339762018315-8.053517817205059j)
(19.65745310496463-19.484180484873715j),(17.987094256814935-18.51519936034763j),(-10.401015641312874+6.291289166579743j),(-35.39504580938933-5.16698645905098j)
(-6.059711072672798-3.2200687031195585j),(8.808823736376581+19.230980757962524j),(-3.348314686210177-1.5044289374879583j),(-8.014677273781938+9.52431068688464j)
(-32.84087013067983+4.9373255783676555j),(-5.951838297789891+18.704678117410012j),(-42.266551200676304+21.94118166312318j),(-48.39268489330016-14.132021002836346j)
(-8.563034874575388+1.1738682597301766j),(-27.261624908453772-24.62619577756785j),(-26.21707319653985-15.712084693946789j),(-29.240114246850325-6.401289981946542j)
(-46.39676681020571-43.65550062767457j),(-19.023487190942248+2.4408521123342677j),(-46.945358547588796-29.58378442967333j),(-38.76670959498306-28.36318312352807j)
(-19.132782450020272-17.61053915299581j),(-37.51332217075128-18.438045824515342j),(-20.751174821187078-16.86374608026774j),(-46.28356970290156-62.743882066506146j)
