(3756+0j),(9347+0j),(48471+0j),(51196+0j)
(-427.35731182376117+15.134490687561962j),(-71.91970788480067-52.31204503849946j),(-4713.682060829211+1742.347430527835j),(-6959.1266774483665+2013.374577421197j)
(169.86294152506014-16.29715683197672j),(-8.626991737741914+75.49869893695329j),(1432.1325929537882-1921.2953259652363j),(2959.840176548527-2221.7632432371292j)
(-65.07604285143358+251.41831177414534j),(-30.703283925310444+73.8462229306333j),(200.20589554651443+1230.7214323673602j),(-138.43283526804578+2389.750604649128j)
(-44.33664510557347+129.9790697814736j),(-49.176343155705226+35.274545387385906j),(323.23068908450415+361.10053420786323j),(766.0550470315029+495.8976761944007j)
(-64.57924882514621+39.844680859158906j),(-24.878974721194872+23.740760985971285j),(-482.3872717780765+11.176574453108259j),(-676.3491145299942+10.870004715861114j)
(86.17928322795726+80.39336782685595j),(11.998374736109271+38.187347567525435j),(328.81182754586774-126.94184548993788j),(717.2174869537132+118.8792736474395j)
(16.514010405229126+52.785737547061316j),(0.46591015126631596+59.27570547435936j),(72.54750855453457-38.81266896806476j),(-23.748314982222496+11.351142290707116j)
(-9.634962365777435+48.197993744043416j),(-38.734280685748935+1.328442255353055j),(6.494784823807425-91.28125928101043j),(13.832700340583273+767.8973733684861j)
(6.579526825623333-5.48182510948109j),(-37.88854381999836+21.372271335073002j),(5.090169943749565+103.49069323086536j),(-36.05010997061546-229.29402801499714j)
(-40.47776759969702+21.73627719259089j),(-4.030582585605618+5.642308682736523j),(-68.27968269764347+143.3291232937027j),(27.511050726855274+300.9060712461966j)
(-13.324482793398117+19.345883298720242j),(-32.87624485373745+43.15164376066792j),(-41.956895575795414+59.710993474277956j),(138.26228550400913+36.83341985407861j)
(-26.49984160300189-27.247177163722125j),(-10.830509055745123+24.695061579089316j),(-102.81819304270395+83.81748153480646j),(1067.1973201767164+770.6150549362759j)
(-11.900497467244172+21.821767575281186j),(-8.117872573836102-2.4699031447685043j),(105.19922607027229+191.7766351794152j),(136.47737666540849-10.057273860505916j)
(-24.42230405986645-15.16761687748231j),(23.18017571205373+11.556297170857173j),(-76.04906319912149+4.019734476723997j),(284.19321753611575+81.31575832375438j)
(2.999999999999986-15.58845726811991j),(22.49999999999999+19.91858428704211j),(-48.999999999999915+43.301270189221896j),(397.0000000000002+273.66402759588277j)
(38.08914727208108-6.454794852754981j),(29.34464427659797+6.251033491706714j),(61.64784423471025-122.65189381144279j),(-434.272577544471+572.7800766616804j)
(18.689466863858684+12.715240691478659j),(33.235119888834525+24.05741189671278j),(-301.38454498532406-42.93428958829759j),(463.8335581563251+503.8486105314527j)
(15.371322893123988+4.392011317473087j),(16.472135954999885-3.804226065180614j),(48.33126291998997-97.81528484489125j),(-221.1093102493469+1020.9481353171776j)
(14.88631574938757-27.30405634190853j),(6.140982759702885-13.876704804006263j),(-139.06209025949687-85.25360565827006j),(125.58232576613827+1303.417220069854j)
(14.626762978260146-14.536598961001623j),(31.831460568080985-27.385328108791736j),(312.215272473273-807.0054449176436j),(-2155.1734944275686+5210.495333808729j)
(-3.1020095178583387-6.708370778975425j),(7.9384181845931625+0.6149745573261693j),(-286.09321269371276+745.5743045309231j),(1903.5180387862988-3541.477518757747j)
(-16.950231799192654+1.025901746490515j),(17.026662545523735-8.854392712400003j),(-54.23941934534628-63.0191700788248j),(698.9875754728862-329.7378837423561j)
(0.5827739682046218-8.712171312847143j),(-12.663550767590088-21.71599904759368j),(100.31256787296809+160.59464172118317j),(4.517534649803963-674.715328994813j)
(-8.06937985796315+0.4593525728762753j),(37.5770867801362+2.4307156260073306j),(86.30812582160759+89.08674098477492j),(77.15945405879631-1099.7200572541287j)
(-0.9252505218226705+6.152514793661272j),(2.43360070712529-10.542988648914822j),(-104.73217687536001-145.41645282327215j),(390.03265084433053+152.1873275417313j)
(-12.49704160859966-0.8758047419097696j),(-9.273073028375832+6.9455205215974285j),(9.779953029917593+9.924041188811444j),(-11.009469861051336-34.67786443551256j)
(-28.07952682562339+6.0166097986377j),(-2.111456180001639-7.951478980668798j),(-6.090169943749503+112.15915662394613j),(168.55010997061535-477.33688178964087j)
(-4.585429784891295-7.300767300769415j),(-26.916496861604337+7.821502248813894j),(-313.2980366984506+56.2020313556866j),(1333.6369927155692+98.74511581176915j)
(-16.589729401447045-33.38324366581423j),(-7.289650390319647+1.6026535934016906j),(477.4620593007599+377.71591347308924j),(-2216.309497967246-1009.9991443669135j)
(9+1.732050807568875j),(-20.5-28.578838324886476j),(3.000000000000057+202.64994448555862j),(264.9999999999999-682.4280181821375j)
(-6.777744063018112-5.568233704102322j),(-2.599598854893891+38.28601548352482j),(57.80224393597723+149.00224797378465j),(260.44670039877195-561.8980050460124j)
(-24.610932758204523-19.246081954263353j),(-0.9811895036646128+6.906982854649534j),(-102.48445048801068+276.1479903298251j),(1237.5916528943276-883.0858123142857j)
(-17.72890883356346+14.947804145176136j),(-23.0393618609376+20.598398469758557j),(171.21087888720223-110.14460950543014j),(-779.9738026330535+332.2560498081798j)
(7.965526146452291+3.2628285589712984j),(9.668481790663595-5.869354015732824j),(-168.2659603359051+48.21116399547225j),(426.4238655245624-259.92060622427243j)
(-9.495500653031087+7.877053316155462j),(14.945374014069557+4.687393535413651j),(-105.88055134656315+4.487697827525267j),(559.3164636856641+130.92501798045646j)
(-5.871322893124045+1.400084492874739j),(7.527864045000342-2.3511410091698925j),(-166.33126291998906-173.48535975900901j),(325.6093102493496+770.2993930884131j)
(13.700025727331301-26.5461064281571j),(11.460436503039077-23.124984451589526j),(-208.10124394846167+278.5116711171928j),(593.6510253258737-1021.9155315116307j)
(-5.43703959325147-11.101212581159164j),(4.399480513238588-8.630516662892873j),(-4.257580519568279-134.24073014348878j),(469.8512288134308+880.9147116539597j)
(-17.09303879714464-20.1839891341597j),(-19.19577239834517-20.95383367439231j),(-51.32356174000401-16.639631358904893j),(377.8885991148006+467.26913987386786j)
(-7.148995378563113-36.27287615359249j),(-41.30087798247537-30.429560580174943j),(-96.93558977562938-300.8155153730176j),(780.662443700713+1625.6209314119424j)
(-20.499573507742998+13.114663469973937j),(15.003199561551936-35.05731956089513j),(756.4298855854361+544.3631464097875j),(-3348.121601203351-3502.90616013049j)
(-20.610061766992217+14.875709773935933j),(-35.74495246050035-31.511458882563335j),(-5.301760324771394-221.27347385866824j),(-71.57426118922601+324.2459731062103j)
(-77.92325365739971-37.63553169963826j),(-50.83902353921688-45.70121710379311j),(237.433344278341-93.69466771781933j),(-840.9647148651435+220.5009205784828j)
(-10.443027868236548-46.863217618573174j),(-3.9110698652367404-69.37439552215719j),(163.3086464596753-45.81580247365599j),(-720.6304094719827-166.64172386994767j)
(827.9999999999998-2.9753977059954195e-14j),(825+8.881784197001252e-15j),(-162.99999999999997+7.105427357601002e-15j),(639.9999999999998+5.684341886080802e-14j)
(-10.443027868236545+46.863217618573174j),(-3.9110698652367395+69.37439552215719j),(163.3086464596753+45.81580247365591j),(-720.6304094719832+166.64172386994764j)
(-77.92325365739967+37.63553169963824j),(-50.83902353921686+45.701217103793134j),(237.43334427834077+93.69466771781944j),(-840.9647148651429-220.50092057848263j)
(-20.61006176699222-14.875709773935924j),(-35.74495246050034+31.51145888256334j),(-5.301760324771436+221.27347385866824j),(-71.57426118922592-324.24597310621016j)
