(12485+0j),(21368+0j),(65840+0j),(69460+0j)
(-23.596772360444415-110.836443534939j),(-38.33724719355107-61.13239700855192j),(78.03769600474624+36.49568198938499j),(343.5928088035845-24.941340589784204j)
(-73.0032304634191-27.14872953030072j),(-32.039644526060016+36.39567684482013j),(-83.50518694683726+37.694032453044045j),(-223.82089101153298-64.7240837108971j)
(-18.897066313314582-45.585077383447484j),(-34.06884474943621+7.108503193316427j),(9.175341108860898+94.955309205433j),(118.71610257003596+107.5665533828319j)
(-82.7188003143755-76.37122827617699j),(18.002206271964194-12.481599008494857j),(112.98136923826553-48.057022582177595j),(37.94427380756537-409.67662702866755j)
(12.696591304733122-45.72569863477955j),(-29.92247438951246-1.1003247016420445j),(-74.99252846039411+8.06411182878582j),(-156.0796695186681+387.9509840731616j)
(18.282073334165972+15.225504591234538j),(-35.36605686250116-10.999992719599632j),(47.2849245164024-48.060797912346914j),(-46.18426603938724-255.4229118007105j)
(-19.072420485272232+20.154187770979465j),(-3.2074354371352456+41.21724812189261j),(36.44998154493442+79.70090859437454j),(14.987055488682017+131.59020588807547j)
(0.8523175545721688-5.114259136884536j),(-27.110952598809355-41.42837334898763j),(10.996769660317312-21.911457128298835j),(116.59889432272695-333.56354464886306j)
(-41.30655338003378-15.275766922513801j),(-17.44176997404225-10.901907207694869j),(-25.271590316785694-29.274093056321092j),(-232.15510232151564-210.9782529457551j)
(-2.5198526452862-64.7945703202207j),(27.078139187299623+18.67517917559548j),(2.6605920720986944+36.47523852043594j),(411.49668857752533-190.21560987882077j)
(84.48382392714777-17.987902460615565j),(-19.880858217977874-48.05046295922722j),(-328.46179574534983-34.49892595630535j),(393.08366723986796+55.56063119324743j)
(-75.08287243726147-73.19172214388729j),(-16.388206098604613-27.699700921008052j),(139.7060049237739+212.94480084921219j),(169.82904059704236-122.57766643133397j)
(-4.7805210499218305+36.48788171369843j),(-17.75667970218327-6.316595002050967j),(67.4779403751501+4.739523628070231j),(-195.77677790979868-287.50370798801936j)
(-66.0817682902275-22.127799642193818j),(-8.64441778512355-35.708467481761375j),(23.4782928816021+67.5011180271756j),(43.924455691892945-86.3217703139619j)
(-37.871497783394474+9.562737797864298j),(-0.022729778692236025+12.813050978375852j),(195.64429381243835-64.42573839230347j),(27.49670795180316-765.7318442675535j)
(33.881889085532436-27.936161256334742j),(-55.973596860772496-31.784020132018963j),(-93.38177481885783-167.22421618723612j),(-817.5337567725957+1063.1473225679792j)
(-8.685389680063253+32.91516922534251j),(-19.24379120661036+11.251858108026155j),(122.18432473665999-3.6076466096583957j),(-247.67060968612213-292.3906854060151j)
(-33.07211971626981-16.443575260810107j),(-13.749729647484028+10.985026517032718j),(-37.880522755249025+81.44716698359852j),(-149.1117421164181-93.92765571832017j)
(11.567039048960837-20.190989358788055j),(-53.443486315322886-20.439176263696783j),(11.972185357531107+128.60224979481785j),(-21.34682808713903-435.09843217381007j)
(-63.77603980591003-15.789447817637978j),(23.246137541935187+23.898695105479703j),(79.48346350162964-32.05667294450271j),(-399.36598501795265-419.539757879555j)
(79.14802092750824-19.568398363838647j),(10.402707567577181-12.368863371960934j),(-37.080264347863704+114.96504810441947j),(435.1029814065687-90.70476605793077j)
(20.924980497329273-1.9689509496093986j),(-36.32030041855194-41.65590853389144j),(-147.79775654361686-78.84915709415534j),(140.99138681976797+158.73391081245848j)
(-45.15192067115687-37.24309963810508j),(11.6290086733013+36.88017549013158j),(164.4586659648729+227.17367051001068j),(-23.02163108152272-307.74865672787206j)
(-58.59640421396403+31.555458933869925j),(2.4587990668650486-18.452408361265277j),(116.23705364042925-32.089417257175796j),(-384.7496374755125-468.00442961404485j)
(-14.458955610277094-31.827571693535454j),(19.652836676360884-20.45967522260145j),(7.083132115810258+25.490496327764838j),(-168.61283996144368-179.94146057798832j)
(-31.810057828043064+23.08516709730726j),(-50.96009182450643-37.383805726728966j),(159.57684895878916+20.070990959222243j),(-45.91647199109639-929.2335824157273j)
(116.7196092524444-38.84259741509678j),(-51.19371249467348-57.00961049400267j),(875.7548133408754-1230.635020946309j),(-6738.2198160113985+6996.566921252432j)
(-25.224372601786854-3.126284516793662j),(22.484433997739643-19.249866366809577j),(194.70841259943154+151.0476610085735j),(-500.0543237230545-315.2403180621317j)
(-21.692858609766475-30.361398064612814j),(-18.226288878747447-42.52606249461158j),(-22.440274620934872+58.09485665268733j),(-361.2137133069209-156.66000822226897j)
