(10494+0j),(17974+0j),(53968+0j),(57398+0j)
(-26.04564960719349-144.5371455121378j),(46.229926955046025+28.08860399122665j),(3.0376834164204+8.649007564469791j),(114.97511151821226-29.549099932081305j)
(-19.461260059901107-32.35467090360326j),(74.16246123843982-17.94266149409639j),(-15.561424074007292+6.651872856452606j),(26.807777167730364+43.536369179971075j)
(-31.326114673684-29.55837687051247j),(-15.622090921610486-58.517855129349336j),(-36.890696205185264+111.56242407489927j),(154.74758133801114+154.03951403134738j)
(-4.5568810968002715+32.98037651900084j),(-17.54281512810705-26.347198628315393j),(95.56544030277877-52.79595191625833j),(-38.92779856868873-213.71879029875083j)
(19.299904103395125+7.774505531354894j),(26.473567524883215+21.8018915893272j),(37.846767112428196+25.374602014127277j),(173.2693854165416-21.524632082806875j)
(27.111604534155816-3.8148041389781397j),(20.751989305293037-23.877394615463118j),(-64.98437363534359-22.308043188547174j),(-25.523562917085258+39.96958570009633j)
(-8.543066583907205-8.778554969918542j),(-26.146810545867098+22.256249930352823j),(-36.429661264177064-17.12918917495081j),(132.4118588442367+134.03114294651579j)
(-28.347550253787915+18.368455792757008j),(54.21297093521876-20.717792640367648j),(-30.113051205697396+1.6332236326763336j),(95.53229937595984-166.38890984308114j)
(1.475531657046604-28.32620936242666j),(-5.482976965161664-39.22729276985864j),(-120.97299948248596+263.5135914112792j),(439.2221528951418-365.2274029841449j)
(-29.413734302328905-2.693580990732956j),(-40.79793132847231-9.179620291976667j),(89.37508888773834-120.55738054326292j),(-66.16330617031639+85.54458328439253j)
(31.332082462715665-34.520827099542636j),(-31.482139745542682+43.983377408507636j),(-14.083253351359033-36.29653787478872j),(74.50938867464205+275.59629954640565j)
(-64.0157422114949+17.553639521776304j),(93.92739568081147+30.630709393534683j),(98.32387512728992+28.62907248798586j),(106.04045018604745+33.73465746182234j)
(46.15909408170944+74.49957908902351j),(-27.527903591811743-48.80314081206928j),(46.26038962169871-196.93577610659273j),(-1041.710236281381+368.29055665365377j)
(8.471524961928935-17.483528800059663j),(-24.252783424081827+7.115882666743317j),(1.5237332981087093+43.41151998735136j),(-7.225632603971462+38.190176562909365j)
(12.91698995646233-15.322012349670246j),(-12.806725037123856+33.035018630138254j),(-42.75704039826573-18.87679739384113j),(32.5907480245171+388.49625267340883j)
(4.883095779676779-10.503079416331138j),(8.977877978000095+40.3610343215227j),(-58.503748315583586+14.504831888638734j),(155.08046652793354+149.73239230268283j)
(-54.467012004553645-19.41883740111989j),(-23.45342033518344-24.36217718971816j),(134.28651989685272-19.242200213268312j),(-393.7273540179056+63.704689842590625j)
(-76.13998358976077-12.941431533268824j),(32.18669632108224+55.77139565336191j),(129.59675243872204+98.8941280217204j),(-130.980926246207-96.03012615108386j)
(39.022437676756546+18.593565565114787j),(-29.43181800114897-26.65563148687132j),(-69.5295674339942-264.3211595795431j),(-114.0974176300964+768.9503156218877j)
(25.595398128448565-39.976514875102126j),(-14.864097002760538+45.708627359244744j),(-40.18148540958936-135.3961031765244j),(142.64881185627166+789.150929601444j)
(10.15113686872715+13.641415856260917j),(28.423166141207417+13.964973644198231j),(112.70499312536526-260.01467248402076j),(-414.87968841740417+1094.460945260681j)
(24.076430310644522-19.53354941419417j),(28.793348689240744+20.76234203393204j),(169.6225582532524-1192.5669231161644j),(-1802.14347702355+7160.02526358166j)
(-73.55627394712576+20.96451628512352j),(-1.0543370733289414-6.038620150832262j),(61.17829992420293+301.48015677678666j),(405.3355570016398-1755.2356845508066j)
(2.9976171822344915-9.221631898494781j),(19.34653053480983+18.540469488900246j),(-85.21920390690697+130.10353411704375j),(511.04186871351817-634.0878490204784j)
(-20.42337396433905-33.07161212064462j),(23.227020775691173+13.673945640542062j),(3.916730680358416+192.97970175712803j),(96.45805410991521-634.5098726347535j)
(-24.342351565643924+38.884290845989014j),(-56.7809131182123+4.735573294643731j),(102.64349674375765-152.70877993194674j),(-607.0175316248735+105.17162245656024j)
(-17.212938336994416-2.0195804995778985j),(30.58484235789241-12.444421756683681j),(58.75504259785802+77.33691823384504j),(-169.5889152958211-494.46503002711677j)
(22.392002697529733-29.412134442704243j),(9.796192442739994+3.87661636121946j),(-182.70262912935868+27.707731749652183j),(428.7348796787428-44.97892465094385j)
