(9962+0j),(17292+0j),(51839+0j),(55158+0j)
(207.8070566429896-182.32050870101443j),(64.96775509414971-12.072582374218445j),(1877.7188977020046-2613.6097723982048j),(3074.472055741361-3361.9311427432604j)
(-89.42601354585084+92.85951541442782j),(-53.03306988787504-58.74370333284527j),(-913.3898686939115+833.4912916077888j),(-1048.9369567178817+961.4294957560072j)
(-75.90890561571126+91.15970311292293j),(25.41619731135457-6.919778458276166j),(-131.8327758646796+929.4532408567615j),(156.36241707617134+1271.7898397700317j)
(-4.422096034491336+72.1799416444642j),(4.812160410100095-12.74508172494894j),(-48.23467682708386+294.2336629316825j),(-121.38028643237783+553.7437181237526j)
(10.899756461448078+42.36320590567066j),(11.4113278570278-66.00627205172907j),(-264.09536415213097+189.9740587325353j),(-231.99023905748982+293.09738652418173j)
(-0.7279284778457638+41.38817086809934j),(-4.448215694336771+33.4896941760162j),(7.5596682261278225-73.6268756135471j),(214.16593793138043-260.7975421310747j)
(-24.775920445728765+24.693506258949824j),(33.16390272349559+78.54827302262849j),(-92.01379490750281+70.97615444816233j),(257.76835647956386-193.92034515075898j)
(-17.849078856532167+40.660906973781316j),(18.858243586209174-93.62095581861807j),(-96.41484892199628-61.45772411688995j),(74.70183418327474-37.97956386173837j)
(66.29058434605538-5.542797331017255j),(-16.782965517765707-16.35296250480399j),(-406.25410084081-15.04504487610825j),(522.4248450379996-59.588512928065256j)
(-9.590688379624794-13.486451173991684j),(-53.224513063531504+27.845101834373473j),(-85.07877538015055+29.63732134610429j),(302.559003395143-173.3461657351108j)
(-15.025441946641642+17.718260928927766j),(74.34751455676432-9.661917893334362j),(25.31867677202422+6.665721249541484j),(581.005424283006-424.05947827699197j)
(-35.6922714879129-17.290852308242254j),(-26.502141192148787+36.79010855805548j),(18.3434850020788+92.12865261885868j),(831.8383388580758-421.7423522243871j)
(30.02910599875669+70.82438342846812j),(-58.17315489416201+3.6408253971663314j),(-47.05124350086019-88.97842215366046j),(-567.1460046311374+350.64455979301977j)
(70.79310948393936+22.90142370044343j),(1.3269725183554235+23.18035946479845j),(-100.25114715207005+9.64977254508372j),(120.2181909578999+240.42980550792294j)
(-6.535165602800021-5.573535551005293j),(-1.3868954216227394+55.927983126460376j),(65.9445195732651-2.7890892135969896j),(313.3002134226999-330.6508965194871j)
(12.076023069228441+11.970291918533434j),(52.93451853242052+19.127182684338752j),(61.5204930635379+130.47505370552312j),(598.2070076683825-576.302388415728j)
(17.04223697500882+30.359360440891297j),(11.500689726437663+51.109494811769125j),(-40.356596951627026+14.53785203637635j),(214.8136880652849-167.8718385524541j)
(11.00641456112395+30.428905270670697j),(-20.96606898657704+93.55986131372794j),(-351.6933244202585+143.69839287110688j),(781.1351233208238-160.2474267525991j)
(-13.489356881873949+63.37775974146771j),(61.10739087062376+50.168969639607454j),(-194.29526825623356+127.4213287698554j),(678.1735355268235-320.8288284280796j)
(1.2353670025016754+30.20201088378117j),(-3.5871444510592028-45.78986983495346j),(-250.77139355919553+335.4003642529692j),(1550.3467948637335-1019.580829814938j)
(-2.7502908695253048+47.28731925700222j),(16.882633285134062+76.23636121515251j),(-394.1372134299721+685.6710776025718j),(3375.3758108555603-2993.0814063163098j)
(38.74293538085528+56.365134449309565j),(22.102119925020723+58.04916464458709j),(607.5425245605471-595.0862371965381j),(-3785.4517440317627+3400.216083652399j)
(45.23195452599623+25.977484398788555j),(61.28516218343394+1.8471306327538421j),(110.42782165421606-397.5531123851283j),(-1046.44026959916+1821.2004670231872j)
(8.610065143841421+11.799936114845135j),(-47.136622768583635+29.819325356147868j),(78.27348180702828-176.32297205845703j),(-850.581225919508+542.3782286690896j)
(-19.855119491908+14.63800342131438j),(52.68925465941561+17.592559935574883j),(115.42887613951507+97.89520312535241j),(-398.20953780361197-165.784235798181j)
(-12.596767040066474-31.98797471481274j),(105.32287140293283+3.6878247060025657j),(51.13361087753517-111.6361439753042j),(-888.2837081713166+798.60050444826j)
(-19.196020966880766+16.622264646056962j),(15.718441499284182-10.035496823305486j),(-193.43053352892437+36.64135700781296j),(-191.85707435613222+798.2624871728884j)
(6.318061817075403+58.3909028466992j),(36.50162089354695-28.0341520918873j),(69.17703114278822-115.2559337702479j),(-488.80298645501693+747.0122407388301j)
(-23.367127223892325+17.45973727849863j),(-35.56974232487333+51.1412128932233j),(326.13932485670966-62.93636686727024j),(-838.8299510073184+402.38326959397705j)
(-9.190294482129843+30.001246328185744j),(-27.039889849475117-44.06098341561582j),(383.0549814554406-410.3331654395026j),(-1324.079977874906+1758.7913666895377j)
(53.28435688158654-8.044322451914093j),(71.18785516240692-0.024861815940528942j),(-383.1661193056729+116.56161978545325j),(897.3053738756571-1030.9708299883423j)
(31.278799596756613-0.8565937959560763j),(-49.243496050516384-6.186891622490773j),(-223.21449274395061+61.06984500321872j),(431.67186179466546-273.00019393800994j)
(5.294879783152165+2.0847552399716403j),(11.265258499790445+57.7631690970508j),(-34.66529854470352+48.24514810550559j),(1.5235149677421163-400.1777824814502j)
(-27.89851416064612+5.061801534849877j),(23.51927839120698+39.7568003081085j),(139.3755308092166+344.388748768122j),(444.8319370949139-1625.11227684123j)
(10.380348665989686+26.123197715920277j),(-3.6821266134652433-45.34560759136476j),(62.382179093621744-70.73069840688129j),(-215.53685963925454+204.8796052628425j)
(2.7698362040528828+24.76605976401869j),(-46.10355900909089+40.90031968403535j),(-207.89541142992528-43.34129423510268j),(370.6903218492708+240.08736199151633j)
(27.592830880743804+76.12505072415597j),(28.41416257793759+48.83675025010784j),(-83.03301607873118-154.3930516728216j),(-3.160984188549648+330.6181732087607j)
(9.989356881873883+65.45616525700848j),(35.392609129376225+78.32192850856109j),(152.29526825623378+51.14982868519117j),(-409.6735355268236-144.3956815471504j)
(16.87877466640365+135.5120040032155j),(-74.96094454195126+109.44891618184747j),(230.60012066939237-163.05264020265952j),(-546.4339990844867+919.635082828851j)
(39.64541023625105+54.488535366028785j),(26.297316062993616+89.28010917713004j),(-199.3509988246251+159.17859584036353j),(330.21146476853096-365.93066364191066j)
(29.849138501331797+49.20545113030322j),(-0.5276893738387969+142.73789742081038j),(-164.93324371042112+20.335907219939315j),(414.2941233303008-2.80018750667017j)
(20.913876098076678+65.91543064022689j),(27.389619118704495+100.50959886110721j),(-75.14687821467706+137.61194565595957j),(192.291626571707-465.19791992574704j)
(-45.930134565261056+122.36861906628405j),(95.63761816754568+182.78008113960658j),(159.99677503066687+1060.8801950072852j),(467.00716604030856-5584.927481046252j)
(-6.956024884303166+172.36224622847067j),(-32.776593427796826+162.8907610260118j),(90.17058041048374-15.007427360399575j),(-447.50101382211625+75.34575162954303j)
(-10.48961440972856+181.96766413161436j),(54.522670819715046+238.9730956204539j),(-239.51402434574226-34.6391152753343j),(442.3991379251497+299.14303821995446j)
(28.17238333546062+294.2463881895263j),(38.397382434142635+298.3791701283784j),(-217.7094354332077-152.1291766830085j),(197.59892961711552+392.23598229349784j)
(8.54011222885432+818.9768095871275j),(41.772285669142455+910.6429210806853j),(108.525997916627+152.9308917627552j),(-328.89768118370125-479.36091375498154j)
(8.540112228854317-818.9768095871275j),(41.77228566914247-910.6429210806853j),(108.52599791662703-152.9308917627552j),(-328.89768118370154+479.360913754981j)
(28.172383335460616-294.24638818952633j),(38.397382434142614-298.3791701283784j),(-217.7094354332077+152.12917668300844j),(197.59892961711546-392.2359822934976j)
(-10.48961440972856-181.96766413161436j),(54.522670819715046-238.9730956204539j),(-239.51402434574226+34.6391152753343j),(442.3991379251497-299.14303821995446j)
(-6.956024884303172-172.36224622847067j),(-32.77659342779685-162.89076102601177j),(90.17058041048372+15.007427360399262j),(-447.50101382211614-75.34575162954363j)
(-45.93013456526106-122.368619066284j),(95.6376181675457-182.78008113960658j),(159.9967750306669-1060.880195007285j),(467.007166040308+5584.927481046252j)
(20.913876098076685-65.91543064022687j),(27.38961911870451-100.50959886110724j),(-75.14687821467695-137.61194565595952j),(192.2916265717069+465.1979199257475j)
(29.84913850133178-49.20545113030326j),(-0.5276893738388004-142.7378974208104j),(-164.93324371042107-20.335907219939287j),(414.294123330301+2.8001875066701984j)
(39.64541023625105-54.488535366028785j),(26.297316062993616-89.28010917713004j),(-199.3509988246251-159.17859584036353j),(330.21146476853096+365.93066364191066j)
(16.878774666403647-135.5120040032155j),(-74.96094454195128-109.44891618184745j),(230.60012066939245+163.05264020265952j),(-546.4339990844867-919.6350828288512j)
(9.989356881873912-65.45616525700846j),(35.39260912937627-78.32192850856111j),(152.29526825623373-51.14982868519131j),(-409.67353552682397+144.39568154715j)
(27.592830880743804-76.1250507241559j),(28.414162577937603-48.83675025010781j),(-83.03301607873118+154.39305167282146j),(-3.1609841885497474-330.6181732087607j)
(2.7698362040528837-24.766059764018678j),(-46.10355900909087-40.90031968403534j),(-207.89541142992516+43.34129423510282j),(370.69032184927113-240.08736199151667j)
(10.380348665989686-26.123197715920277j),(-3.6821266134652433+45.34560759136476j),(62.382179093621744+70.73069840688129j),(-215.53685963925454-204.8796052628425j)
(-27.89851416064612-5.061801534849888j),(23.519278391206964-39.75680030810851j),(139.3755308092165-344.38874876812196j),(444.8319370949136+1625.1122768412297j)
(5.294879783152169-2.0847552399716704j),(11.265258499790432-57.76316909705078j),(-34.66529854470349-48.24514810550559j),(1.5235149677419741+400.1777824814502j)
(31.278799596756613+0.8565937959560657j),(-49.243496050516384+6.1868916224907196j),(-223.21449274395064-61.069845003218845j),(431.6718617946653+273.0001939380095j)
(53.284356881586554+8.04432245191407j),(71.18785516240693+0.024861815940518284j),(-383.1661193056726-116.56161978545323j),(897.3053738756573+1030.9708299883423j)
(-9.190294482129843-30.001246328185744j),(-27.039889849475117+44.06098341561582j),(383.0549814554406+410.3331654395026j),(-1324.079977874906-1758.7913666895377j)
(-23.367127223892318-17.459737278498622j),(-35.56974232487332-51.14121289322331j),(326.1393248567097+62.93636686727035j),(-838.8299510073184-402.3832695939773j)
(6.318061817075403-58.390902846699205j),(36.50162089354697+28.03415209188731j),(69.1770311427882+115.2559337702479j),(-488.80298645501693-747.0122407388299j)
(-19.196020966880752-16.622264646056905j),(15.718441499284207+10.035496823305529j),(-193.43053352892443-36.64135700781293j),(-191.85707435613244-798.2624871728889j)
(-12.596767040066485+31.98797471481275j),(105.32287140293282-3.6878247060025515j),(51.13361087753527+111.6361439753042j),(-888.2837081713164-798.6005044482597j)
(-19.855119491908-14.63800342131438j),(52.68925465941561-17.592559935574883j),(115.42887613951507-97.89520312535241j),(-398.20953780361197+165.784235798181j)
(8.61006514384141-11.79993611484512j),(-47.136622768583635-29.81932535614783j),(78.27348180702825+176.3229720584572j),(-850.581225919508-542.3782286690897j)
(45.23195452599623-25.977484398788604j),(61.285162183433954-1.847130632753867j),(110.4278216542161+397.5531123851282j),(-1046.44026959916-1821.2004670231868j)
(38.74293538085527-56.3651344493096j),(22.102119925020723-58.0491646445871j),(607.542524560547+595.086237196538j),(-3785.4517440317622-3400.216083652399j)
(-2.7502908695253083-47.28731925700222j),(16.882633285134077-76.23636121515253j),(-394.137213429972-685.6710776025716j),(3375.3758108555603+2993.0814063163098j)
(1.2353670025016754-30.20201088378117j),(-3.5871444510592028+45.78986983495346j),(-250.77139355919553-335.4003642529692j),(1550.3467948637335+1019.580829814938j)
(-13.489356881873956-63.377759741467706j),(61.107390870623746-50.16896963960746j),(-194.29526825623373-127.42132876985539j),(678.1735355268236+320.82882842807953j)
(11.006414561123933-30.42890527067067j),(-20.96606898657707-93.55986131372796j),(-351.6933244202586-143.69839287110682j),(781.1351233208238+160.2474267525988j)
(17.04223697500883-30.35936044089126j),(11.500689726437667-51.10949481176914j),(-40.35659695162697-14.537852036376336j),(214.81368806528462+167.87183855245394j)
(12.076023069228452-11.970291918533444j),(52.934518532420526-19.127182684338738j),(61.52049306353777-130.47505370552324j),(598.2070076683827+576.3023884157285j)
(-6.535165602800021+5.573535551005293j),(-1.3868954216227394-55.927983126460376j),(65.9445195732651+2.7890892135969896j),(313.3002134226999+330.6508965194871j)
(70.79310948393935-22.90142370044343j),(1.3269725183554257-23.180359464798467j),(-100.25114715207009-9.649772545083806j),(120.21819095789954-240.42980550792248j)
(30.029105998756734-70.82438342846815j),(-58.17315489416199-3.640825397166296j),(-47.05124350086027+88.97842215366053j),(-567.1460046311372-350.6445597930195j)
(-35.69227148791289+17.290852308242293j),(-26.502141192148816-36.79010855805546j),(18.34348500207878-92.12865261885872j),(831.8383388580755+421.7423522243868j)
(-15.025441946641632-17.718260928927762j),(74.34751455676431+9.661917893334376j),(25.318676772024162-6.665721249541363j),(581.0054242830062+424.0594782769919j)
(-9.590688379624794+13.486451173991684j),(-53.224513063531504-27.845101834373473j),(-85.07877538015055-29.63732134610429j),(302.559003395143+173.3461657351108j)
(66.2905843460554+5.542797331017244j),(-16.782965517765717+16.352962504803976j),(-406.2541008408101+15.045044876108143j),(522.4248450379996+59.588512928065455j)
(-17.849078856532152-40.660906973781366j),(18.858243586209195+93.62095581861799j),(-96.4148489219962+61.457724116889935j),(74.70183418327474+37.97956386173851j)
(-24.775920445728744-24.693506258949828j),(33.163902723495596-78.5482730226285j),(-92.01379490750278-70.97615444816233j),(257.76835647956415+193.9203451507589j)
(-0.7279284778457722-41.38817086809931j),(-4.448215694336783-33.48969417601621j),(7.559668226127798+73.62687561354718j),(214.1659379313805+260.79754213107486j)
(10.899756461448078-42.36320590567066j),(11.4113278570278+66.00627205172907j),(-264.09536415213097-189.9740587325353j),(-231.99023905748982-293.09738652418173j)
(-4.422096034491348-72.1799416444642j),(4.812160410100092+12.745081724948943j),(-48.23467682708406-294.2336629316822j),(-121.38028643237783-553.7437181237525j)
(-75.90890561571126-91.15970311292293j),(25.416197311354583+6.919778458276184j),(-131.83277586467966-929.4532408567616j),(156.36241707617145-1271.7898397700314j)
(-89.42601354585082-92.85951541442782j),(-53.03306988787499+58.74370333284527j),(-913.3898686939115-833.4912916077888j),(-1048.9369567178817-961.4294957560073j)
(207.8070566429896+182.32050870101443j),(64.96775509414971+12.072582374218449j),(1877.7188977020044+2613.6097723982048j),(3074.4720557413607+3361.9311427432604j)
