(9912-4.476419235288631e-13j),(16190.999999999998-1.4921397450962104e-13j),(48776.99999999999-1.7053025658242404e-12j),(51898-1.1368683772161603e-12j)
(92.70642346866266+187.43121753973216j),(-71.85149754046189-23.796135119063372j),(2941.9244295094923+1716.2219743813819j),(3723.5349660620614+2809.9522086788033j)
(-21.139906823133497-33.33605163585413j),(14.466419266939944-17.36392920093256j),(-337.6338272788078+387.90216561824377j),(-292.26748555535585+656.4995821473532j)
(-52.188022292997196-55.46273182966635j),(-18.22303807694569-3.0111825637570027j),(-183.21001464966844-78.9127458377001j),(49.69719162649913-213.14151004713588j)
(-36.33069281930952-11.033039805069066j),(-36.58417920038352-3.847947014849165j),(-152.90984884304154-228.23677936929758j),(-277.59574856071674-193.9201125248547j)
(2.7205733772123315+1.0463894953703028j),(-44.62906438448257-18.912139690928406j),(-249.10185279272775-120.67739837182225j),(-291.4681910383812-281.180884379303j)
(32.154951263903534-16.119327560267948j),(-13.093956827949444-71.39108959451671j),(-234.65045179947316-37.43632503914333j),(-297.9511363922917-68.51672252686534j)
(-19.90301568032589-14.150469889524208j),(40.149896734761455+48.88440357755892j),(-188.6459522241858-33.73282888125822j),(104.67562997245213-319.2424911708178j)
(17.49725393323014-2.4028771092892187j),(-80.85262972422615-16.83114649548081j),(-384.78279851597404+48.72575533883983j),(134.34447853180342-227.5499009441367j)
(-6.155926407923515+11.89729131618396j),(-43.70055425728846+22.58345084342057j),(45.840300856440244-152.1052358769473j),(-238.05153865409048-156.38822503152102j)
(-21.471101898124985-18.705249050688412j),(-68.35787175487394-30.03904433645001j),(-127.04729129235682-97.41764550521694j),(-209.98739003252584-35.08737937365147j)
(-50.92385817087042+7.279649870427303j),(12.291804995815632-12.870315649837174j),(-26.638736963127677-113.09286283256122j),(25.364358636417222-325.70744294356064j)
(-51.497798415044734+23.51951432025858j),(-0.43792834697895805-2.0525029710414633j),(-104.02427330122812-223.45034558514112j),(-834.154448001835+667.4095860161872j)
(-2.8666904626445673-23.073119205435173j),(-71.43758444144154-31.010949647086395j),(4.592158460574861-117.10013160879924j),(-417.7280388651249-30.97293303690148j)
(-31.91415755848199+23.618620732033058j),(-60.29470594798327-52.28570667307516j),(-51.678719803835556-19.65186799543226j),(-42.69407175149489+60.19817893716595j)
(-0.6849807092275291-41.95910919715022j),(47.54002410423329-24.034130710554795j),(42.38253819374658+79.20081772893839j),(86.1133462618555-265.68319488071984j)
(7.100575582443442-16.287453119046695j),(20.386264455593107-11.93708636827467j),(-40.60791302233891-40.67676163243345j),(-19.874019663333797+257.93352203041707j)
(0.05918621090781784-22.413169176733263j),(-23.511472091786096-1.217726906795006j),(89.81101653147029-321.00053197512653j),(-439.43326160755885+556.3038570340118j)
(-17.627193107795243-32.630166252283566j),(-60.50279246375773-27.910758587932683j),(-32.12296374371593-115.9526820887744j),(-43.82932125434189+750.8160446142017j)
(7.079911516334633+10.001937799175801j),(-17.98969455731534-24.69183354795274j),(49.415541325362184-264.4803362712683j),(-155.2492778247264+1131.2212924817027j)
(11.661858689183973+12.752285350787655j),(5.655580986299597-12.70731987558314j),(99.26066190033175-1104.92112316002j),(-1181.4414080291408+6803.9964670044865j)
(-22.592342993658754-6.23134203856942j),(-38.58297598173784+10.956509667805438j),(225.71204696177116+201.53106307189677j),(-299.6354869563233-1085.5797884646768j)
(19.3603017614463+19.71308459775492j),(-40.257987291757516-51.16707820031185j),(-8.711993862599599+262.23394753013446j),(198.2678099850169-839.3364109384476j)
(-14.334704716056795+12.985464093164818j),(-52.826366947557176-78.80542515227323j),(134.8819306698718+271.1653353343407j),(-22.976846064117524-878.8120051519444j)
(2.4431996604658734+13.673213959611097j),(-6.437327042060737-56.074955463435465j),(-137.63073550886074+35.60834623780731j),(144.88117185806314+223.91709433398492j)
(-47.93881331145678-10.945483042041017j),(6.59681847679448+26.19715547103083j),(-29.552152858616182-74.6483714996722j),(-262.96981855044885+174.36559458801827j)
(-60.77661174103632-27.685315842462217j),(7.286713722686553-40.209236267138536j),(2.6749611649021645+227.46326845435385j),(-34.78755556241927-368.27892241282075j)
(-28.071085331624836+10.612369920480027j),(-35.074097602585084-89.12324966359499j),(107.01096536534473+266.8158821952299j),(-572.2106873011817-844.6609284359471j)
(-43.605571002256646-30.891827090811585j),(-7.183928745614772-48.96383104196063j),(4.710278849968205+521.012008574598j),(-467.6603979266197-1463.8674559091605j)
(-2.9170235965498654-23.43956881027228j),(26.557459145190784+48.61562960435743j),(-106.54606677427273-390.86153461243265j),(771.7646136720494+1601.4360237756246j)
(-34.05103846903964-10.473980821754338j),(13.397135913289244-10.849700816917121j),(-152.38854927788003-34.40936655180074j),(471.55703639307205+523.5369996530428j)
(13.358521118687403-19.682402563651316j),(-23.73394270709867-112.2888397766679j),(3.576843050771487-98.65753839071868j),(43.038979061367286+366.4516193336104j)
(32.51259808011917-41.04664295338303j),(-45.3458204654604-27.596454400443793j),(-423.0704940091967-135.9438439907995j),(1172.9561374432885+1489.4421186897246j)
(-1.9828872370646282-6.753779756677199j),(-42.07152885747679-25.266869560171507j),(-47.594414557068475-129.6672262148554j),(142.05492841380445+641.8795804360657j)
