(10805+0j),(18401+0j),(63443+0j),(66950+0j)
(-88.49970345222906-276.8055638626543j),(62.21475575123348-138.6668088274964j),(-1181.978234030611-252.95218195852948j),(-1843.1134384305055-223.09883035330876j)
(102.34127874572613-0.2992424021758495j),(87.04092876158792-65.79489958012206j),(374.36251095504844-198.82085423613105j),(480.78811468764013-559.1707912893315j)
(46.288456439680274-116.26924721711455j),(77.5283205666901-102.4079888609913j),(-59.71436948410942-62.74009499899894j),(-279.83781298399305+23.123437526679368j)
(9.508832810699559-127.2288983372524j),(18.172727672669563-85.94322396563777j),(0.3634441792725198+62.99049703156456j),(223.1255038550769+110.30165807538697j)
(-10.172533518260208-63.03016186372775j),(-11.62596716093313-83.26204195757275j),(45.266084685203026-162.81017814297104j),(-73.50045156817777-386.57038717422637j)
(-29.151884008922707-109.07687206354949j),(-61.53913568557368-52.622227589529054j),(50.6811349703903+45.89246159996463j),(-91.32629649447972+135.64464069079924j)
(-50.021974184871794-16.834657390219398j),(-6.879991038911424-59.78769836210472j),(132.14979856763438-133.88061714472943j),(12.721811832170474-250.4975914653437j)
(-34.25590283526563+38.04527504979689j),(-1.9759992355724307+12.791511942749104j),(166.54915955985064-72.8147127812181j),(-238.6520334760033-434.21929473726715j)
(25.365943386526382-0.431671248648243j),(1.0672998766115-18.720551613199028j),(-34.20664652602136+2.283492040246834j),(-125.5615850361404+69.30463436474771j)
(8.236062090976255-1.203479974038847j),(1.2076987979397416-10.389944651100677j),(122.55096133090873-4.828515584377357j),(-96.22284469042643-244.02914774011947j)
(77.09049569410872-16.299616500774363j),(34.65718136693711-60.94639602344057j),(-286.5320274381963-186.3865920412685j),(419.68629351634945+259.87363140422957j)
(14.650310903929267-3.7083953408845653j),(23.381509179212117-14.49839449486139j),(-43.224443656322364-57.83595659882579j),(2.7929079614368675+137.8885300240354j)
(9.736346995601423-14.585971818888346j),(9.39955357424688-23.46137879279305j),(48.76447023202995-20.444864590264288j),(-29.439771083066063-286.2952164772279j)
(0.9898709635276282+8.38682121012824j),(-12.028985105006637-27.891341291419657j),(-4.085386930999192-11.859337487142362j),(-171.24905907076973-109.57724539389162j)
(7.299956233357541-112.48003660225447j),(-16.04674319973953-44.33999443297497j),(-172.38231653022837+14.7505306805964j),(664.229537734919+1073.3644897450815j)
(-5.016764238378666+8.187040846150866j),(-8.543615844190198+0.22244804661460638j),(59.250379597671675-3.44896362730929j),(50.09098418299429-264.6528444304285j)
(34.60888274673384-32.67234149794995j),(-6.075219754943814-38.32372865457437j),(-111.16687314057411+27.550444501476186j),(-112.44224339460736+124.34288660613348j)
(-22.179130183956545+33.14116370268523j),(-6.26974881492788+27.17122268272659j),(132.57602737364232+63.96628409784481j),(-69.08153504977236-204.7583003107224j)
(-37.5-7.7942286340599445j),(2.999999999999999-12.12435565298214j),(221.00000000000003+93.53074360871938j),(-133.5-846.1068194973966j)
(7.097711436747375+34.257852527642044j),(34.39241045794472-1.755042347623459j),(12.251801670419795+7.111665850552299j),(-179.9700770030317-100.5796983517485j)
(-3.0759179005610857-30.803392808162556j),(10.72402709257954+10.596533931048391j),(125.79924638157627+164.51086052106854j),(-133.34453118455951-559.9466138955372j)
(39.085382296129794+40.46029334998009j),(8.622916004602487-24.123882401773997j),(-87.22962458432306-215.42423195129498j),(93.24060083762562+105.42256471069214j)
(16.892424523553167-4.34404842493584j),(-3.1188547226361214-12.05948617644433j),(-43.759663701355265-68.07996935899527j),(-221.5648173009732-97.0988737581612j)
(-2.5297858185779205-18.54710827918329j),(4.507222664283518-5.066610807927802j),(97.38947735230067+157.53425530322744j),(-73.67689630340101-922.1827848770487j)
(-8.745229179672496+18.60805836734237j),(-1.5017535211381396-21.463098237509612j),(116.74456196748592+329.57700839437905j),(-415.3065916970272-2186.689829523966j)
(46.717220234839125-64.97358236689175j),(1.0898498785362158+4.002093640173552j),(-295.5546570760355-1402.1603233144233j),(914.6816339922802+8805.865006701748j)
(3.2856963890821405-7.523830339149789j),(3.5979826173237033-2.2463593338286687j),(-11.79961808238538-205.20435753879795j),(210.6547731199661+1324.2349690996557j)
(39.480110007151396-21.919895458272944j),(7.933368104626695+0.3069261829281864j),(-86.91398451279346-253.98319141976327j),(-57.26888456869386+1325.9394791430354j)
(6.744029796514145-6.790092219847595j),(11.228416925865083-7.839726866518911j),(-1.3587213402745704-81.35647497214953j),(-94.64963847112739+782.1411512614973j)
(-31.547497717434794-38.747574249720195j),(2.7677390303874745-31.60752552330689j),(152.720266132319+147.5088109012019j),(377.74506132687384-445.92503146670504j)
