(17870+0j),(23094+0j),(66621+0j),(76212+0j)
(19.387442799152932-210.35031490818193j),(14.542970428824628-180.14181795575593j),(16.405509127365118-22.873278029605167j),(-40.59165556496293-35.532792276259784j)
(75.39121394900339-71.2663458467029j),(90.19689482154575-91.1238053023722j),(41.82521677066964-20.160953991790382j),(-63.86961393604588-12.598127205715251j)
(-4.286300178984096-38.28012251366859j),(-3.1416747669245053+9.199895928858615j),(-2.3333410754587405+9.257612919861163j),(-53.474071891983904-21.166865534701806j)
(162.31621836482836-14.328340946452643j),(78.91448669462649-41.63038153946538j),(37.08130482735587-24.76803402346838j),(-28.609364116854444-33.65780833881156j)
(115.43974299237124+36.30957313132428j),(17.83840219114078+4.502434029980193j),(11.869817283072905+6.946293776871791j),(-8.886528745345686-0.9768871926334413j)
(89.16942073320115+56.410410412017626j),(77.9467861528064+7.852864617772948j),(17.584979500099376+26.712765552937615j),(0.6727163120560355-42.62817424884114j)
(46.33808356168189+44.43432066525898j),(47.5151017793468+58.85491805581924j),(17.154640475751073-23.01979746200513j),(-11.996837225582635-3.7475923665979867j)
(93.98042752450394+23.997662977047796j),(27.305721928500304+39.337801900940875j),(2.4089602483629395-3.4825518112361635j),(-22.23013439990089-48.18787884967551j)
(45.36346974831235+52.63003524789502j),(50.199315875652694+88.2163537710193j),(-3.4489007016577595-4.274242559736244j),(-3.2801435505657786-51.07090751436368j)
(36.267677643508584+101.1197206453106j),(53.87798854018274+39.49807985725682j),(-19.885310374489034-42.46473785630736j),(-6.848245510071816-35.26459175330764j)
(88.17659325034651+111.84913691128712j),(59.50983478582293+67.68807614333495j),(16.30808100253489+24.90084543268115j),(-16.13986599227792-19.31566673794503j)
(57.696320732158476+15.64254750215327j),(-20.285674271545425+7.169868815822738j),(48.03977420312513+0.0949055518113262j),(-2.9497374990946925-17.59784629272874j)
(25.633349469727563+67.04023836753257j),(20.348682420947313+37.46788090737889j),(-0.28572907164942696-31.92167586138367j),(-6.293461284726345-60.96577094246599j)
(57.850260550940256+75.26489200875812j),(12.68312151774501+43.64275661291035j),(37.21209808379753-5.327885353201507j),(45.58747975659929+6.069387252834655j)
(24.43213534986326+41.4370845011655j),(84.17640826373906+18.09642064146592j),(-2.489398071840716-9.753751523003116j),(-5.967763123497662-10.665327643705524j)
(-13.581280710893864+62.062817969692595j),(-16.83944156600932+14.28209660888476j),(1.3340745455491625+16.86369933179604j),(18.19405899845668-17.89231241302949j)
(-63.2807682549759+76.9608182086929j),(7.972165593629471-23.936257454139056j),(34.965424295973776-3.789886510713771j),(28.26860863519137-51.072880027324345j)
(-16.21778887674806+34.59916165585555j),(-57.911694330410064+36.111291964542964j),(22.52142374615852-25.39131745964274j),(34.35142906448247-5.341954202812165j)
(-9.60566055696392+29.043911213982643j),(-33.93689276270459-10.07623989545586j),(27.271950974453155-12.405195456769075j),(2.1184991508544364-34.61709767097042j)
(-55.97056448987107+45.140904025112505j),(-31.094082091119596+72.42344469191147j),(32.226487337590946-18.18527157704043j),(45.14620433803517-32.57929805774828j)
(-26.789702036990448+80.14151502862603j),(9.346857887828293-38.811814332695874j),(2.1765390613850366+29.738452069638612j),(42.89523420046559+34.31351661167255j)
(-5.927294146576969+37.96746614919413j),(6.680784688506719+23.042978515230494j),(14.940057679848906-6.460297405517341j),(38.89501714511334-36.17866929278938j)
(-42.037001600421036+17.829801144708558j),(-48.70860262797531-54.819893622807214j),(31.25510715323071+5.8519507288099035j),(54.216090990419225-12.919927476768338j)
(-36.719456749772505+12.4675989332133j),(8.175037723950464+33.00557322181813j),(4.167887273147336+2.374762098309029j),(34.89145129180653-31.66621224940684j)
(-3.020713701788295+27.447670875803823j),(-17.825802955095128+18.398025123339906j),(36.749936526177606-30.49645860857749j),(40.907658815090244-11.24179187346491j)
(-5.393098883692387+7.859987247049002j),(58.727507285511344+32.32473659520031j),(-10.331071275553988-13.401992733631873j),(3.0603641964885195-26.134819036539113j)
(-28.362398231672138-0.03751220863467353j),(-55.933445508220146-33.101729110311034j),(26.563430591117914+23.55881062870101j),(31.174092281792834-10.945152705129399j)
(-20.230702428563863+46.254660712306745j),(28.118287074682485-29.833060856817642j),(38.72874001445929+5.617522887959485j),(53.77870584247384+9.897385446665503j)
(-27.53965935641831+17.04265778686709j),(-46.350558103952785-12.368601621584368j),(23.455139111615246+45.712781293420996j),(9.030321215186895+5.389602354625726j)
(-23.347666908889348+0.9710535416227799j),(13.609300618178393-22.52561386634584j),(23.293613226378625+13.670919417186198j),(0.458336281508295-9.100597057677227j)
(-50.03655925313022+10.518515301900514j),(-14.20494883151339+50.48383860109164j),(5.770153706652762-28.90642890158999j),(24.774705396213935-16.75024248057862j)
(3.2380167129623985+1.2859343836376969j),(45.70461663932208-39.19889374401863j),(32.843134361241994+15.602321463916201j),(14.433959234172645+7.655197373911729j)
