153.0,179.0,333.0,355.0,0
142.0,149.0,304.0,331.0,1
158.0,182.0,332.0,356.0,2
140.0,160.0,304.0,327.0,3
158.0,182.0,330.0,359.0,4
140.0,146.0,304.0,323.0,5
155.0,181.0,333.0,357.0,6
141.0,153.0,304.0,325.0,7
159.0,182.0,330.0,355.0,8
142.0,150.0,304.0,324.0,9
156.0,183.0,334.0,354.0,10
141.0,150.0,303.0,329.0,11
157.0,182.0,331.0,354.0,12
143.0,153.0,304.0,325.0,13
158.0,181.0,333.0,354.0,14
142.0,152.0,304.0,325.0,15
155.0,182.0,333.0,355.0,16
143.0,154.0,304.0,327.0,17
158.0,187.0,333.0,357.0,18
144.0,157.0,304.0,323.0,19
158.0,184.0,333.0,354.0,20
147.0,154.0,304.0,327.0,21
160.0,186.0,331.0,353.0,22
142.0,153.0,304.0,326.0,23
155.0,181.0,335.0,357.0,24
141.0,150.0,304.0,330.0,25
155.0,180.0,333.0,357.0,26
139.0,150.0,304.0,329.0,27
157.0,181.0,335.0,355.0,28
137.0,144.0,304.0,328.0,29
154.0,178.0,335.0,357.0,30
138.0,147.0,305.0,331.0,31
155.0,178.0,333.0,357.0,32
139.0,146.0,304.0,329.0,33
155.0,181.0,331.0,357.0,34
139.0,146.0,304.0,326.0,35
157.0,181.0,330.0,355.0,36
144.0,149.0,304.0,326.0,37
160.0,183.0,333.0,356.0,38
143.0,151.0,304.0,324.0,39
158.0,183.0,332.0,352.0,40
143.0,153.0,303.0,324.0,41
160.0,186.0,332.0,353.0,42
144.0,154.0,304.0,323.0,43
167.0,181.0,329.0,354.0,44
142.0,154.0,304.0,326.0,45
161.0,186.0,331.0,351.0,46
142.0,153.0,304.0,323.0,47
160.0,187.0,334.0,353.0,48
141.0,153.0,304.0,329.0,49
155.0,179.0,335.0,358.0,50
141.0,149.0,304.0,330.0,51
157.0,182.0,333.0,358.0,52
144.0,153.0,304.0,327.0,53
158.0,183.0,336.0,358.0,54
138.0,147.0,305.0,329.0,55
151.0,179.0,335.0,359.0,56
139.0,147.0,304.0,333.0,57
156.0,177.0,334.0,356.0,58
139.0,147.0,304.0,329.0,59
154.0,178.0,336.0,358.0,60
138.0,148.0,304.0,328.0,61
158.0,182.0,331.0,357.0,62
144.0,157.0,305.0,326.0,63
160.0,185.0,335.0,357.0,64
144.0,158.0,304.0,326.0,65
161.0,190.0,331.0,354.0,66
146.0,164.0,304.0,322.0,67
164.0,192.0,333.0,353.0,68
145.0,161.0,304.0,323.0,69
163.0,191.0,333.0,353.0,70
145.0,163.0,304.0,330.0,71
154.0,181.0,333.0,356.0,72
141.0,140.0,309.0,327.0,73
154.0,183.0,331.0,353.0,74
139.0,148.0,304.0,327.0,75
150.0,176.0,336.0,365.0,76
141.0,151.0,305.0,331.0,77
163.0,202.0,334.0,356.0,78
143.0,153.0,304.0,328.0,79
157.0,178.0,329.0,348.0,80
142.0,150.0,304.0,327.0,81
158.0,182.0,333.0,354.0,82
144.0,154.0,304.0,326.0,83
161.0,187.0,334.0,355.0,84
144.0,157.0,304.0,322.0,85
173.0,190.0,332.0,356.0,86
144.0,154.0,304.0,326.0,87
157.0,183.0,334.0,360.0,88
142.0,149.0,303.0,326.0,89
160.0,182.0,334.0,357.0,90
144.0,154.0,304.0,328.0,91
158.0,184.0,333.0,361.0,92
141.0,155.0,304.0,324.0,93
162.0,191.0,332.0,352.0,94
141.0,150.0,302.0,329.0,95
158.0,185.0,331.0,356.0,96
144.0,155.0,304.0,326.0,97
161.0,190.0,331.0,354.0,98
144.0,155.0,304.0,327.0,99
160.0,186.0,331.0,355.0,100
142.0,158.0,303.0,325.0,101
160.0,188.0,330.0,354.0,102
144.0,154.0,303.0,326.0,103
161.0,186.0,331.0,355.0,104
144.0,156.0,304.0,324.0,105
161.0,187.0,330.0,353.0,106
144.0,160.0,304.0,325.0,107
160.0,188.0,331.0,353.0,108
143.0,156.0,303.0,325.0,109
161.0,186.0,330.0,353.0,110
143.0,154.0,301.0,323.0,111
163.0,188.0,331.0,354.0,112
144.0,159.0,304.0,323.0,113
160.0,188.0,331.0,353.0,114
144.0,154.0,305.0,329.0,115
155.0,186.0,332.0,359.0,116
134.0,144.0,305.0,332.0,117
151.0,179.0,334.0,362.0,118
137.0,145.0,304.0,331.0,119
155.0,175.0,329.0,349.0,120
141.0,149.0,304.0,329.0,121
158.0,186.0,332.0,355.0,122
144.0,154.0,303.0,326.0,123
155.0,180.0,333.0,357.0,124
142.0,147.0,304.0,327.0,125
157.0,181.0,331.0,356.0,126
139.0,145.0,304.0,329.0,127
151.0,179.0,330.0,359.0,128
138.0,149.0,304.0,329.0,129
170.0,171.0,326.0,356.0,130
140.0,149.0,304.0,320.0,131
157.0,183.0,332.0,355.0,132
141.0,150.0,304.0,331.0,133
160.0,186.0,334.0,356.0,134
148.0,147.0,304.0,330.0,135
158.0,185.0,330.0,353.0,136
143.0,155.0,304.0,325.0,137
160.0,185.0,335.0,353.0,138
