(17537+0j),(20783+0j),(31692+0j),(33238+0j)
(-168.8717645098625-68.04192667486309j),(-51.688634915340344-93.31649436166332j),(-2.702063022729817+51.37457125653534j),(9.53910227885217+66.35681067986366j)
(-149.2575653745638-7.217316567644674j),(-3.327242266531357-21.865600017800094j),(-27.76935008450937-13.205458577162233j),(-21.53519768090314+10.978175939605554j)
(-134.45935467194715+20.285764401775957j),(-28.816675324078005-31.040971392113327j),(-25.617503121229447+3.271351025872593j),(-30.241266418280475-3.0865521214707226j)
(-129.57331975234354-13.646715443805363j),(-2.249752645870103-41.44329038257175j),(-4.2983694037022815+12.976481376250174j),(1.6510903161893111+11.250418589411098j)
(-159.9338120934902+2.836123996248933j),(-0.6446544714757465-6.608405869185216j),(-19.05074494630321-8.81511163514556j),(-11.907373844104086+14.46100968258693j)
(-160.47667982889823+3.7992238845141095j),(-31.463107124941303-26.34903956922956j),(11.357026549107331+11.597256875762367j),(4.984553768195383+15.679332991182713j)
(-135.37117560854983-7.752023922622467j),(-0.9526109369091955-20.120644393562376j),(-23.247385135884997+1.8527346056838532j),(-33.39794695423802-2.8497670930267702j)
(-151.72783258787956-53.93804637990583j),(-12.909115686904101-14.287835564391667j),(-11.854667720921611-17.231207828782676j),(-19.830541417754148+15.091873579187919j)
(-172.040129828791-27.850802672471353j),(-26.331172911917633-8.806691309037918j),(-42.334092684761-0.6567188219745361j),(-28.24246836784937+9.721405132706339j)
(-174.45963214117205+11.074962210853707j),(-4.996820205986182-20.842313853773224j),(-22.782104943335526-0.1824210672372395j),(-18.12959541497696-13.468386888895495j)
(-124.541011247867+0.7149727825703476j),(5.777830915814889+15.578113427696747j),(-13.543131689636425-2.254724589006731j),(-40.476834077133844-24.979651892017678j)
(-122.52546528083928-19.33022904383332j),(-33.751667824618494+2.60974899507956j),(-9.363980037411466-5.78115014822836j),(-10.483134286707468-11.949209369824864j)
(-126.58836957084065+1.3946482676500018j),(-17.545116073767588-27.433803615657684j),(-1.5604460392493138-8.800918034867818j),(-17.162618323982656+5.33502946826917j)
(-111.03952369867767+6.7293033694665905j),(0.5234987651418237+8.67643526341815j),(-18.52094078183177+13.745077753360112j),(-4.966699549867485+12.164416975986896j)
(-130.87187172524423-28.258385959927548j),(-29.353061367200382+4.2073448504048265j),(-29.92601995936343+3.133134546059882j),(-20.138960676817078-3.4082618361837618j)
(-154.35126070429573-16.521271535575035j),(-14.998270554464-29.820109809099378j),(-17.6552690837583+10.793829019430792j),(-9.271604290319488-3.068595018283318j)
(-156.8119563712167+17.857969578242766j),(0.39675503408352597-20.505966245974346j),(-17.86074674147426+4.767533964994355j),(-14.758736937866047-0.9147750630376095j)
(-146.63789384884024+8.175800594465198j),(-24.328067054727853-17.134330750243834j),(-14.630904182627319-9.317841129263769j),(-20.9959017281393-2.0145588861057284j)
(-162.5290252684546-14.744991388302267j),(-12.591461676711674-25.97818089736464j),(0.11777085265435971+8.182388502810696j),(-10.740482234974536-3.051353311420204j)
(-175.66543016380692-7.497957874557912j),(0.5830410599746756-20.292126723856327j),(-14.426228785491332+17.510815202456136j),(-32.038586973518704+4.406252119266815j)
(-150.91141205894291+22.500373569481486j),(-11.653131363261963-8.877651465737387j),(-29.128075849843924-9.555653088041197j),(-19.60060708344315-1.938942983584278j)
(-131.48703275105572-25.39390600895975j),(-17.93398981706477-27.894033629652274j),(12.489880853060413-6.164862388010281j),(-14.199182453520564-5.414116569284557j)
