(11859+0j),(14107+0j),(18451+0j),(19031+0j)
(-85.3222722577475+23.235128096167625j),(-86.88308078093871+53.953661404930074j),(20.720466683108043-56.71768318338161j),(10.66180241756365-49.50808497048845j)
(-63.992535075393164-49.45839250809142j),(-44.806699462661015-43.806079679657216j),(8.508865453799103+106.21070674325334j),(49.2013552982595+108.71117901700255j)
(-134.88016588726475-76.68584436572911j),(-184.14689850119328-72.68388885717135j),(186.4971365566555+87.79319202429477j),(203.81416496991005+92.5113035137166j)
(-91.65882781440627-41.66779193480932j),(-151.35978236114323-37.191831121927194j),(141.90175521717174+0.9429345283981752j),(152.21910681778752+55.18820274340454j)
(-28.157101779843856-16.24539405377437j),(-49.03236451338131+12.085390120702199j),(57.155751142493614-42.809633872770405j),(49.88189793130073-34.26303922333955j)
(-14.774530293521025-51.58699842102862j),(-33.27136097115829-30.564933003962174j),(-4.418351207695196+37.129018853120314j),(-5.352430924247642+45.25809810127339j)
(-18.340873283482836-27.628929624888723j),(-17.530239700878838+2.0761331120550137j),(-26.25041466938916+15.12588002460461j),(-37.00397444293276+9.837379735268103j)
(0.9764937970614369-29.133173685904556j),(-24.927342599355768-33.47278617472564j),(-17.875188124881163+11.3111710319973j),(-6.710795261818589+19.234413409842656j)
(4.242538961399816-23.304758775673015j),(-20.751785270779635-20.82729325960554j),(-34.48308697096428-26.024054630210983j),(-35.8173761880019+12.35509191619464j)
(13.945614656924818-2.1501445403814063j),(-1.7830354753633628+38.10490492811219j),(-22.61452739968746-53.773229399874225j),(-37.60559127870596-41.30570655726194j)
(27.291455498841515-10.203362289986478j),(-7.666765822856462+10.78743337374863j),(-48.82106400372908-17.267200770517793j),(-74.03190112671746-4.187028635215832j)
(3.524516928208982-13.889272275903547j),(1.1331235958739398-31.095506586083474j),(-25.687199541540792+13.754095504196355j),(-37.87160697824254+2.61035591017046j)
(-10.329340289093409-4.258015570137143j),(-16.93988821731972-28.08856035898497j),(-18.32750090535393-27.028215890638474j),(-8.404012198213763-7.098955387145601j)
(15.718147386892326-20.39692676811125j),(-29.776644252321944+1.1101426480232188j),(-18.676594075115474-24.596773838636697j),(-15.836773668331489-20.385289033441385j)
(-2.2131848174897755-10.096955497783076j),(-30.275269409871612-21.469515437723295j),(-4.708368844898985-21.439955442045278j),(-25.270293578686164-14.76103344641523j)
(-6.1627715661808224-12.733267988208468j),(-7.460642557613141-14.134776585159909j),(-2.5531633283916335-12.53097936573689j),(-13.880025114827333-13.418314768966447j)
(-26.0933998798819-18.082025945206613j),(13.753181761139729-40.931999183880166j),(-7.386430560130236+1.5084908305467302j),(3.249294147240448-17.273420357775578j)
(-13.746406178518043-24.487893804500843j),(-18.944560622834388-28.188715203073762j),(-13.383304098929159-4.367464324735714j),(-9.960980390983423-1.8395269211045893j)
(-15.447330569037717-15.541702093882659j),(-22.55636183278648-29.605604940836805j),(-25.648856448555307-42.72427801586725j),(-32.950006817134465-25.32165699194327j)
(-7.813046371169406-35.51712943852263j),(-2.679427257333714-36.766477632040036j),(-36.582658123836495-5.176050879159231j),(-13.469388091150051-9.897884146041893j)
(-14.956038850555672-31.491832477273395j),(17.34076353140682-13.248706765085963j),(-11.454046776812447-2.1425178740991306j),(-18.549406663417585+1.5563213522215271j)
(-25.488767166311078-30.821696973466004j),(12.035637434537449-48.386060618932014j),(-8.739380470647404-19.874934758633913j),(-17.44410265458606+4.209789580023681j)
(-15.518741240944337-26.67251388583596j),(-3.6422725428067793-50.65273893147964j),(-22.09762350305664-29.595523844666896j),(2.1593420587497008-34.681027970454515j)
(-17.413042671256562-51.50553291592681j),(-7.711611087909432-42.26979573972763j),(-37.111827846240146-32.46014971696091j),(-26.438498197660977-31.409758664277955j)
(-9.236866386288284-45.66833449049834j),(2.8347448997097615+6.81361132986909j),(-23.303827176615187-48.485600154873026j),(-36.26418792816821-31.688991276082845j)
(-22.37556161163485-47.68425033317594j),(6.238769292428657-27.491812678166195j),(-12.061080460821756-45.82611389897893j),(-19.937584707649847-38.19663147640695j)
(-24.523115531637416-40.39951427665192j),(-4.957060594748981-48.26209426373296j),(-14.274662307938826-24.283279274260444j),(-15.134614266472624-42.18891076277576j)
(-13.626434231138575-43.99294038956553j),(-0.53582277594289-43.75721507645039j),(-9.575938860265921-66.08949067159398j),(-3.9649524060541808-58.935824148233344j)
(-31.719362251411297-82.95727136803622j),(-52.883012158903284-54.69783136245806j),(-19.28334836281867-106.12470697785096j),(-14.70859929796761-64.12885657790073j)
(-17.626636177251775-102.66987890437815j),(-25.627510688791844-70.01838008171337j),(-15.81360999148653-75.8987297987911j),(-21.90891291873207-85.87480483314619j)
(-16.709146334534232-86.57203610418239j),(-1.9572878878877304-86.64632876304157j),(-11.329870109609878-104.61737772092191j),(-4.314223329212169-122.10948072869114j)
(-0.003733256506560423-154.907302616094j),(22.5817578303542-165.61518457345386j),(-24.55169432148694-195.0940176748694j),(-22.488823482520054-215.4667994692531j)
(-7.5695354568242-513.4095506107171j),(-50.31125099866992-483.39070760525317j),(-11.270356562328091-602.8454900583623j),(-17.86790172837662-642.0503427579757j)
(-7.5695354568242+513.4095506107171j),(-50.31125099866992+483.39070760525317j),(-11.270356562328091+602.8454900583623j),(-17.86790172837662+642.0503427579757j)
(-0.003733256506560423+154.907302616094j),(22.5817578303542+165.61518457345386j),(-24.55169432148694+195.0940176748694j),(-22.488823482520054+215.4667994692531j)
(-16.709146334534232+86.57203610418239j),(-1.9572878878877304+86.64632876304157j),(-11.329870109609878+104.61737772092191j),(-4.314223329212169+122.10948072869114j)
(-17.626636177251775+102.66987890437815j),(-25.627510688791844+70.01838008171337j),(-15.81360999148653+75.8987297987911j),(-21.90891291873207+85.87480483314619j)
(-31.719362251411297+82.95727136803622j),(-52.883012158903284+54.69783136245806j),(-19.28334836281867+106.12470697785096j),(-14.70859929796761+64.12885657790073j)
(-13.626434231138575+43.99294038956553j),(-0.53582277594289+43.75721507645039j),(-9.575938860265921+66.08949067159398j),(-3.9649524060541808+58.935824148233344j)
(-24.523115531637416+40.39951427665192j),(-4.957060594748981+48.26209426373296j),(-14.274662307938826+24.283279274260444j),(-15.134614266472624+42.18891076277576j)
(-22.37556161163485+47.68425033317594j),(6.238769292428657+27.491812678166195j),(-12.061080460821756+45.82611389897893j),(-19.937584707649847+38.19663147640695j)
(-9.236866386288284+45.66833449049834j),(2.8347448997097615-6.81361132986909j),(-23.303827176615187+48.485600154873026j),(-36.26418792816821+31.688991276082845j)
(-17.413042671256562+51.50553291592681j),(-7.711611087909432+42.26979573972763j),(-37.111827846240146+32.46014971696091j),(-26.438498197660977+31.409758664277955j)
(-15.518741240944337+26.67251388583596j),(-3.6422725428067793+50.65273893147964j),(-22.09762350305664+29.595523844666896j),(2.1593420587497008+34.681027970454515j)
(-25.488767166311078+30.821696973466004j),(12.035637434537449+48.386060618932014j),(-8.739380470647404+19.874934758633913j),(-17.44410265458606-4.209789580023681j)
(-14.956038850555672+31.491832477273395j),(17.34076353140682+13.248706765085963j),(-11.454046776812447+2.1425178740991306j),(-18.549406663417585-1.5563213522215271j)
(-7.813046371169406+35.51712943852263j),(-2.679427257333714+36.766477632040036j),(-36.582658123836495+5.176050879159231j),(-13.469388091150051+9.897884146041893j)
(-15.447330569037717+15.541702093882659j),(-22.55636183278648+29.605604940836805j),(-25.648856448555307+42.72427801586725j),(-32.950006817134465+25.32165699194327j)
(-13.746406178518043+24.487893804500843j),(-18.944560622834388+28.188715203073762j),(-13.383304098929159+4.367464324735714j),(-9.960980390983423+1.8395269211045893j)
