112.0,182.0,523.0,656.0
112.0,160.0,529.0,635.0
112.0,180.0,591.0,294.0
94.0,160.0,522.0,655.0
114.0,180.0,522.0,655.0
93.0,159.0,523.0,656.0
112.0,181.0,591.0,295.0
93.0,158.0,521.0,656.0
111.0,178.0,522.0,656.0
94.0,158.0,521.0,656.0
129.0,176.0,477.0,559.0
93.0,157.0,592.0,304.0
112.0,178.0,522.0,656.0
94.0,156.0,521.0,656.0
111.0,178.0,525.0,654.0
93.0,157.0,590.0,293.0
112.0,180.0,521.0,656.0
93.0,160.0,523.0,656.0
114.0,182.0,523.0,656.0
95.0,158.0,591.0,299.0
112.0,184.0,522.0,656.0
94.0,159.0,522.0,656.0
113.0,182.0,521.0,656.0
95.0,159.0,524.0,652.0
112.0,182.0,590.0,298.0
94.0,158.0,523.0,656.0
112.0,180.0,521.0,656.0
91.0,158.0,522.0,656.0
112.0,181.0,591.0,294.0
94.0,159.0,520.0,656.0
114.0,183.0,523.0,656.0
93.0,160.0,522.0,656.0
130.0,177.0,477.0,594.0
94.0,157.0,592.0,295.0
117.0,182.0,519.0,656.0
96.0,161.0,521.0,656.0
113.0,182.0,522.0,656.0
94.0,157.0,592.0,300.0
112.0,181.0,522.0,656.0
92.0,158.0,523.0,656.0
112.0,179.0,521.0,656.0
108.0,156.0,463.0,401.0
112.0,176.0,592.0,299.0
91.0,158.0,523.0,656.0
113.0,181.0,521.0,656.0
93.0,157.0,524.0,655.0
112.0,178.0,590.0,295.0
93.0,156.0,522.0,656.0
112.0,178.0,523.0,656.0
93.0,157.0,521.0,656.0
112.0,177.0,591.0,296.0
93.0,156.0,523.0,656.0
112.0,176.0,521.0,656.0
89.0,156.0,521.0,656.0
111.0,177.0,525.0,646.0
94.0,156.0,589.0,294.0
112.0,179.0,521.0,656.0
92.0,157.0,521.0,656.0
112.0,179.0,523.0,656.0
95.0,159.0,588.0,293.0
112.0,179.0,522.0,656.0
95.0,159.0,519.0,656.0
116.0,183.0,523.0,656.0
112.0,157.0,474.0,525.0
112.0,180.0,592.0,298.0
92.0,160.0,522.0,656.0
114.0,181.0,523.0,656.0
95.0,158.0,523.0,656.0
112.0,182.0,591.0,292.0
93.0,159.0,522.0,656.0
115.0,181.0,523.0,656.0
95.0,159.0,521.0,656.0
114.0,181.0,590.0,292.0
94.0,158.0,521.0,656.0
113.0,183.0,523.0,656.0
93.0,158.0,521.0,656.0
112.0,181.0,525.0,651.0
91.0,157.0,592.0,302.0
112.0,182.0,522.0,656.0
93.0,155.0,524.0,656.0
114.0,183.0,522.0,656.0
91.0,158.0,590.0,294.0
115.0,184.0,521.0,656.0
94.0,160.0,523.0,656.0
122.0,189.0,521.0,656.0
94.0,159.0,527.0,636.0
113.0,182.0,592.0,298.0
91.0,155.0,521.0,656.0
112.0,178.0,521.0,656.0
91.0,155.0,525.0,656.0
112.0,178.0,591.0,299.0
