119.0,142.0,320.0,357.0,0
128.0,161.0,350.0,390.0,1
114.0,139.0,320.0,355.0,2
114.0,153.0,349.0,394.0,3
104.0,128.0,317.0,361.0,4
111.0,144.0,348.0,389.0,5
98.0,125.0,320.0,362.0,6
107.0,144.0,352.0,396.0,7
99.0,125.0,317.0,364.0,8
110.0,144.0,348.0,391.0,9
102.0,128.0,315.0,361.0,10
111.0,144.0,348.0,390.0,11
102.0,128.0,317.0,359.0,12
111.0,145.0,352.0,391.0,13
102.0,127.0,317.0,359.0,14
112.0,161.0,348.0,389.0,15
105.0,128.0,316.0,356.0,16
113.0,146.0,350.0,394.0,17
107.0,128.0,318.0,357.0,18
112.0,147.0,350.0,392.0,19
107.0,128.0,319.0,358.0,20
112.0,149.0,350.0,390.0,21
106.0,128.0,319.0,359.0,22
112.0,146.0,347.0,389.0,23
107.0,129.0,317.0,358.0,24
112.0,148.0,348.0,388.0,25
119.0,129.0,319.0,359.0,26
113.0,149.0,350.0,393.0,27
107.0,129.0,317.0,358.0,28
113.0,147.0,345.0,391.0,29
107.0,129.0,319.0,357.0,30
112.0,147.0,350.0,391.0,31
106.0,128.0,317.0,358.0,32
113.0,149.0,349.0,387.0,33
109.0,129.0,318.0,359.0,34
114.0,151.0,350.0,389.0,35
112.0,129.0,315.0,354.0,36
102.0,151.0,351.0,393.0,37
110.0,130.0,316.0,355.0,38
113.0,151.0,349.0,391.0,39
110.0,133.0,317.0,357.0,40
114.0,149.0,350.0,389.0,41
109.0,129.0,315.0,357.0,42
113.0,150.0,350.0,389.0,43
110.0,128.0,318.0,358.0,44
113.0,150.0,351.0,391.0,45
107.0,129.0,317.0,357.0,46
113.0,151.0,347.0,387.0,47
109.0,128.0,317.0,356.0,48
113.0,150.0,347.0,388.0,49
108.0,130.0,317.0,357.0,50
109.0,150.0,351.0,388.0,51
110.0,129.0,316.0,357.0,52
114.0,150.0,349.0,386.0,53
110.0,130.0,320.0,357.0,54
114.0,152.0,347.0,389.0,55
109.0,130.0,317.0,358.0,56
114.0,150.0,345.0,386.0,57
110.0,128.0,315.0,354.0,58
113.0,159.0,350.0,387.0,59
107.0,129.0,319.0,357.0,60
113.0,149.0,348.0,388.0,61
97.0,129.0,319.0,355.0,62
112.0,149.0,348.0,387.0,63
108.0,130.0,318.0,358.0,64
113.0,149.0,343.0,386.0,65
111.0,129.0,319.0,358.0,66
119.0,149.0,347.0,387.0,67
109.0,128.0,317.0,357.0,68
115.0,153.0,345.0,387.0,69
109.0,130.0,318.0,358.0,70
115.0,150.0,349.0,388.0,71
110.0,134.0,318.0,359.0,72
116.0,150.0,349.0,389.0,73
111.0,130.0,318.0,355.0,74
116.0,150.0,347.0,387.0,75
110.0,131.0,317.0,357.0,76
114.0,151.0,350.0,388.0,77
117.0,141.0,313.0,356.0,78
114.0,150.0,349.0,387.0,79
111.0,130.0,319.0,354.0,80
115.0,152.0,350.0,389.0,81
109.0,128.0,319.0,357.0,82
115.0,150.0,349.0,387.0,83
111.0,128.0,317.0,356.0,84
113.0,150.0,349.0,389.0,85
109.0,133.0,315.0,355.0,86
113.0,150.0,347.0,388.0,87
109.0,129.0,317.0,355.0,88
113.0,149.0,344.0,384.0,89
108.0,130.0,313.0,357.0,90
113.0,147.0,348.0,390.0,91
129.0,129.0,317.0,356.0,92
112.0,149.0,349.0,386.0,93
109.0,129.0,316.0,354.0,94
113.0,148.0,349.0,389.0,95
109.0,130.0,314.0,354.0,96
