(11741+0j),(13602+0j),(17776+0j),(18430+0j)
(-23.201802893985132-10.586040779307364j),(25.718211260785893-5.289298673111342j),(-57.939615742425076+55.92973932638915j),(-67.54457482906878+77.08487199450275j)
(24.075850024450233-6.050514312891761j),(22.648334568792166+1.97158163434107j),(-17.878594331163413-33.215637267259844j),(-43.8624517957428-39.24269550692271j)
(-17.958266270175727-28.006983846374986j),(5.04440815986959-12.85689129709066j),(-10.348378722263305+56.35726035800962j),(-17.480896640822493+76.89716926931233j)
(17.526545954819994+12.030149954256778j),(-9.020782939448623+16.182467564337017j),(-17.10808117044212-6.039129605229197j),(-40.032734560420295-6.880127944537451j)
(-20.747147562858686-9.624752766195263j),(-11.716677096364265+17.058033876777706j),(14.451711309577377+20.821449515587293j),(8.140374636154206+13.712754842884072j)
(1.3197844403902081+8.705609659204946j),(18.021449438024092-16.063410380507765j),(-29.728244529430867+5.67150710862977j),(-29.324069987995813+0.9096363493027209j)
(2.811108670303952-14.965280251451848j),(-4.064157365555047-5.745990978878186j),(-31.48515067188248-24.956208216757723j),(-26.57913845137125-7.883356743592415j)
(-18.70776932939134+7.483592735577824j),(-14.473714377361262-1.3109551999249995j),(-15.165631108853063+7.3745479192922705j),(-25.04398580025395-4.958280504489707j)
(6.113788270881628-7.455718393200461j),(12.891040402192175-5.463973394930659j),(-43.213514672182214+9.473261912599845j),(-37.59663977357525+31.562294979491732j)
(3.0623118323626386+6.5524833668209j),(-3.7157592314644603-9.219587364698725j),(-9.315672111188519-21.71492224860786j),(-19.098668115441342-21.5846137168589j)
(-18.912293309059407+3.4801979208011273j),(-18.153751190536468+8.325753053976342j),(-6.081175845457324-4.259913501213058j),(-10.562669596651801-0.30622046761887844j)
(0.7010996930744966-23.552386953848703j),(10.061078957627416-8.204346485506575j),(-22.767822062348387-4.968035188103077j),(-16.859705368241634-19.443350678239206j)
(-19.13723360096259+12.673279474288137j),(11.971611201535723-4.267118570572734j),(-22.23247800947135-14.709065522105377j),(-17.0380031561059-28.6801714424653j)
(12.05203671421873-17.371933278677485j),(-21.24967135998392-27.479607889558263j),(-18.442522392934677+5.447508195160971j),(-18.099073557357542+3.3699520011067783j)
(-25.67526243479304+12.027545092852897j),(-9.96580212542625+14.202328768167352j),(-9.29238611183888-17.42525801138251j),(-24.07931449621225-34.903274692116184j)
(10.399464793698883-24.17622922132954j),(-6.096624414241347-18.83754034219915j),(-3.283553503568328-2.8997126276284604j),(2.0277969624790444-27.420214767626618j)
(-14.081653071959693+9.769057402596971j),(9.606938277325867+12.084372546956287j),(-29.334540168656588-20.81624339636715j),(-30.95548800754193-32.7270944905317j)
(6.9566403472727245-6.570979508126049j),(-25.913217587818735-13.294931172186734j),(-14.188352109352536-25.472341027944843j),(-26.194484446586785-32.750487988751395j)
(0.6536074346222733-4.619020128406218j),(19.825901965605595+36.44198489505383j),(-13.532141812995064-25.73363690655325j),(-25.132972376521764-42.19797268630955j)
(2.479514946031202-1.4883678870494794j),(0.7400289444684063-35.312060980852266j),(-12.842405690962266-7.50545381163526j),(-20.41382429709347-29.966844192034586j)
(10.025241650410237-7.328434286666406j),(7.896295035251256+3.999462043610972j),(-19.01494169465923-36.45448574523817j),(-16.36620226851403-48.12466629043156j)
(-9.238826012951591+24.764002269764624j),(-22.429033130267186-20.966126648601655j),(-18.671260888790243-29.772151640478558j),(-23.710262668911355-24.55594418498555j)
(6.790901854869503-20.387977092234514j),(23.54820432250122+18.273083800076257j),(-14.420384409307246-36.21302091651661j),(-23.17062498041082-45.14736997749228j)
(-9.659585396896318+4.095430147922338j),(-7.202918329403218-32.86505839202406j),(-21.77811401895866-21.340489711377366j),(-13.21476684024293-48.27056622950054j)
(5.593790519052391-1.9028029068454764j),(-2.5609749854862116+25.008587505995024j),(-22.933517750050896-51.01266922649331j),(-25.803637410548276-76.591980020596j)
(-17.375882382403177-17.778022141124005j),(-13.438350985929873-17.93007661676866j),(-7.134915287832371-51.02099837114048j),(-28.86979840873491-66.20047729991134j)
(12.925878354443086-7.511020046992062j),(14.610346929921263+12.829753770064055j),(-12.831220684421453-86.56394776613848j),(-23.268845206824437-94.41124602630413j)
(-0.8248596709615441-43.82328994316175j),(-13.112775099393616-51.31552816547894j),(-20.15144939703322-115.18672147439523j),(-22.304335504677283-135.47931137843779j)
(4.697958635427305-1.6583389434125593j),(6.998709311748712+5.136618338887118j),(-28.736714778203236-182.63627438410137j),(-21.56760532338744-214.0686702339126j)
(-8.164942199933478-109.73734499436927j),(-5.968348556971279-67.75368006181772j),(-26.09893163290572-546.8638595155378j),(-21.493397729378213-643.5020129743737j)
(-8.164942199933478+109.73734499436927j),(-5.968348556971279+67.75368006181772j),(-26.09893163290572+546.8638595155378j),(-21.493397729378213+643.5020129743737j)
(4.697958635427305+1.6583389434125593j),(6.998709311748712-5.136618338887118j),(-28.736714778203236+182.63627438410137j),(-21.56760532338744+214.0686702339126j)
(-0.8248596709615441+43.82328994316175j),(-13.112775099393616+51.31552816547894j),(-20.15144939703322+115.18672147439523j),(-22.304335504677283+135.47931137843779j)
(12.925878354443086+7.511020046992062j),(14.610346929921263-12.829753770064055j),(-12.831220684421453+86.56394776613848j),(-23.268845206824437+94.41124602630413j)
(-17.375882382403177+17.778022141124005j),(-13.438350985929873+17.93007661676866j),(-7.134915287832371+51.02099837114048j),(-28.86979840873491+66.20047729991134j)
(5.593790519052391+1.9028029068454764j),(-2.5609749854862116-25.008587505995024j),(-22.933517750050896+51.01266922649331j),(-25.803637410548276+76.591980020596j)
(-9.659585396896318-4.095430147922338j),(-7.202918329403218+32.86505839202406j),(-21.77811401895866+21.340489711377366j),(-13.21476684024293+48.27056622950054j)
(6.790901854869503+20.387977092234514j),(23.54820432250122-18.273083800076257j),(-14.420384409307246+36.21302091651661j),(-23.17062498041082+45.14736997749228j)
(-9.238826012951591-24.764002269764624j),(-22.429033130267186+20.966126648601655j),(-18.671260888790243+29.772151640478558j),(-23.710262668911355+24.55594418498555j)
(10.025241650410237+7.328434286666406j),(7.896295035251256-3.999462043610972j),(-19.01494169465923+36.45448574523817j),(-16.36620226851403+48.12466629043156j)
(2.479514946031202+1.4883678870494794j),(0.7400289444684063+35.312060980852266j),(-12.842405690962266+7.50545381163526j),(-20.41382429709347+29.966844192034586j)
(0.6536074346222733+4.619020128406218j),(19.825901965605595-36.44198489505383j),(-13.532141812995064+25.73363690655325j),(-25.132972376521764+42.19797268630955j)
(6.9566403472727245+6.570979508126049j),(-25.913217587818735+13.294931172186734j),(-14.188352109352536+25.472341027944843j),(-26.194484446586785+32.750487988751395j)
(-14.081653071959693-9.769057402596971j),(9.606938277325867-12.084372546956287j),(-29.334540168656588+20.81624339636715j),(-30.95548800754193+32.7270944905317j)
(10.399464793698883+24.17622922132954j),(-6.096624414241347+18.83754034219915j),(-3.283553503568328+2.8997126276284604j),(2.0277969624790444+27.420214767626618j)
(-25.67526243479304-12.027545092852897j),(-9.96580212542625-14.202328768167352j),(-9.29238611183888+17.42525801138251j),(-24.07931449621225+34.903274692116184j)
(12.05203671421873+17.371933278677485j),(-21.24967135998392+27.479607889558263j),(-18.442522392934677-5.447508195160971j),(-18.099073557357542-3.3699520011067783j)
(-19.13723360096259-12.673279474288137j),(11.971611201535723+4.267118570572734j),(-22.23247800947135+14.709065522105377j),(-17.0380031561059+28.6801714424653j)
(0.7010996930744966+23.552386953848703j),(10.061078957627416+8.204346485506575j),(-22.767822062348387+4.968035188103077j),(-16.859705368241634+19.443350678239206j)
(-18.912293309059407-3.4801979208011273j),(-18.153751190536468-8.325753053976342j),(-6.081175845457324+4.259913501213058j),(-10.562669596651801+0.30622046761887844j)
(3.0623118323626386-6.5524833668209j),(-3.7157592314644603+9.219587364698725j),(-9.315672111188519+21.71492224860786j),(-19.098668115441342+21.5846137168589j)
(6.113788270881628+7.455718393200461j),(12.891040402192175+5.463973394930659j),(-43.213514672182214-9.473261912599845j),(-37.59663977357525-31.562294979491732j)
(-18.70776932939134-7.483592735577824j),(-14.473714377361262+1.3109551999249995j),(-15.165631108853063-7.3745479192922705j),(-25.04398580025395+4.958280504489707j)
(2.811108670303952+14.965280251451848j),(-4.064157365555047+5.745990978878186j),(-31.48515067188248+24.956208216757723j),(-26.57913845137125+7.883356743592415j)
(1.3197844403902081-8.705609659204946j),(18.021449438024092+16.063410380507765j),(-29.728244529430867-5.67150710862977j),(-29.324069987995813-0.9096363493027209j)
(-20.747147562858686+9.624752766195263j),(-11.716677096364265-17.058033876777706j),(14.451711309577377-20.821449515587293j),(8.140374636154206-13.712754842884072j)
(17.526545954819994-12.030149954256778j),(-9.020782939448623-16.182467564337017j),(-17.10808117044212+6.039129605229197j),(-40.032734560420295+6.880127944537451j)
(-17.958266270175727+28.006983846374986j),(5.04440815986959+12.85689129709066j),(-10.348378722263305-56.35726035800962j),(-17.480896640822493-76.89716926931233j)
(24.075850024450233+6.050514312891761j),(22.648334568792166-1.97158163434107j),(-17.878594331163413+33.215637267259844j),(-43.8624517957428+39.24269550692271j)
(-23.201802893985132+10.586040779307364j),(25.718211260785893+5.289298673111342j),(-57.939615742425076-55.92973932638915j),(-67.54457482906878-77.08487199450275j)
