(9457+0j),(10953+0j),(14505+0j),(15079+0j)
(-2.1501186179011125-12.674756870499177j),(0.5767704065705304-12.162774260304538j),(-20.020675133275248+2.036038533035975j),(-30.56103321346919+5.6605196948779595j)
(4.287275530500467+3.732551122637108j),(10.698011105594745-25.71072623238386j),(9.527125357026268+28.84282941525985j),(5.898027760709953+46.04406028330198j)
(-6.452497780780171+13.60847621181935j),(-7.660901101227161-13.204392829904789j),(0.8060331635731428+16.52806242700022j),(-7.2496133099288596+26.103336006383607j)
(1.29464160015994+14.271832957457825j),(-9.913467043586532-9.519113219852844j),(8.469150651005277-1.9319837836567215j),(18.136578515183515+17.333886778970363j)
(-8.781152949374533+12.535248136990806j),(-14.899186938124421+7.020666878068756j),(3.809016994374957-10.547378391823628j),(14.163118960624587-2.1266270208801217j)
(-0.32283750966743874+12.059851901461986j),(-13.529108186886981-10.250547591492335j),(-22.505438390057257-6.388827472685j),(-18.045489609894826-8.38307726032363j)
(5.308192744375285-7.440096647383981j),(-6.650448776098065+11.951724181403028j),(-10.018817864599015+20.859971585223953j),(9.142425852669652-2.4178842961470792j)
(8.26172760629872+2.6282300677087873j),(-12.505445157967443+4.522457582104973j),(0.2592935104869576+10.515013008026056j),(-2.8806355448037895+14.508680288343793j)
(11.464354327197745+0.13631960146509314j),(-5.104111536929288+11.294032180818448j),(8.451420449221722+11.960262018355605j),(11.57128273688587+2.1546107640213883j)
(3.809016994374815-0.3102707008666976j),(-19.39918693812433-11.808705608985445j),(1.5450849718745303-12.535248136990806j),(-5.5729490168751+15.698688386742965j)
(12.146717733492135-4.687948656081964j),(-0.624021981356333+10.27600789207626j),(2.8958791196572875+0.5926320982024453j),(-6.356707177189167+3.3089109275577626j)
(4.0013067888910525-7.566698406331271j),(-28.160685545236717-8.797956061391384j),(-8.247264600666494-2.953114765600718j),(5.739750292608814+3.620171221985302j)
(-15.125228740724099-6.12797929186747j),(-10.962061918098769-0.7932330309946574j),(-7.746324334988984+6.131473414426411j),(-2.270846182642763+9.31936812978281j)
(-16.58548297315876-14.867773372711001j),(-7.80631951793434-2.812814890830103j),(-3.0804913287959756+14.473056916102442j),(0.8598797303386618+14.160881996175586j)
(1.2811529493745244+5.39606839690423j),(-2.6008130618755807-5.653338534634938j),(2.690983005625057-0.05300056313599111j),(6.336881039375342-1.314327780297939j)
(-14.171363747326303-6.982672673095829j),(0.41662758947086775+11.645794748179036j),(17.054631061221077+3.3132776253069234j),(-0.607919792060958+5.066024369465763j)
(-8.181434625759241+7.836142667618261j),(0.544665405915786+6.843351818183772j),(1.2586252905254052-16.61407365207937j),(-2.0383753195433743-9.980102702875485j)
(-18.23072411615154+18.222904463460868j),(-3.766450160286273+20.435488188759948j),(-5.001716489492473-3.6330632617791707j),(2.1913107288736127-5.895840464609893j)
(-11.680182651556612+10.842825876718969j),(-8.298454105727888-3.3505308954024775j),(-3.6425737853718125+4.2087553863442535j),(-3.4185255781362898-1.2864349861489317j)
(2.6909830056249575+9.008536623235967j),(-7.1008130618756695+8.473751934079477j),(-4.04508497187453+5.396068396904223j),(-8.927050983124673-12.64124926326277j)
(2.3544841243920507+21.770212103276023j),(-11.55018278255702+1.7072752478215882j),(6.951204265392262+5.152351551958873j),(1.629728316284567-0.6720488173050484j)
(11.315669106085798+38.95112955929112j),(15.644399814146402+15.546514889909293j),(12.50764719452038-2.9255608389715366j),(3.6868016782353448-4.1317009711962145j)
(19.81571348726401+3.5486842046828952j),(-0.2712536104917912-1.6168461512930872j),(-6.434771170134761-0.08629396094341857j),(-7.94833612493044+6.7325571439423335j)
(22.64978771436806+14.489898428006429j),(23.92243710268655-0.2736696613777392j),(3.517063034752237+0.8943646475014333j),(-2.478303759190897+1.1490798501090151j)
(125+3.1086244689504383e-15j),(35+4.440892098500626e-16j),(717+9.325873406851315e-15j),(859+3.530509218307998e-14j)
(22.64978771436806-14.489898428006425j),(23.922437102686555+0.27366966137773985j),(3.517063034752233-0.8943646475014342j),(-2.4783037591909-1.1490798501090156j)
(19.81571348726402-3.5486842046828952j),(-0.2712536104917911+1.6168461512930863j),(-6.434771170134761+0.08629396094341946j),(-7.948336124930368-6.732557143942364j)
(11.3156691060858-38.95112955929112j),(15.6443998141464-15.546514889909293j),(12.507647194520386+2.9255608389715375j),(3.6868016782353434+4.131700971196214j)
(2.354484124392055-21.770212103276027j),(-11.55018278255702-1.7072752478215873j),(6.951204265392299-5.152351551958867j),(1.6297283162846048+0.6720488173050434j)
