(8296+0j),(14942+0j),(41414+0j),(42185+0j)
(15.243504419233414-19.208993211997928j),(-28.30736156066405-80.2767987983269j),(-67.65539075044734+107.83042721440822j),(141.8942385075145+432.1762148422905j)
(18.25441144996498-62.31226207825431j),(93.86485309583134-56.85007367986573j),(-46.81828291261781+56.834684549840176j),(-59.698672261642+161.4513554115j)
(92.83320128156657+14.38316370702392j),(55.45280920356543-73.44989237832837j),(-8.108628363862465-97.64509176252874j),(-59.59289019926325-296.9713960357601j)
(-17.02255231072546-34.64509058120544j),(36.409116431076+12.415574763612469j),(-85.2518319894047-8.201490162305074j),(-59.53625445469197-62.25567728046808j)
(42.90601910668293+4.1406829396186176j),(21.586846902757195-8.798370312392784j),(-22.92058198073088-105.7128618888953j),(92.07845611306931-101.97849575068648j)
(14.947667853202365+34.46104682539362j),(33.84242146630317-5.502415900725838j),(4.761604869172995-59.32858016288585j),(167.0443721475779-351.1633382116314j)
(31.818292527338144-25.672164109194064j),(31.45643951121565-41.078185822991784j),(-190.7803581961789-155.85416661253203j),(230.96982937639314+4.2233856226407624j)
(8.429188466195786-42.044455640211304j),(53.31383483290085-7.391182901440999j),(46.99850983703978+84.62950879131361j),(-23.580650885651153-103.06303246131773j)
(25.470397548138315+53.46602231337728j),(36.022662762938246-15.808269017780916j),(91.52021367325659+75.83719184231302j),(179.00024619552644-373.80076519514125j)
(-25.596477096453505+24.14459222134669j),(28.85660418401406-19.03843959971981j),(158.78447074112609+16.5005666793904j),(327.0724290127645-1047.2183430865266j)
(15.706364453216317-13.677790123009743j),(-52.3151283365888-20.255565894327844j),(-43.562727849407025-50.80742253453627j),(337.1449732955616+36.80378133584955j)
(50.435951436064784+22.4364372110103j),(10.665120720987908+63.509962085480986j),(25.33019233587249+29.492502678993098j),(357.7362880881791-299.39064057725693j)
(10.88097861987478+32.10674631694052j),(61.83640438288042+4.725768553466182j),(34.55875660143873+137.4590610241656j),(558.4549088190697-493.33643274220424j)
