28.0,183.0,527.0,661.0
35.0,195.0,528.0,662.0
27.0,182.0,528.0,661.0
36.0,193.0,595.0,297.0
29.0,185.0,528.0,665.0
37.0,197.0,528.0,662.0
28.0,185.0,528.0,661.0
35.0,194.0,528.0,661.0
29.0,182.0,597.0,300.0
35.0,197.0,527.0,663.0
27.0,184.0,528.0,659.0
34.0,194.0,528.0,662.0
25.0,183.0,595.0,298.0
33.0,194.0,528.0,661.0
35.0,183.0,528.0,661.0
35.0,196.0,528.0,659.0
134.0,182.0,483.0,623.0
36.0,195.0,595.0,298.0
29.0,187.0,527.0,661.0
35.0,196.0,527.0,659.0
29.0,183.0,528.0,661.0
38.0,197.0,593.0,295.0
30.0,185.0,528.0,662.0
38.0,196.0,528.0,663.0
30.0,184.0,528.0,661.0
144.0,194.0,474.0,487.0
32.0,186.0,592.0,293.0
38.0,192.0,528.0,661.0
29.0,186.0,528.0,662.0
32.0,198.0,528.0,662.0
30.0,187.0,597.0,300.0
38.0,194.0,528.0,661.0
29.0,186.0,528.0,661.0
35.0,196.0,528.0,661.0
30.0,183.0,595.0,297.0
34.0,188.0,527.0,663.0
29.0,186.0,528.0,662.0
35.0,194.0,528.0,663.0
29.0,186.0,528.0,656.0
33.0,195.0,595.0,295.0
28.0,186.0,528.0,660.0
33.0,195.0,528.0,661.0
27.0,187.0,528.0,660.0
33.0,195.0,593.0,295.0
29.0,189.0,528.0,662.0
35.0,194.0,528.0,662.0
26.0,183.0,528.0,662.0
144.0,194.0,480.0,571.0
28.0,187.0,593.0,291.0
35.0,194.0,528.0,663.0
29.0,185.0,528.0,659.0
35.0,196.0,528.0,659.0
29.0,186.0,594.0,295.0
35.0,195.0,528.0,661.0
30.0,183.0,528.0,661.0
35.0,195.0,528.0,659.0
26.0,185.0,597.0,298.0
35.0,195.0,528.0,661.0
27.0,183.0,528.0,663.0
33.0,193.0,528.0,659.0
27.0,183.0,528.0,659.0
35.0,195.0,596.0,299.0
26.0,183.0,528.0,661.0
35.0,193.0,528.0,661.0
26.0,183.0,528.0,660.0
33.0,194.0,595.0,301.0
