(2245+0j),(7851+0j),(23652+0j),(25084+0j)
(-112.21900747771866+68.77671098155807j),(-50.760268305086804+7.294786302564047j),(-8.861967019580392+69.24161525017273j),(-7.1711119867370705+135.31852119526025j)
(-150.70647411968903+23.17716903260122j),(-22.51638207666076-30.533655067397866j),(45.45806108629566+26.241757630375517j),(165.8685363028996-99.11930973987955j)
(-5.366708232270668+14.633254599218104j),(1.5062607658549725+0.6536738008965806j),(4.211998652213138-59.33218793098739j),(-0.2946583438072041-137.36617755979898j)
(147.773145530396+9.668293636140843j),(-13.364240341405548-10.694029202417571j),(-111.87417004515873-19.24341070974065j),(176.19425672678608+126.91111199409235j)
(-16.97254907935981+21.519741119602283j),(-7.026356987049559-2.482975016602195j),(-8.953776889522235+69.14214319302971j),(7.895477750480817+140.77239422174185j)
(-159.71343973045546-6.970761275222925j),(8.226611027552902-8.812176791691364j),(14.841108169746786+62.08303526048604j),(374.925009359322-408.3786567267174j)
(2.583112924448237-0.6015845325010218j),(22.178087223416604-13.72930547290724j),(-8.482363588985994-55.32800497149491j),(-9.45049844851897-125.91685165566827j)
(163.04118311810066+5.388776388041147j),(-11.161720791550351-7.589030917713299j),(-118.68013962643317-36.23603991201672j),(206.45928357349612+237.93141887053133j)
(1.8444046228385709+3.578102738127732j),(-11.017522837536452+11.304803989478128j),(4.0459480423271295+62.49225689916533j),(11.088714424283609+137.82420199337653j)
(-154.29752846793104+14.206467793573953j),(7.890416407299183+5.451555392259154j),(-367.06933726882517+466.8244039953351j),(2357.2883735348905-2512.50187219909j)
(2.0000000000000018+5.000000000000005j),(3.000000000000005-16.000000000000004j),(-4.999999999999999-55.00000000000001j),(5-133.00000000000003j)
(155.13452687775253-0.5765849489257238j),(-11.688310482314819+4.6510682945590105j),(-118.97731989335489-82.66542704955057j),(213.61359076109693+414.96131800140637j)
(0.15463279736665037+6.458313788232861j),(-8.24383481722202+14.231915301826515j),(-3.9690902763068596+58.39773636567418j),(6.491357479751139+131.28773102041595j)
(-163.11947928237961+10.460577879182711j),(0.33914294335741957+3.274083838161433j),(266.31054962678377-147.2841361484538j),(-1059.4532618042285+767.3106402580811j)
(-16.476643095183082-1.428540738291629j),(-3.9722315144122087+1.3446101400752752j),(-2.744131836152448-48.30178332549576j),(2.681812746548383-134.72324329375314j)
(143.74282730577372-3.4035130179650372j),(9.34962328922768+5.3785085184133505j),(-119.68440425664699-143.40809334917088j),(189.56555847275968+792.674130658823j)
(-4.104910425002615+3.7749484424016924j),(8.30038299858081+8.292885335754171j),(-4.156808437346075+54.69330581295081j),(7.789150593828055+114.10563380524641j)
(-168.6630783995447+4.9223882558959495j),(-4.439788301548736-7.606074364806384j),(199.95961838599888-30.81681298768195j),(-637.128657392883+233.5470160579565j)
(-7.435207216605543-5.61492008836419j),(-6.198499392475484+7.029295957991818j),(-7.197714915304704-62.354040823447384j),(-4.337518925041485-129.6179053050193j)
(159.80831716797726-5.274356466742034j),(17.36464832604355-5.266266133090388j),(-109.28396617840497-469.16887843123385j),(196.6673104658613+2500.2644433566406j)
(12.992875181486912+6.880392170138625j),(19.23398286593014-4.343141486964228j),(-2.892093731341558+54.716925427581764j),(-8.692725290787276+132.06733994971924j)
(207.00000000000003-3.552713678800501e-15j),(483+4.440892098500626e-15j),(198+0j),(-566+1.4210854715202004e-14j)
(12.992875181486912-6.880392170138624j),(19.23398286593014+4.343141486964233j),(-2.8920937313415584-54.71692542758175j),(-8.692725290787278-132.06733994971927j)
(159.80831716797726+5.274356466742034j),(17.36464832604355+5.266266133090388j),(-109.28396617840497+469.16887843123385j),(196.6673104658613-2500.2644433566406j)
(-7.435207216605541+5.614920088364191j),(-6.198499392475484-7.029295957991817j),(-7.197714915304705+62.3540408234474j),(-4.337518925041485+129.61790530501926j)
(-168.66307839954467-4.9223882558959495j),(-4.4397883015487025+7.606074364806381j),(199.9596183859989+30.816812987681985j),(-637.1286573928833-233.5470160579565j)
(-4.104910425002611-3.7749484424016946j),(8.300382998580812-8.292885335754171j),(-4.156808437346074-54.693305812950804j),(7.789150593828054-114.10563380524644j)
(143.74282730577372+3.4035130179650372j),(9.34962328922768-5.3785085184133505j),(-119.68440425664699+143.40809334917088j),(189.56555847275968-792.674130658823j)
(-16.476643095183093+1.4285407382916322j),(-3.972231514412209-1.3446101400752744j),(-2.744131836152449+48.30178332549576j),(2.6818127465483856+134.72324329375311j)
(-163.11947928237964-10.460577879182706j),(0.3391429433574107-3.27408383816144j),(266.31054962678377+147.28413614845377j),(-1059.4532618042288-767.3106402580808j)
(0.15463279736665658-6.458313788232855j),(-8.243834817222016-14.231915301826518j),(-3.969090276306859-58.39773636567417j),(6.491357479751142-131.28773102041595j)
(155.13452687775253+0.5765849489257238j),(-11.688310482314819-4.6510682945590105j),(-118.97731989335489+82.66542704955057j),(213.61359076109693-414.96131800140637j)
(1.9999999999999947-4.999999999999993j),(3.0000000000000004+16j),(-5+55j),(5.000000000000002+133j)
(-154.29752846793107-14.206467793573957j),(7.8904164072992025-5.4515553922591575j),(-367.06933726882517-466.8244039953351j),(2357.28837353489+2512.5018721990896j)
(1.84440462283857-3.5781027381277357j),(-11.017522837536458-11.304803989478128j),(4.045948042327129-62.49225689916534j),(11.088714424283607-137.82420199337653j)
(163.04118311810066-5.388776388041147j),(-11.161720791550351+7.589030917713299j),(-118.68013962643317+36.23603991201672j),(206.45928357349612-237.93141887053133j)
(2.5831129244482476+0.6015845325010223j),(22.178087223416604+13.729305472907239j),(-8.482363588985995+55.3280049714949j),(-9.450498448518967+125.9168516556683j)
(-159.7134397304555+6.970761275222926j),(8.22661102755289+8.812176791691368j),(14.841108169746803-62.08303526048604j),(374.9250093593221+408.3786567267173j)
(-16.972549079359815-21.51974111960228j),(-7.0263569870495655+2.482975016602194j),(-8.953776889522235-69.14214319302974j),(7.8954777504808185-140.77239422174185j)
(147.773145530396-9.668293636140843j),(-13.364240341405548+10.694029202417571j),(-111.87417004515873+19.24341070974065j),(176.19425672678608-126.91111199409235j)
(-5.366708232270668-14.633254599218102j),(1.5062607658549725-0.6536738008965806j),(4.211998652213139+59.33218793098737j),(-0.29465834380720324+137.366177559799j)
(-150.70647411968903-23.177169032601228j),(-22.516382076660765+30.533655067397866j),(45.458061086295686-26.241757630375503j),(165.8685363028996+99.11930973987967j)
(-112.21900747771866-68.77671098155807j),(-50.760268305086804-7.294786302564043j),(-8.861967019580394-69.24161525017274j),(-7.171111986737072-135.31852119526025j)
