(7497+0j),(20545+0j),(61378+0j),(65079+0j)
(-234.0030068432824+320.85685828868844j),(-24.956289582664137-2.9021552038771947j),(-30.956126436140806+68.08169186548879j),(-98.60525850383311+110.57258565236101j)
(89.95467702247201+158.84150550098514j),(-6.739692779027366+9.185723821161426j),(-74.13602954947834+71.68154413768555j),(-356.31169698347696+126.46415289947845j)
(37.29794117617398+54.542800826440626j),(-24.150470368830874+28.990111350580797j),(-21.582724223916642+11.470184556805558j),(-31.17804195569875-15.68593425798877j)
(215.41760223387604+157.23071818256847j),(13.179829007169602+4.0193694871628844j),(-136.15915038320583-66.22256515946108j),(-526.2157546351585+54.07024648651566j)
(20.545124660822548-91.96133242837976j),(9.642210539155329-13.525283043166796j),(29.093717967315936+67.23061918675177j),(109.200279595961+68.9671897525283j)
(112.59538275344346-141.13417988457823j),(5.725825527614234+4.517426651317345j),(-89.96312867089364+72.13644085241373j),(-99.97133274564567+186.1933936022703j)
(-91.809661980275+101.32483255290516j),(-21.408241324583937-13.989755951175812j),(99.18183541199501-38.916476210737926j),(115.13770259020986-91.72186991035493j)
(33.25710208942+61.77425988717406j),(-17.544830137712033-1.0045030176090637j),(-1.1656297427513636-34.81437811194372j),(-202.69162738532827+12.679666531198492j)
(-43.32295637348544-91.36954805904605j),(7.033341896837216-6.482399828777483j),(34.84250574140911+121.94366104934232j),(242.43583088885077-154.53894273293946j)
(21.486383951557237-27.552985088782336j),(-8.084558566726713+16.670561787293813j),(-72.33200810864427+60.244945388739424j),(113.78771638389196-77.61461217930983j)
(-283.9691022446169+45.567209029549645j),(-17.667294444912837-1.66361145811896j),(373.935346349587+3.6685048069571025j),(-506.88953743222413-125.7193785109633j)
(-91.45869436540852-4.475932021659243j),(-3.2036287595806243-6.370546532472362j),(115.90429252719514+20.748615847962753j),(-239.14731337661306-150.32536146769212j)
(-67.49495159147786+24.18307243562577j),(-11.457034213532017+11.165418206299716j),(108.33206391611088+68.64977306961563j),(39.49107873591396-432.0126253449953j)
(-65.93200014139859+3.821414734201044j),(-7.992992341021103-6.2282458918369725j),(68.20711169182925+40.03980206526952j),(-142.24142894123818-222.28453827080403j)
(-314.26527541908433-73.78012252361299j),(4.815983764399586-7.415578983480655j),(114.42235058525597+212.29491623478788j),(1128.5732672401778-821.3169423889503j)
(-62.824861290483184+47.79115191220173j),(-9.16362865787108-10.103716986028978j),(66.20207422428203+24.166050453058336j),(-168.52283313092568-276.03660009011026j)
(-119.01601504924426+130.63461863792037j),(-7.53345901635357+12.92460906482999j),(179.38643488531596-2.8356606985655617j),(-166.15275489674605-533.250063123429j)
(-49.04582561198026-38.66720639234136j),(-11.724730518753859+10.6935568616587j),(20.771485687795575+73.82387913540026j),(-105.62176763615298-264.4714183424029j)
(-140-109.11920087683924j),(-5.999999999999995+13.856406460551016j),(91.49999999999997+212.1762239271875j),(302.99999999999994-606.2177826491069j)
(-14.069045252500985+75.32336349561696j),(-20.248811986411308-3.699946604057582j),(23.762542880858625-43.62743881752634j),(-271.3060196692742-154.3533214531075j)
(-111.10128946158608+98.90493278430034j),(-3.0711081266688893-11.800639288927847j),(211.56354210482132-25.367089685889823j),(-291.64332314176465-316.6865583092149j)
(156.9407095023597-59.41197169895119j),(-14.614152295839403+12.328904778827056j),(-263.3258782032397+117.85660120161022j),(457.6237064416884-474.4624828096623j)
(45.87763775494332-33.61685086546349j),(0.5985682374739021+3.2514912183155196j),(-103.21494848270353+159.62448175858302j),(487.2595499542034-606.1925807594798j)
(11.779441820641978+35.22340792508374j),(-12.24817135752346-17.175946143166023j),(-167.89707141212057+28.83600939315692j),(577.1301644654031-334.36232131903915j)
