(1258+0j),(4702+0j),(14966+0j),(15937+0j)
(162.6907720987156+6.658281709457505j),(-9.578803007509787-38.96212073223454j),(-103.41272398380572-51.90026279703218j),(-106.41738140209755+55.891449942409544j)
(27.926223028664825+1.0623234837391422j),(-19.659129103197948+1.0674005791849446j),(-49.53657273509249-48.382459848455j),(53.85162420453909+176.04514507369197j)
(-32.387602219517625-93.13898982771903j),(-0.9281448027979282-24.893509524563548j),(-22.02176372274267+55.87796075999094j),(29.988640206488544+53.332070566498j)
(30.343807866659176-148.05169668034912j),(-24.039287187798436-23.66319073232397j),(-99.52428022486038+33.27998279790918j),(263.40648005176627+539.5371496861062j)
(96.91334570619705-120.01075257366875j),(5.540559113211716+7.591440941580732j),(-134.34376477794706+18.22685792953806j),(188.12507166704285+552.0652827929853j)
(79.53287791338275-48.58364962460365j),(7.956886480842083-20.711940554268146j),(33.388872827722864-259.3215281429966j),(-578.4899362313832+1709.2810126010722j)
(12-3.552713678800501e-15j),(-7-19j),(-139.00000000000003+143j),(727.0000000000001-642j)
(-72.14644206401664-37.149691943238686j),(17.104703442812024+1.8668289209733784j),(-9.765174963762547+138.60387757312492j),(487.76325957215977-434.4142298777451j)
(-88.54304029047191-111.62014719270883j),(12.215445188178535-14.805896658716557j),(162.88285549569318+184.5697261791523j),(-385.04706255803933-318.2678767537822j)
(-13.45910094204757-130.26511604404936j),(3.7022426223558433+0.6133306449363651j),(-95.35230009263037+177.8671769062343j),(732.6383120268441-223.58896855040803j)
(25.46414057880928-58.96020886433199j),(10.57556080271625+14.468318959100655j),(-44.75698191570385+91.98373608226512j),(260.5501110795562-86.73699829720272j)
(0.8026341973574063+39.68747281690238j),(14.934583744986071-5.921853944963048j),(-41.210544811377304-149.57492392331366j),(460.83026037607397+705.7084674200231j)
(-99.1376158737324+51.87341936486907j),(-3.824617293798786+9.751385883907464j),(245.65237890450612+139.96537553059787j),(-693.1993789929508-965.0937837123172j)
(134+0j),(324-8.881784197001252e-16j),(243.99999999999997-2.842170943040401e-14j),(-451.00000000000006+5.684341886080802e-14j)
(-99.1376158737324-51.8734193648691j),(-3.824617293798786-9.751385883907467j),(245.65237890450612-139.9653755305978j),(-693.1993789929509+965.0937837123172j)
(0.8026341973574063-39.68747281690238j),(14.934583744986071+5.921853944963048j),(-41.210544811377304+149.57492392331366j),(460.83026037607397-705.7084674200231j)
(25.46414057880928+58.96020886433197j),(10.575560802716248-14.468318959100653j),(-44.756981915703804-91.9837360822651j),(260.55011107955613+86.73699829720266j)
(-13.459100942047584+130.26511604404936j),(3.70224262235584-0.6133306449363713j),(-95.35230009263037-177.86717690623428j),(732.6383120268442+223.58896855040808j)
(-88.5430402904719+111.62014719270883j),(12.215445188178533+14.80589665871656j),(162.88285549569315-184.5697261791523j),(-385.0470625580392+318.26787675378233j)
(-72.14644206401664+37.149691943238686j),(17.104703442812024-1.8668289209733784j),(-9.765174963762547-138.60387757312492j),(487.76325957215977+434.4142298777451j)
(11.999999999999993-7.105427357601002e-15j),(-7+19j),(-139.00000000000003-142.99999999999997j),(727.0000000000001+642j)
(79.53287791338275+48.58364962460365j),(7.9568864808420905+20.71194055426815j),(33.38887282772288+259.32152814299667j),(-578.4899362313832-1709.2810126010722j)
(96.91334570619705+120.01075257366877j),(5.540559113211718-7.59144094158073j),(-134.34376477794706-18.226857929538077j),(188.1250716670428-552.0652827929852j)
(30.343807866659176+148.05169668034912j),(-24.039287187798436+23.66319073232397j),(-99.52428022486038-33.27998279790918j),(263.40648005176627-539.5371496861062j)
(-32.387602219517646+93.13898982771903j),(-0.928144802797926+24.89350952456355j),(-22.021763722742648-55.877960759990984j),(29.988640206488554-53.33207056649803j)
(27.92622302866482-1.0623234837391315j),(-19.659129103197916-1.0674005791849428j),(-49.53657273509248+48.38245984845496j),(53.851624204539235-176.04514507369197j)
(162.6907720987156-6.658281709457501j),(-9.578803007509787+38.96212073223454j),(-103.4127239838057+51.90026279703214j),(-106.4173814020977-55.89144994240945j)
