(32984+0j),(38364+0j),(67652+0j),(72446+0j)
(144.2514490459865+260.190544618565j),(120.77376531988695+265.61979283846364j),(-24.67314998431924-187.5786959895484j),(-49.32399729231519-333.90272259959596j)
(-100.3916496109662+22.830444074161875j),(-98.42325934398637+41.21848779941135j),(126.80577326531173+71.85489848666437j),(167.84058367992412+50.71092110412152j)
(75.97043992486643-32.175494196438144j),(68.90399861242207-61.56180574999429j),(-59.75285511357398+55.334242620942696j),(-115.71266043287892+56.12066288423029j)
(26.32626649841592+78.59380426208264j),(16.919244036685505+49.969747295548096j),(33.76147312571146-48.12720946683105j),(34.70631980201545-94.09041610136524j)
(23.563881953979223+5.607846438702148j),(17.583352801363525+17.50523579349202j),(30.75240271801592+43.752653634526084j),(43.361726546572584-5.236974995478652j)
(71.20914873442776+62.075826433630056j),(53.81350869047078+43.69424351843027j),(-38.77063448716103-17.036980769093557j),(-61.726394836697196-61.60169896622504j)
(-35.382509759490404+83.00218358332567j),(-28.920679380624733+53.59174307782582j),(83.46563509629686-22.006087460217437j),(53.387429822872036-77.82942465436389j)
(-25.6830245286395+48.42335646000606j),(5.9087595776459025+41.39813882172364j),(-24.10397509154839+25.622573492603824j),(-13.879161875029116+23.307575030029046j)
(27.037376277136275+60.26623488328646j),(66.75220370961674+60.90225981211509j),(-32.075239177631374-44.786631485644435j),(-46.44990745755564-79.96885654986485j)
(-1.1417243419648226+30.566812629247302j),(15.675211781655701+51.212840754489896j),(21.162888424165047-9.112212241074207j),(25.738377734208964-40.04138651466485j)
(6.213017454590933+20.47280246489826j),(39.84903583047715+16.79083878649363j),(-17.246581785672277+1.1457426695326127j),(-25.03467497774475-12.567948761041634j)
(10.150375530530049+55.32483873979571j),(3.787518877771248+61.462944342771884j),(5.7022575980797825-2.5201077302196353j),(21.77235438868891-13.165365181541603j)
(15.1013240151227-7.491544795433001j),(45.444113575779525+24.760515148634042j),(-11.408507989615249+24.506036370752057j),(-20.25136472081489-0.5645852648684411j)
(6.181638826239578+16.61007838755496j),(16.578976751612117+26.570984624045348j),(9.060842308186693-40.15568013216853j),(-2.5304946602118434-40.37236104699147j)
(-8.047100553676168+9.826392588761173j),(-55.55060174256796-10.237049708473391j),(66.65685440694915-8.696199897858403j),(53.62588079699802+7.08464646957035j)
(-9.931936606541992+0.363240341719667j),(-10.789174919520413+21.39922398500167j),(-4.697894646201706-0.1505404382226141j),(20.053431690970996-11.835044244944559j)
(16.806099353151293+22.27392306377843j),(-23.55740488628662+34.31795497792446j),(-2.1238358342642574-33.452315620118775j),(13.686958831621496-45.561603226659756j)
(4.575571298199408+25.47400989269625j),(-2.9450122044883074-0.6512342661693857j),(34.43040658611405-6.688935073849944j),(52.51221750548565-20.860964638288717j)
(19.622647206412196+17.21217675205179j),(-6.931637698820069+28.74338584010768j),(31.975728104294973-15.561703532803575j),(21.44060903289452-15.527786335180167j)
(-20.620500530259285+6.108739093254812j),(-13.876240789498217+25.165858486574457j),(50.39282442941806+6.5490747821205755j),(36.224912846490014+5.628997194123135j)
(19.099640780370464+10.058159176250093j),(2.157886904411498+8.585897954930578j),(29.556519230834965+21.907622505870947j),(3.3236751071499384-1.3206756164068416j)
(-0.17828287843984825+32.25281137641254j),(12.279145026339835+21.94712566233862j),(-8.050742711675476-9.163077445283477j),(-18.19678638989484-2.202626246301506j)
(0.026677489494600692+15.823803976509915j),(-11.460351450244682-13.183378132934598j),(6.939590025904364-2.4203051574468466j),(32.580662670012714+0.0581586338603568j)
(-11.849590036707006-2.9660203849765345j),(5.380827735970766+4.515351697132651j),(-16.321746215069176-7.548387190538493j),(0.35250386622636043-18.8663571032819j)
(-1.4605595971025807+17.600504571513397j),(6.676608885386669+9.382039790288875j),(36.20526814811455-22.119582296977214j),(22.214868103346728-25.197737308445802j)
(1.8875907365648832-12.649302904583177j),(1.6515068494552398+5.207204345659129j),(21.128348976576728-5.328543360654013j),(47.42395025827133+3.1433460331382053j)
