(13386+0j),(15121+0j),(28615+0j),(30615+0j)
(58.743876827877365-9.451761513083188j),(67.14386203275687-18.674707637203653j),(-7.082755181958291-16.206520899612432j),(-44.707231091841166-7.7246526809366385j)
(22.696291731966355-22.503013992867533j),(56.760101750016005+26.142127191571596j),(-18.72654025919583-9.1456941185059j),(-28.539463088160627-8.31455639340182j)
(34.97204351486566+30.666505330430578j),(24.54169582158215+28.7057354306204j),(16.803894676881516-22.464320174130837j),(-27.00220503691684-15.754060468060377j)
(17.871401551217055+3.8400284831573632j),(-5.479855247646866+15.695313231922718j),(-23.32773580879281+6.438671348053958j),(-23.52287907360889-3.0611120228685493j)
(-6.960540138140196+4.525976357389965j),(-7.961430681779435+5.379031707152581j),(-7.512740776855374-18.904939490715236j),(-21.792660486604568-15.395206775054366j)
(-24.39588060804722+0.9706504342422342j),(-1.3613442030762748+36.45474446969589j),(-19.754103212065722-13.116677985423811j),(-24.403039007267125+4.896852983235457j)
(6.758783557625975+13.041441919929367j),(-22.543663488553193+6.797616814350171j),(-48.33749456759506-5.412467388425377j),(-7.772633610156845-0.9428893177566202j)
(-14.684515538192036+15.888146419935053j),(-26.49062922731442+17.070767223037087j),(-8.319102483193857-3.7439963741362092j),(0.5814503610668833+1.9104084690052137j)
(-13.11148313069515+9.61371239857867j),(-34.69866280516978+5.167056170346166j),(-16.66406130413886+3.9796150865119113j),(-16.978788310309398-0.13415015328232727j)
(-17.816120932677+2.9862045660616037j),(0.8087360312281593-17.459407642511486j),(-19.55853360020439+6.142894907814513j),(-0.43616288475049814-6.7704232914352716j)
(-3.1318752150373967-12.088368434001335j),(-34.20292406275199+13.345250095942879j),(-21.907929487666443-6.02758712071908j),(-9.6399429083904-12.031148187826584j)
(-3.069365590412419+3.7269109569650976j),(-18.19973640292413+7.201927464522571j),(-8.052709945283043-12.876851907207358j),(3.4895692823509545+2.800128654414941j)
(2.7668894334674583-2.5320542058818036j),(-5.850855075327175-0.029375533887195715j),(-4.39881293399697+7.977255778802139j),(-1.0621953777054927-25.66422271017708j)
(-24.299819674052287+7.520159906348983j),(13.40623605032215+9.615866329551922j),(-5.56823353056825+15.891872760427987j),(-14.340275049801676-9.596474258376333j)
(-20.941872837213495+14.77911669514028j),(-6.9435413837256235+17.124627020559917j),(-11.533883874367463+1.8270947632832755j),(-18.440320950681517+4.393413993098161j)
(-20.34679486748909+6.666058240794302j),(-23.170144253726047-10.658229186771734j),(4.104862042088023-9.202554324812393j),(-20.073996390942384-21.450151262563477j)
