(2965+0j),(9110+0j),(31879+0j),(35239+0j)
(94.3331136779586+753.4164732527939j),(-27.26210186049739+1.236275717399609j),(764.3116880351995+1617.695377176541j),(1823.400926425136+2590.112520417532j)
(122.73102203362879+272.8332281645852j),(-37.70018565194554-17.926356224921285j),(-145.83657365171456+784.4164886558004j),(139.2683633189073+1661.5619969883846j)
(51.18807165712178+165.45419677415134j),(-22.384150632942237-23.508077946358533j),(-94.1695827409826+554.2604956732171j),(242.02651772120316+794.1345565036722j)
(-37.32466540788206+141.16529310093364j),(4.146181822218079-0.04841406273598281j),(-198.05868999482416+449.6814428906158j),(483.4005700887812+915.6571970206182j)
(43.13237074461455+12.624643241379886j),(-17.575281385595254+11.194897131082753j),(-384.54813913496105+296.0024016581858j),(101.73803346746354+598.2836765418779j)
(-144.14541117491473+117.29400654035567j),(-8.945375735066023+10.031021116766508j),(-51.976140959541226+149.67640479721334j),(154.4038039236666+477.15073529774253j)
(5.8363604668696105-0.20432364202989284j),(-21.787094929144022+4.363604078793131j),(-255.77663306598413+156.29667768819039j),(85.25644229475157+1092.819646189639j)
(-176.29774506159646+113.38538082643569j),(9.356556058850787+6.471076486632273j),(-71.07040325933337+121.5618770457848j),(-66.33251266835799-105.75639587976957j)
(-89.9818567869215+70.24126373209582j),(-22.00012141233333+17.801438046023055j),(-155.96585544277696+164.77894780783606j),(317.985804011651+229.90645491265244j)
(-100.60565002635663+63.67650438744738j),(-2.9531921801540753-28.037543452261215j),(-103.91792302918225+17.870728158320688j),(-131.95078016129878+367.79044882142085j)
(-135.38160016227516+196.22449137110087j),(-22.987029063096266-20.37913196722606j),(23.998636519170333-129.52796343152824j),(-57.81387123899478+398.1768129847914j)
(-73.09647958129872+28.476735869588964j),(2.3693337211622065-54.29419721513835j),(-109.76339425062315-41.43219842592495j),(106.35745836051683+931.1603789771032j)
(-76.55126728329263+253.50243248060153j),(-0.6822942740998705-0.24046419666033536j),(525.4973162437135+511.77125046564976j),(-2974.5508544438144-3489.6463810382556j)
(-32.77804178803316+54.73242966180344j),(-26.777312834567194-46.96601659165014j),(-76.54261366985045+201.45392711959246j),(27.11392673195602-386.03279840787025j)
(-53.655923159258634+191.45136044460943j),(1.4322494240441301-8.028571539562023j),(-97.53528247935265-156.12747406800446j),(-343.78064276791247+303.5281175392438j)
(5.631395197964398+139.5549393715572j),(-38.15180240503258-27.546305371613023j),(-87.44776878314255-85.25757145629322j),(38.5324880675381+168.89359813273987j)
(-39.654987959322895+41.20002078926177j),(15.858627442589613+2.073471200010708j),(-266.6446644690714-21.90000530533777j),(602.5435167936162+437.5087641791158j)
(60.97391005230733+180.09444107472964j),(-58.17675472123403-12.97660051072469j),(-392.9221247610078-341.15990119111405j),(1208.4363803590247+851.0098454679453j)
(-36.5-59.75575286112629j),(-13.000000000000004-48.497422611928585j),(59.500000000000014+77.07626093681503j),(-537.5000000000001+80.54036255195274j)
(74.70081052292596+95.16184901155512j),(-35.54225946228532-23.619318978907284j),(-70.93284526375119-227.32792274936324j),(-703.6738684873587+721.7121000022926j)
(-40.59917033968175-81.53949987463268j),(-1.3350640304543049-62.91697031896837j),(-42.72957453960794+89.65255621786636j),(187.75168205846603-223.77797823934043j)
(-10.146565478183753-42.046155434705696j),(-29.52931679445198-21.14057725397952j),(-184.99166564126008+42.48888475350178j),(358.68145010554036+10.399751306052053j)
(-23.810611318480788-48.47331074851832j),(-32.94936887534697-74.13846894708432j),(-89.0994495659807-47.59349307437831j),(13.633158126932472+86.07119267098032j)
(-187.546126503797-126.09193104680664j),(17.073655498596537-39.7317971859606j),(199.70008473836208+89.83375520638774j),(-707.3071179352089+165.73449753215408j)
(-22.81265174799752-83.26391714207784j),(-15.226072340836193-62.3739605845108j),(-34.871763085580994-139.43467780705487j),(-506.4652809984291+739.499293825347j)
(-262.45410496267885-136.42520804442046j),(-8.727509581106798-91.88874658437742j),(31.444363542117387+671.8835870352582j),(583.3365937969776-3094.9451131723426j)
(-74.63701416355651-123.90931743026567j),(-36.03377211177164-168.37454337088823j),(-165.13812956446702+196.66150443219132j),(309.62611426859706-612.8988661654042j)
(-180.5471814478619-416.6916251930718j),(6.989456314500985-582.9827495679784j),(99.48712827443617-28.404998209916243j),(-276.1183012193468-135.58483267535144j)
(-180.54718144786187+416.69162519307184j),(6.989456314500971+582.9827495679784j),(99.48712827443615+28.404998209916272j),(-276.1183012193467+135.58483267535138j)
(-74.63701416355651+123.90931743026567j),(-36.03377211177164+168.37454337088823j),(-165.13812956446702-196.66150443219132j),(309.62611426859706+612.8988661654042j)
(-262.4541049626789+136.4252080444205j),(-8.727509581106819+91.88874658437737j),(31.444363542117486-671.8835870352582j),(583.3365937969779+3094.9451131723426j)
(-22.81265174799755+83.2639171420779j),(-15.226072340836218+62.37396058451077j),(-34.87176308558105+139.4346778070549j),(-506.46528099842885-739.4992938253474j)
(-187.546126503797+126.09193104680664j),(17.073655498596537+39.7317971859606j),(199.70008473836208-89.83375520638774j),(-707.3071179352089-165.73449753215408j)
(-23.810611318480845+48.473310748518315j),(-32.94936887534695+74.1384689470843j),(-89.09944956598068+47.59349307437844j),(13.633158126932557-86.07119267098028j)
(-10.146565478183717+42.04615543470571j),(-29.529316794451976+21.1405772539795j),(-184.99166564126006-42.48888475350179j),(358.68145010554065-10.39975130605194j)
(-40.59917033968175+81.53949987463268j),(-1.3350640304543049+62.91697031896837j),(-42.72957453960794-89.65255621786636j),(187.75168205846603+223.77797823934043j)
(74.70081052292596-95.16184901155506j),(-35.54225946228534+23.619318978907298j),(-70.93284526375109+227.32792274936332j),(-703.6738684873592-721.7121000022925j)
(-36.499999999999986+59.75575286112625j),(-13.000000000000009+48.49742261192853j),(59.499999999999936-77.076260936815j),(-537.5-80.54036255195287j)
(60.97391005230733-180.09444107472964j),(-58.17675472123403+12.97660051072469j),(-392.9221247610078+341.15990119111405j),(1208.4363803590247-851.0098454679453j)
(-39.65498795932287-41.20002078926171j),(15.858627442589604-2.073471200010701j),(-266.6446644690715+21.900005305337977j),(602.5435167936163-437.5087641791156j)
(5.63139519796443-139.55493937155717j),(-38.15180240503259+27.546305371613006j),(-87.44776878314251+85.25757145629322j),(38.53248806753771-168.89359813273956j)
(-53.655923159258634-191.45136044460943j),(1.4322494240441301+8.028571539562023j),(-97.53528247935265+156.12747406800446j),(-343.78064276791247-303.5281175392438j)
(-32.77804178803315-54.732429661803394j),(-26.777312834567198+46.96601659165017j),(-76.54261366985048-201.45392711959252j),(27.11392673195654+386.0327984078705j)
(-76.55126728329266-253.5024324806015j),(-0.6822942740998688+0.24046419666031937j),(525.4973162437136-511.7712504656496j),(-2974.550854443814+3489.6463810382556j)
(-73.09647958129872-28.476735869588964j),(2.3693337211622065+54.29419721513835j),(-109.76339425062315+41.43219842592495j),(106.35745836051683-931.1603789771032j)
(-135.3816001622752-196.22449137110087j),(-22.98702906309627+20.379131967226066j),(23.998636519170304+129.52796343152835j),(-57.81387123899481-398.1768129847908j)
(-100.60565002635667-63.67650438744728j),(-2.9531921801540797+28.03754345226121j),(-103.91792302918222-17.870728158320645j),(-131.95078016129892-367.7904488214208j)
(-89.9818567869215-70.24126373209582j),(-22.00012141233333-17.801438046023055j),(-155.96585544277696-164.77894780783606j),(317.985804011651-229.90645491265244j)
(-176.29774506159646-113.38538082643569j),(9.356556058850789-6.471076486632253j),(-71.07040325933337-121.56187704578481j),(-66.33251266835798+105.75639587976985j)
(5.836360466869635+0.20432364202983422j),(-21.78709492914401-4.363604078793136j),(-255.776633065984-156.2966776881904j),(85.25644229475157-1092.8196461896384j)
(-144.14541117491473-117.29400654035567j),(-8.945375735066023-10.031021116766508j),(-51.976140959541226-149.67640479721334j),(154.4038039236666-477.15073529774253j)
(43.13237074461453-12.624643241379855j),(-17.575281385595257-11.194897131082733j),(-384.54813913496116-296.00240165818593j),(101.7380334674634-598.2836765418783j)
(-37.32466540788201-141.1652931009336j),(4.146181822218084+0.04841406273593929j),(-198.0586899948243-449.68144289061587j),(483.4005700887812-915.657197020618j)
(51.18807165712178-165.45419677415134j),(-22.384150632942237+23.508077946358533j),(-94.1695827409826-554.2604956732171j),(242.02651772120316-794.1345565036722j)
(122.73102203362882-272.8332281645852j),(-37.70018565194552+17.92635622492127j),(-145.8365736517146-784.4164886558004j),(139.268363318907-1661.561996988385j)
(94.33311367795861-753.4164732527939j),(-27.26210186049738-1.2362757173996126j),(764.3116880351995-1617.6953771765407j),(1823.4009264251358-2590.1125204175314j)
