(8686+0j),(10204+0j),(18187+0j),(19356+0j)
(12.994154998124172+24.964013610331484j),(5.849933840455982+6.85225407903433j),(11.942785650302206-2.943636261091628j),(20.69458404157439-11.018726861371592j)
(14.396730841621757-0.673536647960427j),(34.851157226902984+10.968711311887263j),(35.48180031577276-14.60875331350905j),(23.21940835184415-5.999570767689113j)
(20.292201925682548+2.5400843307227556j),(15.747903268418895+7.635086977900888j),(18.662272864522947-2.1949133392829046j),(-2.1348314654087517-9.153513374878495j)
(11.242092057635816-9.930867851262658j),(-26.52363037055288-0.8984126454573875j),(8.687204706662566-2.30869966505432j),(19.050139089294216-2.452615307361327j)
(-2.7160568327601533-9.524636693281153j),(-1.7620700378807177-32.250151561390815j),(12.211944380899304+2.3134187697783677j),(8.876797118031874-2.764733334505822j)
(1.6847973749771654-4.863258957259503j),(19.450705214305003+14.429004637900473j),(10.431681651441295+10.070778173396706j),(24.22290077166531+2.962873915638978j)
(-8.119823353174356-12.333127390665863j),(-10.284798218073895+28.800041462603907j),(13.712044828152075+6.302132848389592j),(20.6163329767143+11.65548505274623j)
(8.134130814893044+0.8225337400245074j),(-2.6180973974929724-6.1417109624085375j),(14.343865069810375-0.5619818449726246j),(21.559269769001734+8.518202823961957j)
(11.593032914994751+11.635804912489652j),(29.216350828662257-19.966917935349247j),(22.305882031051397+18.762925789575128j),(9.965965628907043-1.8738685011812883j)
(11.979470472656526+13.375674572945307j),(63.384041987579025+46.50097599950651j),(7.1033430599630565+10.962785733124639j),(21.08765318900684+22.580867612556766j)
(17.456360804402433+14.288792775000179j),(-21.112202237363192+11.669397434226973j),(12.929176818174234+11.207067029762396j),(13.818206070224317+9.2873647693472j)
(5.957985082392611+7.784855725127159j),(16.219562008233424-24.354175259347507j),(9.931259241709313+24.133730266968016j),(9.918111583645896+10.481541488222895j)
(12.953472521618151-0.7638355660639222j),(48.65315164532477+0.016170050704794825j),(22.68683569056508+3.5423732531726593j),(31.847507006756384+20.15246590636272j)
(18.75332592590052+3.101751875283985j),(36.511958513096545+13.886235487166076j),(-1.7139602522107564+19.47920728683342j),(14.370284926579208+17.7752984797745j)
(2.859723620445834-3.4197611643477774j),(-6.77409001963656+21.949674794823586j),(9.508926995461934+15.701595414862933j),(18.610313369445066+22.636297041768195j)
(11.068500971516938+5.355767858165312j),(13.916191218393575-8.778467603487712j),(15.364234318244954+19.963898501835022j),(20.919701054182138+13.727157336325853j)
(-1.4187842936201065+18.11554837719754j),(32.467852469125845+27.90489970850995j),(2.249256966823234+14.483109206996467j),(30.26170745859452+12.623012719207113j)
(4.411126307623135+10.683220874675579j),(15.84757264525581+18.03509627361354j),(7.841780260409905+25.704535955818923j),(18.35923210874762+26.939333592401713j)
(20.5+12.99038105676658j),(2.5+28.57883832488647j),(3.9999999999999956+27.712812921102064j),(25.499999999999993+23.38268590217988j)
(6.688857426402208+13.774454287497836j),(32.22440386596814-7.548124972075068j),(13.516687040602742+27.978641079587426j),(15.074132288210475+43.91889680947513j)
(13.673160915629467+3.6458108740576334j),(43.105668216083245+32.57659279681606j),(3.9489386179866415+28.668512938201655j),(21.78347281317349+41.25638420150496j)
(15.049834670567215+11.83777676754222j),(-0.6084793961244532+49.63227578574522j),(24.982470608407425+34.2911527926078j),(13.47161508580831+49.29715873021001j)
(3.279431291401517+26.200184612953016j),(-14.965203165531602+11.750108570109798j),(5.580158515004024+34.03349095765384j),(16.274977192221776+43.11880128572922j)
(0.2775692532305811+27.932349314725368j),(-11.651736551211968+24.78835547301375j),(21.49972659862334+58.744147050906705j),(20.900587683617346+62.86658472740163j)
(8.312014418680885+55.49540484021447j),(36.43863428242322+49.61420956394179j),(2.279398562917361+80.91740524688194j),(10.36396053676885+84.76919273206363j)
(2.5401208952437635+57.66872295289399j),(-11.406909042920931+102.45882771016709j),(13.60266831074324+97.9064426050841j),(11.37502876469247+111.20291718313861j)
(13.750402605024547+89.75141614168196j),(-26.661935610109566+100.71348331328963j),(26.869531738796724+174.27924646247752j),(13.874247506210935+196.27884278518474j)
(7.906166368889651+286.0543501321059j),(0.9840648166705357+343.7423745063232j),(18.540085409166164+523.879379235281j),(22.6186950804941+585.0389297094741j)
(7.90616636888966-286.05435013210587j),(0.9840648166705428-343.74237450632313j),(18.54008540916618-523.879379235281j),(22.61869508049412-585.0389297094741j)
(13.750402605024547-89.75141614168196j),(-26.661935610109566-100.71348331328963j),(26.869531738796724-174.27924646247752j),(13.874247506210935-196.27884278518474j)
(2.540120895243766-57.668722952894015j),(-11.406909042920915-102.4588277101671j),(13.602668310743223-97.90644260508415j),(11.375028764692482-111.2029171831386j)
(8.312014418680889-55.495404840214405j),(36.43863428242322-49.614209563941756j),(2.279398562917356-80.91740524688194j),(10.36396053676885-84.76919273206366j)
(0.2775692532305811-27.932349314725368j),(-11.651736551211968-24.78835547301375j),(21.49972659862334-58.744147050906705j),(20.900587683617346-62.86658472740163j)
(3.2794312914015107-26.20018461295303j),(-14.96520316553162-11.75010857010981j),(5.58015851500401-34.03349095765385j),(16.27497719222176-43.11880128572923j)
(15.049834670567211-11.837776767542227j),(-0.6084793961244461-49.63227578574522j),(24.982470608407425-34.29115279260779j),(13.471615085808306-49.29715873021003j)
(13.673160915629467-3.6458108740576334j),(43.105668216083245-32.57659279681606j),(3.9489386179866415-28.668512938201655j),(21.78347281317349-41.25638420150496j)
(6.688857426402225-13.774454287497818j),(32.22440386596815+7.548124972075083j),(13.516687040602767-27.978641079587444j),(15.074132288210471-43.91889680947509j)
(20.500000000000007-12.99038105676658j),(2.5000000000000036-28.578838324886465j),(3.999999999999993-27.712812921102042j),(25.499999999999993-23.382685902179844j)
(4.411126307623135-10.683220874675579j),(15.84757264525581-18.03509627361354j),(7.841780260409905-25.704535955818923j),(18.35923210874762-26.939333592401713j)
(-1.4187842936201012-18.11554837719755j),(32.46785246912584-27.904899708509937j),(2.2492569668232436-14.483109206996481j),(30.261707458594515-12.623012719207148j)
(11.068500971516944-5.3557678581653185j),(13.916191218393582+8.77846760348773j),(15.364234318244959-19.963898501835033j),(20.919701054182152-13.72715733632583j)
(2.859723620445834+3.4197611643477774j),(-6.77409001963656-21.949674794823586j),(9.508926995461934-15.701595414862933j),(18.610313369445066-22.636297041768195j)
(18.75332592590052-3.1017518752839974j),(36.51195851309656-13.88623548716609j),(-1.7139602522107609-19.479207286833454j),(14.370284926579192-17.77529847977454j)
(12.953472521618156+0.7638355660639267j),(48.65315164532477-0.016170050704779726j),(22.68683569056506-3.5423732531726486j),(31.847507006756363-20.152465906362693j)
(5.957985082392611-7.784855725127159j),(16.219562008233424+24.354175259347507j),(9.931259241709313-24.133730266968016j),(9.918111583645896-10.481541488222895j)
(17.456360804402426-14.288792775000179j),(-21.112202237363196-11.669397434226958j),(12.929176818174252-11.207067029762367j),(13.81820607022431-9.287364769347192j)
(11.97947047265653-13.375674572945332j),(63.384041987579025-46.50097599950651j),(7.103343059963058-10.962785733124626j),(21.08765318900685-22.58086761255678j)
(11.593032914994751-11.635804912489652j),(29.216350828662257+19.966917935349247j),(22.305882031051397-18.762925789575128j),(9.965965628907043+1.8738685011812883j)
(8.134130814893052-0.822533740024503j),(-2.6180973974929636+6.141710962408528j),(14.343865069810374+0.5619818449726051j),(21.559269769001713-8.518202823961955j)
(-8.119823353174358+12.333127390665858j),(-10.284798218073888-28.800041462603915j),(13.71204482815208-6.302132848389608j),(20.616332976714286-11.65548505274623j)
(1.6847973749771654+4.863258957259503j),(19.450705214305003-14.429004637900473j),(10.431681651441295-10.070778173396706j),(24.22290077166531-2.962873915638978j)
(-2.716056832760143+9.524636693281137j),(-1.7620700378807141+32.2501515613908j),(12.211944380899292-2.3134187697783855j),(8.876797118031877+2.7647333345057774j)
(11.242092057635812+9.930867851262676j),(-26.523630370552873+0.8984126454574062j),(8.687204706662557+2.3086996650543448j),(19.050139089294202+2.4526153073613406j)
(20.292201925682548-2.5400843307227556j),(15.747903268418895-7.635086977900888j),(18.662272864522947+2.1949133392829046j),(-2.1348314654087517+9.153513374878495j)
(14.39673084162174+0.6735366479604403j),(34.85115722690298-10.968711311887256j),(35.481800315772745+14.608753313509052j),(23.219408351844162+5.999570767689104j)
(12.994154998124174-24.964013610331484j),(5.8499338404559635-6.8522540790343545j),(11.942785650302191+2.943636261091635j),(20.694584041574384+11.018726861371567j)
