(11966+0j),(14647+0j),(34276+0j),(37975+0j)
(530.5144312768314+981.7327933939924j),(368.47452719716006+832.7917667078327j),(-2.2262897563650266-34.01725931481475j),(-215.82853029420204-314.33756991712374j)
(-31.754678744332637-444.79415127703993j),(15.187921912369347-332.15637184963475j),(6.015006139196885-22.126084082711788j),(4.9232780581373845+144.13120835233983j)
(196.4986631149425+200.8306812872779j),(155.29784165795684+200.68461506313383j),(-9.916263961932884-38.71162984324202j),(-53.95330506492161-41.30143264873834j)
(-168.936783448308-180.38477135621352j),(-120.08113685209923-188.5773312919654j),(-6.698699547345768-23.367861636996242j),(75.7571149020032+51.408335654053566j)
(197.5390033192362+187.3314527007183j),(187.61202127281567+140.62009773040793j),(-17.886105419674962-7.274407049404813j),(-43.11460515930503-45.79372665504035j)
(-154.2575622191398+83.67713960984219j),(-129.2114368908493+92.16743862124683j),(-22.38431030660422-2.693727207900814j),(53.9809149232733-53.968995794488855j)
(222.2792240092564-48.15381720868318j),(187.12579046546435-55.5076827368121j),(-9.696404668516603+25.85711151489831j),(-58.20794223974997+3.1480509860114196j)
(-44.87351598660257+125.05872025439966j),(-59.924120074955795+82.97883090707495j),(-0.24846016358742418+9.35151730635583j),(25.66830151535987-33.12920196268281j)
(-2.4271252501466165-66.68072014179243j),(-6.36386224169398-47.518142740543496j),(26.112516594021308+13.33064226134491j),(-15.178489993729865+12.940764590827177j)
(109.37152140487285+70.213995177167j),(56.84261680986356+48.75411746323555j),(31.21081750386429-22.14572229132738j),(-9.505899288199544-34.540633149265204j)
(78.78788445088855-99.67754024617525j),(73.88372318977503-66.795094214103j),(7.595653822073906-7.560383976152979j),(-21.220389953696024+42.15162256033898j)
(60.767365574709515+80.27796473279408j),(86.19990602893074+64.55629445976035j),(19.79370345551206-11.056901059314503j),(-18.843954391782972-45.380004977366404j)
(-51.678548497724094-30.26845707508251j),(-37.35185829999523-2.3442150474997803j),(-19.935186251687725-35.442720944309464j),(1.5547001458178098+18.961381508855112j)
(54.57178477430716+36.27428240530971j),(-19.63612754505175+35.43938819408671j),(-18.815085209948847-28.40817352160635j),(-13.106887708416025-10.621797879549804j)
(-19.123136227679755-67.80571523206925j),(19.512702453683126-70.23845968376195j),(-3.0959912384503507-6.10567813751436j),(3.7747543599046995+17.48540486571827j)
(121.16740847924763+2.6831913361277993j),(91.51687531570917-5.349596719317512j),(-3.848905874629736+7.7186581839930755j),(-39.17604901885693-21.45048355428078j)
(-41.25880725326597-49.87415843658451j),(-26.004845380501475-54.16175244169786j),(1.0712424620218566+5.260745429928333j),(-0.6543017795694261+10.05785145249932j)
(60.63520199085849-7.308859147967351j),(41.919539072528266-28.998397899304265j),(9.838636855944515+12.279869877675164j),(-26.258752674797734-2.8774972031779757j)
(-92.33504445867197+20.447528570786112j),(-71.70597594495294+40.60864658467957j),(28.509973062983505-13.097902015850426j),(15.810102710502424+0.7514058360864508j)
(15.391143481888435-45.268169878839224j),(-11.000678059812628-44.55011558890928j),(16.740687951477867+4.662681328349965j),(-6.2175197075364395+12.705225212824892j)
(9.424836608870237+17.577911811364743j),(-18.7425570169009+43.46915266302286j),(8.88136940984069+5.776991422804459j),(2.3896194325223874-3.1652380487265734j)
(-24.781542516259947-26.611604455581244j),(2.1040167049415004-65.45710611818339j),(21.05809812124585-5.485601173145795j),(-15.008325902923048+11.779060444175787j)
(59.287855999807064+24.453189517359228j),(16.818845168441754+42.76670551352464j),(-17.58337648943336-2.4351991752458906j),(-6.0990994023733975-5.740570227219575j)
(-59.3000686637921-12.72561588192842j),(5.103381366120459+15.302190189636416j),(8.61677756731649+0.8946311014607344j),(9.401000429586588+20.99594585954378j)
(29.889089363043162-1.1492733801353925j),(-7.60943122891451+2.2778993140002406j),(7.519887722806812+13.209512139536859j),(10.142842837512248+14.157785316040663j)
(-17.366821054308076-27.824979962109477j),(1.8889355376653327+5.920254426525047j),(-3.3145902660606907+16.03092405531574j),(-2.078227632408243-19.647371379664136j)
(47.440402400432966+9.047415442464192j),(-2.9550302411875418-5.1184183221120785j),(-1.8451621102076068+20.653862097344113j),(5.678660105092814+7.67340635259224j)
