(7380+0j),(11766+0j),(37969+0j),(40213+0j)
(338.1686090648665+119.44849882055692j),(13.885117184856199+24.76508182197505j),(2851.5770259187943+2379.425351175351j),(4467.8516087442795+3141.5112363812673j)
(-11.507844451660532+243.15948510922925j),(17.618884356285037+21.986351666519557j),(-885.0920013173089+1675.7626329242796j),(-808.7736763702916+2944.454457468514j)
(-42.58255890513803+87.8511763572397j),(16.455551883450198+23.210260331963365j),(-157.00791084786852+163.20156497944322j),(-310.24223825417937+224.2016996877917j)
(69.06520526287855+93.09545520754382j),(34.13282445351723+25.973401783523663j),(-154.3815316530954+522.0526084188741j),(-233.73375337735013+799.2457579324993j)
(26.93404403820631+55.007870198121715j),(-4.964326690975554+10.280853318259743j),(-187.83217810482415+270.70229275576156j),(-410.46839327202326+645.6552869743633j)
(19.51760525632065+30.509301381719784j),(14.560447808558422-7.262910354341477j),(-169.5398292204826+188.5799845759193j),(-92.30636385490538+305.3564353592461j)
(-33.71400333632715+80.0592801325014j),(17.34411275354927-0.620313794020273j),(90.61718278082697+127.28754070849942j),(-439.977517279566+572.9999983277421j)
(-37.98636934605196+57.29690697991899j),(33.54855850552019-7.050898826669833j),(34.092088376902325+82.95706806467821j),(-604.4485580580016-12.998247193924126j)
(4.964190476582644+75.19186699169829j),(13.969076033235353-4.069966517743744j),(61.18007491495371+73.927344744317j),(-639.1186369284036-273.73197396366294j)
(-3.9845907932476337-6.157271273280358j),(25.60374118569473+21.63823208876891j),(-83.89377927773035+165.6741221494936j),(61.45121165879982+594.4017492997749j)
(8.74882040772772+34.36256492940952j),(29.920569668546023+12.07201297696291j),(24.71529762390503+149.4820616276245j),(-20.337152863817096+184.37169052880435j)
(3.2838820869417304+46.12741007364715j),(14.520658524439+0.13171056388643976j),(65.9368508941559+192.96579768565124j),(128.95068391589064-153.5260474638335j)
(23.829484865195212+12.447655520645565j),(32.5041053926106+14.815797596701177j),(37.10544561352526-27.407762749220367j),(-310.4019691215947+269.0342426325255j)
(29.53124518914163+32.73038550835349j),(17.503685535157445+29.23401570549785j),(-70.34624750812986+290.12235425647293j),(-92.65697382659323-379.1490434338877j)
(11.403653646876592+2.942259044598j),(25.877524719752955+18.055226612604773j),(-370.20707848111897+201.31038129333797j),(980.5379113209573-136.14156980623775j)
(3.729805938882407-22.272082283218552j),(26.261532685908946+0.24031609347988692j),(-948.1245013192379+79.70689905953908j),(5456.231633601317+911.0570006597571j)
(13.820929957973846+52.52732752571176j),(21.836516581930795+26.84217378528617j),(-67.7486456886918+6.751682600287296j),(-161.15254974947936+122.02452588087473j)
(21.368467105985985+37.25648295530607j),(27.71184089535879+16.746142599189998j),(68.84396983321972+12.006945963804242j),(-400.7762087672045+64.46957317434065j)
(34.590133013454675+29.145098023013947j),(14.586778622912306+14.342669367024811j),(-152.17229516003636+9.882433000254988j),(-207.60769123732382+602.1024943223367j)
(-5.314715176967667-7.39133149370555j),(13.085293072916386+24.158348519104354j),(-64.48817312401047+229.09775815295998j),(-86.80996799762124+20.19316750868048j)
(31.32742964975661+4.374824396241152j),(23.999144362526266-2.9929299610053555j),(-7.3317140965220915+123.50531117773322j),(-64.40643142622616+214.59531190653544j)
(-0.9399907683127111+41.517106304540384j),(26.67607815672551+37.16488772089216j),(66.54362284185089+32.064147826873835j),(-498.9414439204319+324.2496360063402j)
(45.49862324630993+13.912827261353996j),(21.844805760916415+21.33364520893791j),(-565.4143761813284+163.20855596562825j),(1793.2111066966174-638.2636637484566j)
