(11618+0j),(22613+0j),(68749+0j),(67404+0j)
(296.41627953101863-351.3880052342372j),(-12.542260960929429-157.274333036414j),(4528.829538392745-1134.8996455564388j),(5107.30456984661-1127.3309804380635j)
(33.142617465579484-106.4111570398458j),(8.073226886281791+67.34418296919412j),(-835.1937283603444+513.7066391368496j),(-397.3121877212236+334.42265872602763j)
(-396.1313556082763+129.72859908396097j),(15.357560730802884+33.30198411908895j),(-1371.653241565838+1366.2078802894573j),(-2268.885823143758+1950.7090386938614j)
(260.5442517069769+68.45633314275024j),(71.52754150495144+87.33755950860879j),(138.6859442536455+38.65236690357448j),(-196.45043441358203+499.66924812226017j)
(40.570661189978125+45.284199275917274j),(72.43697333507987-1.193207269558038j),(-165.8166500355751-170.87249116118522j),(-455.61199668229443+123.70059903178657j)
(30.61595879940291+57.57456583113465j),(61.0086182082736+2.6113209618124262j),(-6.418520826769402+206.54123786905276j),(242.4180139811192+319.4422945362562j)
(2.8123574171192196+53.022436904362294j),(13.572492806004654-2.6456138078569964j),(154.86798003036853+197.37155697325093j),(37.229715723351546+114.11093132856354j)
(97.13077277420234+61.959239547779276j),(5.588298163675972+72.16451055061266j),(-97.79218214887806+172.28647208926927j),(-340.1426886096797+281.60471771444236j)
(-4.728709131788202+15.971216768615726j),(16.88345503489215+79.55217481513048j),(-50.89541963620813+187.59141828203238j),(-116.05740386020727+456.7900568543974j)
(53.806754378842655+89.72976259317288j),(80.36181617916496+18.77405169993696j),(178.64044072661073+100.08225304001814j),(165.51015585770625+484.2477991030409j)
(-13.92242005045059+48.594791688974624j),(15.360950570124725+9.415975209953237j),(331.56008755434607-93.73430756269107j),(463.27595221877453-313.845235366528j)
(41.851889786978376+59.04159223479101j),(-20.837102831561843-16.688188227622383j),(-39.52084995814676+85.90366935072073j),(-424.58746115115173+44.64359587419244j)
(28.389769696136256-129.65976510803335j),(-11.43331178144916+37.808653449795884j),(-176.6747156973537+494.2401210620343j),(133.64605416740164-183.77307876668874j)
(22.441136767035054+44.65967834464729j),(21.867567522290614+59.54027305252195j),(65.48774698181097+289.9353554568811j),(412.2193904549629+173.4150343235044j)
(65.47202950166553+9.568824423454203j),(31.94417004846774+7.165308407557774j),(109.58967958064432+38.64722627673905j),(132.21104457244792-210.7718355741158j)
(-133.54162438036883-68.45520536243566j),(-6.136465726028746-6.192846392491921j),(15.417275484327547+70.3757989329315j),(-231.44874752271062-192.8633163597423j)
(63.8908729652601+8.8664863476206j),(-18.26345596729059+10.606601717798213j),(-106.87867965644048+52.98632739476518j),(-220.8427124746188+223.7329726952408j)
(106.92502906748304-87.0840752268578j),(-41.363993712469416+9.561247421781971j),(-229.73469755518977+59.023192030343125j),(171.3698380910439+1590.5727656758004j)
(47.55449384552098-32.86571910800298j),(1.8836954987469943+6.573483587867216j),(-48.77821453266256+131.3311174470776j),(220.75128729613374-55.79887216517791j)
(-6.1458160696334545+27.227780872097988j),(-8.740101679860071-8.64520731011778j),(-13.864558678014685-62.78073999967691j),(-357.25253195622076+90.16946325860681j)
(33.87901002829201+12.8303967398856j),(-35.687559146865325+6.529534508806194j),(-65.36707086582186+56.57791251694745j),(-343.0346657112867+82.1230890918257j)
(-3.913181560513827+23.888107077410538j),(-8.16245259534-14.32333026776934j),(-159.0668617587762+41.771857988065136j),(90.30085273957181+89.00208588869856j)
(83.52656550583713-47.208262515329615j),(30.587514773656707+26.336739265423564j),(-185.57798057737665+96.99549859311885j),(291.03348249430144+354.1655406692267j)
(29.81662409094747+46.17458115851958j),(-7.5093345666539335-1.8125385328257497j),(31.987790494902583-52.06420254498513j),(-174.8587681410654-285.09198010602375j)
(49.64013905475998+21.0291948226088j),(-21.60599428005009-27.343632394934335j),(-52.11296920112619-77.23729501707376j),(-299.5994349010459+262.8263580041809j)
(-27.513280090838112-65.36426069164987j),(-14.392748449447772+37.47529144989193j),(130.53585766946577+284.94140349277586j),(-628.5901261187591-273.56845322037157j)
(-104.8822765281273-17.89182988167499j),(-17.53049828573984+24.67317560453111j),(120.33493635964777+198.6598625925583j),(-157.91275931309212-479.4715328287505j)
(-36.27677300867981+43.611323628009885j),(-23.64963851042286+2.573014143118197j),(171.90769234630838+161.61493429790644j),(-683.4858608320535-607.2529808210825j)
(5.988194598306041+81.97121984520078j),(31.7048237648314+3.6950929372392864j),(240.92265724400133+15.88948062533737j),(-1547.035195391459-536.7873675328012j)
(-4.704134843785347-41.50834567351727j),(-0.7724452784519507+8.022396944104422j),(114.70901011258293+122.27710172541964j),(-1782.1735452579228-230.51770146437798j)
(-42.05733215432456-47.62636770158286j),(-17.623557152725716-3.117671307567676j),(-1337.0749564114465-58.04891417344445j),(9084.061982591942+2704.927133012766j)
(-77.59984397230289-16.384903622898218j),(37.641845691233584+3.450418230926479j),(-319.30830703557285+122.51132775166195j),(2309.5299487414577-14.662968625004908j)
(30.29269290667461-44.079550981003585j),(11.05849258736337+39.98938336409479j),(-225.8524078391647-16.236083344141548j),(969.5909899606168+402.3159157357254j)
(-17+38.99999999999999j),(9.999999999999995+21j),(-112-50.999999999999986j),(290.00000000000034+584j)
(-6.661641908418151-59.16502953952114j),(14.345444578781958-5.9936697845226785j),(-245.56897850692636+179.68437868484392j),(689.8274332669308-10.735158300088756j)
(-3.010931281706089-158.5132265639869j),(23.383843101447027+23.19863925393483j),(-220.16127036311696+341.20340520861225j),(1554.0267138025629-395.072187602674j)
(22.3574840282812-4.935192144063329j),(11.982079655253974+9.112589782502422j),(-131.05802075073797+44.722062939019j),(394.7459144270215-106.0958951374104j)
(95.94131674601273+2.0436775685753723j),(0.7231195568992579+20.818184489994536j),(-385.071602592427+28.942867438631623j),(809.2876461418697+221.1468893664832j)
(-11.353928567703562+37.95427745647508j),(42.55540587140684+19.816460085035487j),(-56.82036155834206+70.34416998268891j),(242.82256713350296+158.51381775386307j)
(-1.771245001595048+7.169491941527237j),(-15.08102462896204+7.6841898481087485j),(-7.492293101211544+114.12862692651099j),(130.95010370304226-523.060163257689j)
(9.801538402169658-9.665393086196346j),(-11.77091013429092-8.344214166503594j),(-142.70638754897266+104.78441467558821j),(641.9957616157682-548.4987914178796j)
(104.66345747860571-16.635567313549718j),(-1.853734076839682+6.827805617353729j),(-347.1483710147663+4.736657305333939j),(625.9685959235273-217.21150600330182j)
(97.83300641669474+2.7761419079313807j),(-10.547792317139075+21.44379105974975j),(-376.9134707673379+259.13725712112216j),(1411.4298477827865-1052.334329904657j)
(-60.86110323090091+31.475466096276634j),(-2.0775987097216984-6.050070253649356j),(499.0742432556491-253.34012024030784j),(-1622.7732418502167+2285.434162203808j)
(-67.72164515311003+10.05081759607302j),(-9.492850374438524-10.743261821418344j),(342.17753503040643-272.44372718325405j),(-932.1939143803431+819.7784266493492j)
(38.73964970334341+1.2374187848504832j),(0.7640006821351513+35.070906952065286j),(-0.14594372830958946-179.2247259573706j),(-230.29002751401873+665.4277092979612j)
(20.103248165222904+33.2647923182256j),(-16.779257189319573-19.486336863211392j),(-121.06293493764883-122.14001450534388j),(102.2814966119538+835.7206004271077j)
(-35.86340961295241-24.408043487405315j),(11.56067473177336+6.2747976856959635j),(46.62997863424789+58.66619858883642j),(-142.60410598130056+604.9188984267621j)
