73.0,149.0,544.0,678.0
99.0,181.0,610.0,299.0
73.0,150.0,542.0,679.0
97.0,178.0,544.0,679.0
71.0,144.0,544.0,675.0
111.0,185.0,496.0,528.0
70.0,144.0,613.0,300.0
95.0,176.0,544.0,678.0
68.0,145.0,542.0,676.0
101.0,176.0,545.0,677.0
66.0,160.0,610.0,294.0
97.0,176.0,545.0,681.0
75.0,147.0,546.0,682.0
97.0,177.0,545.0,681.0
74.0,145.0,613.0,300.0
99.0,179.0,546.0,685.0
71.0,144.0,545.0,682.0
96.0,175.0,547.0,684.0
72.0,144.0,548.0,682.0
89.0,179.0,614.0,298.0
75.0,144.0,545.0,681.0
96.0,176.0,545.0,681.0
71.0,145.0,544.0,678.0
93.0,176.0,609.0,291.0
70.0,144.0,544.0,677.0
95.0,176.0,544.0,677.0
70.0,144.0,543.0,675.0
110.0,174.0,496.0,656.0
69.0,144.0,608.0,293.0
95.0,175.0,542.0,674.0
69.0,144.0,543.0,676.0
96.0,184.0,545.0,678.0
79.0,136.0,613.0,304.0
97.0,176.0,545.0,678.0
77.0,145.0,547.0,682.0
97.0,177.0,546.0,683.0
75.0,146.0,617.0,304.0
97.0,177.0,547.0,683.0
72.0,145.0,545.0,682.0
99.0,177.0,547.0,684.0
74.0,146.0,547.0,681.0
98.0,178.0,611.0,293.0
70.0,133.0,544.0,679.0
98.0,176.0,544.0,678.0
73.0,146.0,544.0,678.0
97.0,177.0,611.0,297.0
71.0,146.0,542.0,677.0
98.0,176.0,543.0,676.0
74.0,145.0,545.0,678.0
97.0,176.0,543.0,669.0
70.0,146.0,611.0,294.0
91.0,178.0,543.0,673.0
