(12992+0j),(14829+0j),(28035+0j),(30373+0j)
(-42.651107266648076+66.71270626592506j),(8.45378769190732+39.30609887412149j),(-18.89052099521402-77.21106067474726j),(-16.30299604489057-57.07739794386449j)
(66.29131657323342-83.15439991932729j),(45.800488980261434-92.31929496780904j),(-18.4010092122503-10.883954564348336j),(-0.6659595642822751-2.283307606363139j)
(-12.406635927768601+4.55180656869873j),(-1.3053602328195124-30.71386921086164j),(5.891793886678318-25.65637489168889j),(1.278613712356199+3.8124370756252155j)
(-21.284771983494124-16.213108875337696j),(-28.521221116621177+4.562397002118334j),(22.298748695979384+14.912474308642837j),(6.693530014118096+5.288187790834976j)
(-31.84094647389621+50.77778860948119j),(-77.87389465560952+23.890105042556876j),(12.621396652165906-1.6701309369328285j),(13.976204761493225-18.232654131345857j)
(-31.045621813037997+20.72481818556254j),(-59.32154591188112+46.11832088902607j),(25.603376203978996+0.12486542967575631j),(5.937563262282993-14.523199547748986j)
(-9.443968450816122-12.016905194876852j),(-41.915909498822245+23.504004565515938j),(-12.91873800185022+3.2917007236484315j),(18.217852591242593-19.171529228364577j)
(-22.410062787803554+40.698801051711705j),(-41.51749694434625+57.01463272985327j),(-5.078134106284097-27.95067122755565j),(-3.1132726173530045-25.844621096495644j)
(-42.13585448771116+15.954382571949777j),(-12.72106033417742+30.507214250264525j),(16.61542934116671-13.222493244905847j),(7.484821264686225-12.782532662904142j)
(-9.084318693959517+23.495684448522077j),(18.476548822489008+33.2808124661056j),(-9.590581310531888+4.855386924174896j),(2.8660165159933513-13.626119840171892j)
(-22.50232742660861-3.0497287158602218j),(10.93393556150913-0.98921348728976j),(16.673336503770347-20.75037903456109j),(5.0213486069823805-13.64449472545244j)
(-4.308042529184604+8.703859495699115j),(10.558266286140224+2.4612807331199464j),(-1.012409946325306+17.516618172862312j),(5.487131266266488-7.325743942204839j)
(-12.563479962135348+47.300188683605555j),(-22.80709510641678+13.797929112761077j),(-20.33939250162122+9.093465079867574j),(-5.733731319404424-11.902256207380507j)
(6.4006618736474366+4.184265608561987j),(14.41207094783806-2.1339411929532615j),(1.3802514599503866+7.950462008466945j),(-6.649996982165021-6.832007339555641j)
(21.504387712131198+14.28872650717878j),(-21.145323043832935-6.720249423103174j),(-14.119006952635285-5.922932455239102j),(-9.810714078954131-5.996577311902703j)
(-23.183411864145967-4.166669080173023j),(-22.17994783450638-17.857425611012832j),(10.186971412813364-15.856576869704238j),(-31.383241929145242-7.729139860896394j)
(-6.291626153458639+14.262166445335685j),(-40.523944968150474+37.75155096391069j),(-11.48109621983095-5.735138675356282j),(-0.835383021709756-13.863332325847871j)
(11.0193237386149+41.06830787038536j),(0.5845176780701422+19.043263780352316j),(9.753160252487987-18.78501547234731j),(0.012472306754716556-5.1878847611843675j)
(16.642303501524765-22.373885869956656j),(-6.226435501666938+34.42935025944469j),(-8.16125069574539+10.845532325507257j),(-9.770077685718029-7.663674895253138j)
(19.503718774243623+16.877415836721518j),(23.88473212167105+18.22002279451617j),(-10.073181055534064-13.590511537013198j),(5.320231012613704-16.733497087635243j)
(-16.248035843226504+7.736179937569423j),(15.090698150167519+40.9378548925734j),(-3.4664613903109185+14.050078261231018j),(-9.72216157394678-17.956167869819133j)
(36.71125276445093-2.0056637076389716j),(25.847986612730153-7.774976969898085j),(-19.444545920665178-1.101998837903082j),(-8.847241118244028-6.169111715722364j)
(3.6181812031290246+15.744003479771054j),(43.582227260202984-25.428457223829437j),(14.485132268688076-5.094459521440303j),(13.946383365386325-5.9576042264820925j)
(-19.230643808902755-15.833500892977732j),(-10.32054640896547-36.743325040673085j),(-14.860779186561558+5.796124535347264j),(-6.741662450227523-1.6522740657883053j)
(-16.484335644552434+21.712320888135963j),(-19.349481647181555-1.4395588229412724j),(-2.528229927701899-5.185229373171946j),(-1.4649932316584025+2.410855799031334j)
(1.017133312401711+5.077969368341828j),(-34.08797702270596+5.938513556235701j),(19.60580919833376-11.666897590418309j),(-0.3995964000710046-1.4535082705767741j)
(19.566331443438564-17.66238102643881j),(3.5687436233836065+18.09448941833019j),(-0.3090512469996183+17.692055652191666j),(-9.407355211879146-11.887754028669562j)
(-7.064987239857771-13.364528314558644j),(-38.93158161327642+6.872766648020345j),(3.7563853022061267-13.787371677722492j),(9.054498589194509+6.5813955951688135j)
(7.230692826532737-18.511387975822988j),(-2.971706414537648+35.88335336663094j),(17.47892759949103+1.1539000305228324j),(3.1860724551864337+2.6920860913673943j)
(14.21608468629637+22.08589691261657j),(-5.051688662456456+9.882995451459644j),(-14.764675938652317-21.344907650338467j),(14.292156546571505+5.765519840040899j)
(9.037158119871872-13.756355889520638j),(44.04592458376324+9.42552885452665j),(18.154932522896168-7.498595738958178j),(6.071178700391092+11.891610106474598j)
(13.47348314980107-10.605025208249163j),(22.84725903006847+1.413195845977386j),(-13.028351682288303-5.959637607260013j),(-4.674023689678847-2.1585795307471356j)
(-21.909957139086593+17.873187564808816j),(13.058600207038833-3.5671660306105304j),(17.10181503927516+3.8890964279101725j),(10.329850877521348+1.3575163788138225j)
(10.420611035629605+7.881254235697291j),(0.5573020014141719-0.2376744137416278j),(11.362294283865765+22.82211746137797j),(10.887062721887162-4.364959225016709j)
(9.96756414666831-4.2351155777647485j),(6.443406243852772-51.17024536758463j),(-18.71119037968801-16.838799779706502j),(5.696208415188522+10.814377319837629j)
(-25.777553250864457-30.282537310082617j),(-23.528950214053197-35.76060089706712j),(-9.91769009971739+6.048030104634855j),(21.37709658911092+11.432206592778396j)
(-6.819706606698928+5.801733242223389j),(-45.33883579052705-30.023363632878926j),(1.0265721378391444-16.659276629794892j),(9.038249020814188+8.927906706589528j)
(-13.557088729329237+12.322185563462874j),(-12.407889249903988+12.140038032791878j),(17.215797246468696-17.195543435753905j),(17.138747490093692+3.255396558421314j)
(34.92014437305487-17.969290708129932j),(-5.9057874318166945-4.827736751769388j),(8.18352644817125+5.2502496649289645j),(17.4819540112208-7.712386696957496j)
(9.686516346945481+1.3446235115970353j),(14.741437101812338+26.615070744816393j),(24.401058680533907+5.242997660311303j),(6.326731022916874-3.310038783165765j)
(-7.6887819437440434-11.86924996803377j),(14.907511303733322+46.26509964596856j),(7.692075911455527+7.86096556154259j),(8.31867438569186-5.946356447206886j)
(6.706400445315101+24.607539518605165j),(15.158235396220597+42.49381382657596j),(-7.392494277810819-8.30856519236974j),(14.081757413361224+11.8049937325382j)
(-908+5.329070518200751e-15j),(-1573+3.552713678800501e-15j),(-1125+2.6645352591003757e-15j),(-1189-5.329070518200751e-15j)
(6.706400445315101-24.607539518605165j),(15.158235396220597-42.49381382657596j),(-7.392494277810819+8.30856519236974j),(14.081757413361224-11.8049937325382j)
(-7.688781943744118+11.869249968033769j),(14.907511303733372-46.265099645968576j),(7.692075911455618-7.860965561542585j),(8.318674385691907+5.946356447206884j)
(9.686516346945481-1.3446235115970353j),(14.741437101812338-26.615070744816393j),(24.401058680533907-5.242997660311303j),(6.326731022916874+3.310038783165765j)
(34.92014437305481+17.969290708129925j),(-5.905787431816742+4.827736751769397j),(8.183526448171259-5.250249664928962j),(17.48195401122069+7.712386696957498j)
(-13.557088729329237-12.322185563462874j),(-12.407889249903988-12.140038032791878j),(17.215797246468696+17.195543435753905j),(17.138747490093692-3.255396558421314j)
(-6.819706606698938-5.801733242223385j),(-45.33883579052711+30.023363632878933j),(1.0265721378391257+16.65927662979488j),(9.038249020814186-8.92790670658953j)
(-25.777553250864457+30.282537310082617j),(-23.528950214053197+35.76060089706712j),(-9.91769009971739-6.048030104634855j),(21.37709658911092-11.432206592778396j)
(9.967564146668318+4.235115577764744j),(6.443406243852742+51.17024536758463j),(-18.711190379687984+16.838799779706495j),(5.696208415188546-10.814377319837618j)
(10.420611035629605-7.881254235697291j),(0.5573020014141719+0.2376744137416278j),(11.362294283865765-22.82211746137797j),(10.887062721887162+4.364959225016709j)
(-21.90995713908663-17.873187564808813j),(13.05860020703883+3.567166030610533j),(17.10181503927519-3.8890964279101707j),(10.329850877521409-1.3575163788138154j)
(13.47348314980107+10.605025208249163j),(22.84725903006847-1.413195845977386j),(-13.028351682288303+5.959637607260013j),(-4.674023689678847+2.1585795307471356j)
(9.037158119871892+13.756355889520641j),(44.04592458376328-9.425528854526664j),(18.15493252289621+7.4985957389581825j),(6.0711787003910835-11.891610106474605j)
(14.21608468629637-22.08589691261657j),(-5.051688662456456-9.882995451459644j),(-14.764675938652317+21.344907650338467j),(14.292156546571505-5.765519840040899j)
(7.230692826532749+18.51138797582298j),(-2.9717064145376355-35.88335336663093j),(17.478927599490994-1.153900030522832j),(3.186072455186425-2.6920860913673854j)
(-7.064987239857771+13.364528314558644j),(-38.93158161327642-6.872766648020345j),(3.7563853022061267+13.787371677722492j),(9.054498589194509-6.5813955951688135j)
(19.566331443438585+17.662381026438805j),(3.568743623383641-18.094489418330195j),(-0.30905124699965825-17.692055652191662j),(-9.407355211879107+11.887754028669562j)
(1.017133312401711-5.077969368341828j),(-34.08797702270596-5.938513556235701j),(19.60580919833376+11.666897590418309j),(-0.3995964000710046+1.4535082705767741j)
(-16.48433564455241-21.712320888135963j),(-19.349481647181566+1.439558822941276j),(-2.528229927701889+5.185229373171947j),(-1.464993231658366-2.410855799031336j)
(-19.230643808902755+15.833500892977732j),(-10.32054640896547+36.743325040673085j),(-14.860779186561558-5.796124535347264j),(-6.741662450227523+1.6522740657883053j)
(3.618181203129015-15.74400347977106j),(43.58222726020298+25.42845722382944j),(14.485132268688064+5.09445952144031j),(13.946383365386263+5.9576042264821j)
(36.71125276445093+2.0056637076389716j),(25.847986612730153+7.774976969898085j),(-19.444545920665178+1.101998837903082j),(-8.847241118244028+6.169111715722364j)
(-16.24803584322651-7.736179937569423j),(15.090698150167523-40.93785489257342j),(-3.466461390310955-14.050078261231008j),(-9.722161573946778+17.956167869819122j)
(19.503718774243623-16.877415836721518j),(23.88473212167105-18.22002279451617j),(-10.073181055534064+13.590511537013198j),(5.320231012613704+16.733497087635243j)
(16.64230350152475+22.37388586995666j),(-6.226435501666962-34.42935025944469j),(-8.161250695745402-10.845532325507264j),(-9.77007768571801+7.663674895253129j)
(11.0193237386149-41.06830787038536j),(0.5845176780701422-19.043263780352316j),(9.753160252487987+18.78501547234731j),(0.012472306754716556+5.1878847611843675j)
