(11263+0j),(12943+0j),(25533+0j),(28266+0j)
(-118.62469192411046-11.276813599715709j),(-91.84775186781349-6.032992594209141j),(-39.955559514275485-22.495772719021062j),(10.621569441330347-22.55632138900481j)
(-95.84431292629506-126.0821682655409j),(-71.53052100636933-104.228175114657j),(-30.975624821527617-17.607886358842457j),(42.53096656171056+15.260484238755415j)
(-17.297992878066765-96.46124616138601j),(-36.64076508756917-78.69983334602045j),(1.4510377229541405-18.550283364619435j),(9.068391205395471+14.343228605003162j)
(-14.797400482727426-98.75918423901204j),(-4.177987768468256-103.32354023422846j),(16.623924056057604-17.784078140096113j),(5.953878682784307+18.705628244093617j)
(-10.197945920750453-100.14054681298471j),(-5.18176053194102-68.59635227406514j),(-9.429363988137968-25.81989782971427j),(-18.17407873466891+41.14391418810898j)
(31.501066523316354-82.66973170889291j),(43.851260097090744-50.14754376358021j),(-5.937884372207918-42.5744777854967j),(-21.61710926926662+4.090746761291766j)
(72.09862282032807-61.36243219542024j),(70.53016781004828-15.961632961939468j),(20.22672829948903-21.557037305924382j),(-22.11699273646211+5.879317279031127j)
(60.85696272533005-30.815110627319275j),(32.50605734175804-15.219908654541063j),(34.51373825625251-17.687721841365335j),(-17.70616797038292+14.921195864391327j)
(12.317660425672727+10.210465267376271j),(23.419234664839408+14.451339154214173j),(43.00331595910788+12.06305132740556j),(0.8185052901663799-0.5244811845912851j)
(25.653160864001165+2.6690129059673806j),(0.574561146902056-8.434435417689226j),(3.247602926473064+21.096722955598022j),(-0.3110657533486574+7.902300657017713j)
(-19.877488773096026+9.527632047794274j),(-6.362850494906688-24.47255570337929j),(5.829022188758323+9.221880811310587j),(-1.4158375079571741-14.049509235087076j)
(1.5737383596361951-9.526844374838648j),(26.50962636059444+1.6653305887678114j),(-4.003751161760874-13.170476646222463j),(-2.5897438129584316-8.826232682445262j)
(27.01189343011606-41.99966447933849j),(10.757116984369882-18.02067168545997j),(-9.158494723450307-11.766488954692772j),(-0.27388393302915826+5.2089683121449255j)
(-11.322923989224819+5.649255627142192j),(-11.776831693332156+15.25147551169435j),(-7.166576210060839+0.21540185029724945j),(21.793566772582153+3.591493025937485j)
(4.898124527157345-14.518353857480694j),(-4.6047078058455275+3.686102982665277j),(16.424180045094115+14.60911172024488j),(5.2186726170061855+3.4431692307260184j)
(21.219098280717844+3.428019603652917j),(17.953147067799534-19.685035951485133j),(10.520842758121603-11.214486459623009j),(-13.608636812941995-1.3994345332406941j)
(6.003539788609259+2.397754863601495j),(14.67181872014356+23.234454032521626j),(10.73803319311665+2.712350259263437j),(-6.144935005153104-16.619692300820283j)
(-2.036543827022683+1.3081895444422127j),(7.994710698636425+11.46068508928895j),(-0.6146509870068257+5.495370315377766j),(-1.220144149924181-26.59681576983868j)
