(10020+0j),(11394+0j),(22604+0j),(24922+0j)
(-122.34399474349175-26.454649206250934j),(-116.00245100311349-31.025546920233907j),(-11.358885416806743-32.692988058407096j),(37.98698810787414+28.972917921128843j)
(-83.48882579756685-42.438795357719336j),(-42.100422550036-40.012368833856755j),(4.859247756648983-18.877861552917466j),(45.32394204530942+13.923725535501212j)
(-36.86647259100175-93.0937643187204j),(-28.310116415247762-65.34933647659903j),(7.730551266110979-28.515140127733552j),(26.9734933775419+26.151983589674614j)
(-10.015691529492528-103.10656307296082j),(-31.909511428723363-86.6540458993982j),(15.524649385086832-27.734655820620773j),(33.10926712531091+21.45430834417166j)
(-31.757471217489638-105.22054007293724j),(0.7075725907770902-78.45762042469569j),(-3.585142192212743-15.592985585984453j),(6.152343177207513+28.56868019853227j)
(7.609738044590472-66.80930125762886j),(5.148557917147741-71.58502221412293j),(24.526241833824542-23.578531430510075j),(14.731226856540388+31.68718049210927j)
(51.97897050094963-101.47486239800168j),(49.59713934595885-63.12224574560751j),(0.6813370541462973-18.677737524974223j),(15.599382891143478+37.683291982392966j)
(26.997257006245206-52.686291553570605j),(26.437043999674643-28.469865546726226j),(10.09900778626809-20.228220105525313j),(-4.067782996487836+20.589209110197405j)
(66.93822822122445-13.574986033329651j),(51.4507005271243-47.12363452475098j),(25.080973886239917-9.201421810955258j),(-7.714281279223087+19.401658061658242j)
(72.56091708825886-39.294775865361956j),(49.58191495284882-5.683723837531051j),(28.599418399785236+0.7735376921734343j),(2.3180830611104284+20.301029164669444j)
(6.114492924725539-16.736599388187226j),(32.92652909420758-8.450372771360303j),(18.452813330249455+10.592530373384987j),(6.1911312959063025+14.636631129534964j)
(66.67114761821983+7.440543522502143j),(42.006361966478664+12.79721630518604j),(7.86210262036343+2.2010566270433642j),(8.213990296999214+5.4690095738478295j)
(51.551100629272554-19.193251832357966j),(27.84005310414824+1.0081830634412015j),(39.44876086543155+5.868047831779419j),(4.939165496532155+5.051146960230463j)
(28.270983539177166-21.29777026873591j),(57.18693912857805+10.212292449592159j),(27.29101606537415+6.383671893064459j),(6.289379689229975+19.559901806042113j)
(30.351983722151672-8.71211691244255j),(32.486598175514956+20.614612286464634j),(22.1997735431583-5.477887577279905j),(-1.1359172069686565+11.174440762797538j)
(36.59141262083574-5.409517837366742j),(35.632135126735875-1.6335196561148742j),(14.717820099795688+12.387481150382786j),(10.447216512053501+12.933593118588458j)
(47.36715088598777+8.325621714217327j),(25.506801741932378+29.19789770674524j),(10.475095125713096-5.407394878450894j),(-2.30417266631315+10.939222719995003j)
(32.3038596935225-19.775701570419535j),(47.10020870887297-18.229526801272026j),(44.81750938638879-10.515288898256863j),(26.21148889558907+25.247735253093403j)
(29.27244103159515-12.557524737614152j),(32.93868900282297+6.296635612917303j),(10.330540647892292+12.942531429196325j),(12.995319612241701+32.350618700467685j)
(56.85847374624552-9.432071025843646j),(30.093234536866845+14.184378955727006j),(17.04243768583899+10.430286258778517j),(18.786929752671597+3.32246155466877j)
(13.854740040851965-3.4845947012260083j),(27.259823615215794+3.331273198284869j),(21.10017552896204+5.215715234894709j),(18.37280475032145+8.851658859960624j)
