(14825+0j),(17441+0j),(30388+0j),(32410+0j)
(-5.465272522454733+2.5011310877119985j),(-21.06924734399642-5.773224688090288j),(-8.63800584112129-41.78702000610771j),(15.171866993169655-46.04097997629648j)
(-60.537239517304556+6.522113363239396j),(-4.989448440597698+12.400577364057797j),(-14.476525965532119-36.38293624434295j),(-3.3131353892442803-11.908608233406577j)
(-11.551383666921426-40.28676618846481j),(-9.698867515518213-8.967511748887567j),(15.561819889757771-4.980379509828165j),(-3.982074370457889-7.2424292193115285j)
(-7.9412671973958595-6.323178199911919j),(1.9456910445618405+18.22311118175012j),(2.4452060943708602+1.8356027400889212j),(17.497349725978893-2.647828808232483j)
(-23.284343707406023-19.28740352895642j),(10.480299479185762-13.15807617623151j),(13.59088392362861-8.56935430849828j),(-6.222570623559415+4.1441655077394j)
(-6.257868794521983-3.412497823584879j),(-7.00606267819785+4.935853386021888j),(15.17362604634377+3.3603925305086744j),(-0.8936894223284071-5.874371645445518j)
(1.9095855064246887-26.121763575657937j),(-1.5923717910890804-7.053067682290511j),(8.324639217364354-7.832676535700327j),(4.077808222683965-5.106274403239509j)
(0.5996630434934787-7.524122979743835j),(-16.41980005323569-23.231720425725356j),(7.06703527402874-23.650240008289288j),(-25.61046098661427-14.164869646856305j)
(-7.570933970671137+12.013131149640834j),(17.99485286717689-4.006721270463565j),(12.205136091400663-5.816974764000954j),(1.7266400370346218-6.203780915505372j)
(26.348580930266735-2.501683830503344j),(-6.773726138615189-9.137465545939403j),(13.336064192379354-11.354202466128056j),(18.121803954351662-6.268153892605635j)
(-8.405257177543696+21.530671807355656j),(-13.07985339416614+3.069495069060633j),(-3.6011518765787347+6.439736695228125j),(7.110891892767509+3.655755183128141j)
(11.936725601759804+4.578919366336j),(23.054226941819593-10.336127164360752j),(-0.6917221726509979-1.1691953066264364j),(11.842271351795262+1.2500930816303908j)
(-20.272082203193104+5.503010082013422j),(-2.2819670986032765+16.998945742128893j),(9.623004744683755+6.492925513356675j),(6.4821500179586025-6.257812817969589j)
(9.099695776600925-31.180841701491705j),(-1.5313976809612768+21.891736959879708j),(-9.742570663419201-4.929175102245686j),(-5.519771181851411-9.035665486273722j)
(11.818230234626142+32.5041271809466j),(3.4297451552079963-19.758630480943186j),(24.23634859495766-7.683593777696153j),(-10.780604169524358-20.49378902035904j)
(-26.457217769552244+16.63524891452336j),(11.182754188294439-3.184584371844421j),(-8.673407577869739-9.546588456645j),(-18.13482217905198-24.833178733795844j)
(-15.892262815004436+9.713467879881264j),(13.084964847634163+5.563954644952417j),(-5.972529600548711-18.86401194862524j),(-21.321504780012237-2.1232063620521764j)
(-16.838132625593516-2.801213016542081j),(-19.539199423632+3.2257571807329875j),(-5.21116333136365-9.970757376792113j),(-5.691610643787271-9.698173496047396j)
(17.57430245900747+16.466034718960564j),(7.387601215180176-13.663092509174238j),(-11.44899711972584+10.072274063768482j),(13.419618945137854-9.197202999614873j)
(-7.525321329012172-9.876280861392852j),(-5.094047025082773+1.9934308992790886j),(-0.1514634732510558+0.9457822377426301j),(19.469228451648178+5.8247376890455405j)
(-0.0005069311217020811-11.125023406028289j),(-1.505996786444698+12.092687299740433j),(-1.6023465435131685-19.0780285466787j),(-15.75196228658313+5.289383962016275j)
(13.543310822650199+12.821897060741728j),(-16.902046663106717-15.061801361713108j),(-5.948145719448576-6.755029665273129j),(1.4805145614629964-0.2501550079690349j)
(1.5304063613565573+6.3282209384824055j),(11.11004688910214+6.556357994103282j),(-4.121303278656653-10.56703116140838j),(11.973444181866338-5.5783417289032515j)
(-19.415630477758384+15.995825683847698j),(13.491448600227159+8.102211961411836j),(-4.773500753868689-10.359948447185998j),(-4.345906488681294-4.21123211885285j)
