80.0,170.0,609.0,298.0
59.0,144.0,541.0,675.0
80.0,171.0,540.0,675.0
60.0,143.0,542.0,676.0
82.0,170.0,608.0,291.0
58.0,142.0,540.0,676.0
80.0,170.0,541.0,677.0
58.0,142.0,541.0,675.0
80.0,163.0,605.0,293.0
60.0,144.0,541.0,674.0
80.0,167.0,540.0,675.0
61.0,144.0,539.0,675.0
80.0,171.0,543.0,673.0
59.0,134.0,605.0,291.0
80.0,169.0,541.0,676.0
61.0,144.0,541.0,675.0
81.0,170.0,543.0,676.0
59.0,142.0,610.0,297.0
80.0,169.0,543.0,678.0
58.0,141.0,543.0,677.0
76.0,155.0,543.0,678.0
61.0,159.0,545.0,670.0
80.0,168.0,609.0,291.0
58.0,141.0,543.0,678.0
81.0,170.0,544.0,679.0
59.0,143.0,543.0,676.0
80.0,169.0,610.0,295.0
58.0,142.0,543.0,678.0
82.0,169.0,542.0,677.0
59.0,142.0,543.0,679.0
81.0,167.0,604.0,257.0
60.0,136.0,610.0,293.0
81.0,182.0,541.0,679.0
60.0,140.0,541.0,677.0
80.0,169.0,543.0,676.0
60.0,143.0,609.0,293.0
80.0,167.0,544.0,679.0
59.0,141.0,544.0,678.0
80.0,169.0,543.0,677.0
58.0,141.0,609.0,295.0
80.0,169.0,544.0,678.0
63.0,142.0,543.0,681.0
77.0,167.0,544.0,677.0
58.0,138.0,543.0,673.0
80.0,169.0,609.0,295.0
55.0,142.0,543.0,678.0
80.0,167.0,542.0,677.0
59.0,141.0,542.0,678.0
80.0,167.0,609.0,291.0
59.0,143.0,544.0,678.0
81.0,168.0,543.0,677.0
58.0,143.0,542.0,677.0
99.0,167.0,497.0,646.0
58.0,146.0,609.0,295.0
93.0,176.0,544.0,675.0
58.0,120.0,543.0,678.0
79.0,165.0,543.0,675.0
58.0,140.0,609.0,294.0
81.0,167.0,540.0,676.0
60.0,143.0,543.0,676.0
81.0,167.0,543.0,678.0
59.0,140.0,607.0,288.0
81.0,170.0,542.0,675.0
59.0,133.0,542.0,676.0
81.0,170.0,542.0,678.0
66.0,139.0,544.0,675.0
83.0,169.0,607.0,292.0
58.0,143.0,543.0,677.0
82.0,171.0,543.0,678.0
58.0,144.0,542.0,677.0
80.0,167.0,609.0,291.0
58.0,140.0,543.0,676.0
81.0,170.0,543.0,678.0
55.0,142.0,543.0,674.0
99.0,165.0,496.0,656.0
60.0,143.0,609.0,294.0
79.0,167.0,543.0,675.0
59.0,130.0,543.0,675.0
81.0,173.0,543.0,675.0
61.0,144.0,609.0,294.0
80.0,170.0,541.0,677.0
58.0,144.0,542.0,674.0
80.0,171.0,541.0,675.0
74.0,143.0,496.0,592.0
80.0,170.0,608.0,294.0
60.0,144.0,542.0,674.0
81.0,169.0,540.0,675.0
59.0,144.0,541.0,674.0
81.0,169.0,609.0,294.0
60.0,144.0,538.0,674.0
80.0,170.0,542.0,674.0
61.0,131.0,541.0,674.0
81.0,170.0,605.0,288.0
62.0,142.0,541.0,672.0
82.0,170.0,541.0,674.0
60.0,144.0,542.0,675.0
81.0,170.0,542.0,674.0
61.0,144.0,605.0,285.0
81.0,167.0,541.0,674.0
61.0,144.0,541.0,675.0
82.0,173.0,541.0,673.0
62.0,131.0,606.0,291.0
