(17589+0j),(21282+0j),(36561+0j),(39681+0j)
(1310.858461405385+2593.7686111707867j),(1308.6485927740073+2233.684396165528j),(637.4889452493028+5488.78886159563j),(426.2535922958177+5915.254927961798j)
(854.492295885411-1039.3654946169322j),(844.6291172566321-1128.348261810382j),(787.0783542693987-965.468501073086j),(760.6740973904712-907.4396143640035j)
(-131.27092209539012-421.53643828498343j),(-162.56958584152315-495.04186669073j),(-234.89812200007074+943.4378825181739j),(-253.1046963910528+1250.6771771488065j)
(-461.2640693674974-716.1064130373468j),(-384.8888296874377-731.665782634908j),(-117.61312619605368-761.4422014449963j),(-12.933525858463224-754.3631090233462j)
(-984.6570576554136-17.041784312729916j),(-979.5297271668338-99.58640789423279j),(-813.5601851009006+662.7852569837337j),(-725.3858349340294+789.8120304948139j)
(-349.2258726231754+300.95346158179547j),(-328.218337355885+233.03478887435367j),(-306.4828265561198-138.3055481639413j),(-266.17665503187663-211.7553290814282j)
(-457.20815405000644+309.8529883819699j),(-479.24372288198185+261.1960832880154j),(-708.8043236023678+684.1010049365686j),(-680.8089848501189+762.5606769197391j)
(159.36587091252787+293.36624055744534j),(159.58719335887884+226.89919294805526j),(-116.76837691545035+56.13331727437907j),(-132.8861681898117+24.980525346769866j)
(-260.4351606786973-98.3367456169644j),(-324.50996715810413-193.94591638879257j),(-609.2979471775019+562.2376339835901j),(-615.4243672731684+671.4172866707763j)
(-54.03413905397136+13.434496438194174j),(-120.58701303598437+12.568794852783526j),(-182.3798878543948+166.19247305927445j),(-161.4448972708875+172.97868138563126j)
(-644.8383647440509-70.80831174438401j),(-639.0345171667576-29.95190528383273j),(-603.8076211353316+604.1281292110205j),(-566.771722750469+726.7595264191647j)
(-221.5761304258658+480.1285610614379j),(-240.52240458273263+475.6122978970734j),(-34.63175009287443+446.95265927275966j),(-23.149922127255195+404.67544936667787j)
(-328.4500441241376+379.0378963616436j),(-356.19633440661823+370.28026130319074j),(-279.1799127258829+694.8717896578328j),(-235.22583033548273+723.0639495359521j)
