(17726.999999999996-4.973799150320701e-13j),(20176.999999999996-6.679101716144942e-13j),(35411-5.542233338928781e-13j),(37802-9.094947017729282e-13j)
(-55.576261232648186-5.044876589654116j),(-90.21448706288115-5.712876147846734j),(-34.774443669123265-22.757951740376402j),(-6.467720519340509-15.234942175632042j)
(-20.20667234479375-2.480032916158243j),(-37.12707175724669-23.056470401615968j),(-6.158518215487723-41.69160523352108j),(7.888375327346599-25.76937012188162j)
(-9.993067836244657+4.233472081787607j),(-11.548173392776286-2.102279145655108j),(-1.633664783286894-12.39865810116091j),(16.67230797137891-15.53636085208744j)
(-8.329858865224658+4.252912698272502j),(7.320104701040501+6.4351372208057835j),(16.91676477641756+11.237125327666362j),(6.615823303699201-17.56294074536518j)
(2.9296688360749616+11.890610883161157j),(3.3064856360726504-10.419602566674286j),(24.67759227944502-5.130702510555835j),(0.9853919332427221-18.33161228314732j)
(-9.752729322300825+13.259938839241022j),(-2.3675290369120807-1.7297058912904044j),(-2.8291043437670744-35.611013034345966j),(0.3347668090899347-27.908881187353032j)
(-7.91586014547798+0.27743252405194907j),(-24.57992919756524-10.747512187263288j),(-34.92860467415214-33.92262931277406j),(-16.491635718254074-33.62359816964949j)
(1.5005323315839836-4.677267377998152j),(10.840843936741873-7.188756953593005j),(5.213855043555091+0.6208502480674267j),(-9.736133004863369-13.218553436536531j)
(-10.677303194199338-10.049684054343283j),(-9.642047891849094+8.830239605526014j),(-17.79948287257284-2.596553991750148j),(-15.28217464038788-14.52443511103753j)
(10.309802257036585-0.45320749985288344j),(-27.073138208767794+5.72626723522129j),(-24.08367448719422+11.573746871219296j),(-7.513123085874744-11.198996906193317j)
(14.871741239576838-14.346999085045884j),(11.625065492110995+1.3688884878696026j),(-17.968135106974618+14.402981730134861j),(-22.136201747179378-2.561787418612802j)
(-0.4459722445364873-12.855007179490798j),(-16.733311674940385-5.242423889292042j),(13.98304963194294-3.695018342509809j),(-9.430162992602488-19.391442346926397j)
(-14.887096526496217+1.05248787471752j),(-3.2656835228215066-24.975962652823927j),(-22.817841345480485-11.522663694778679j),(-4.300157788165588-1.9189677416408233j)
(-2.971697006420685+3.4448815390168535j),(-17.50318077464417+9.031275918901716j),(-13.39512081345663-30.29373621308394j),(-10.013572918529253-15.229327077374755j)
(-9.021525262120695+1.6986892317424371j),(-19.38415023289048-9.938200625506195j),(-14.72073926160008-6.784476426836376j),(-23.699042910329794-8.948389765874968j)
(-10.327188881047245-8.615199360178078j),(0.7210273564435776-9.176084478707155j),(4.347871025234067-5.273263695296671j),(-9.753579127880672-10.851921622515896j)
(-14.947883875169804-2.0142362395696676j),(-2.2622982599790813-12.149601848140753j),(-6.485498024438462-29.46766761492488j),(-9.383892665397571-4.712156567734445j)
(-11.390555782367482-8.320930459424183j),(-13.868565152349264-14.871033554845207j),(-17.537365529184772-2.3677120447021123j),(-12.479543054850833-8.959634803018409j)
(-6.554564754100249-1.3578527647674443j),(-26.27498814083046-3.559999781708526j),(-2.385958303033262+24.8974216809952j),(-27.282510732570355-11.782637341781099j)
(-5.217105347336693-2.93471731761492j),(-5.072629896400468-9.765640859188917j),(-1.779869067069313+7.451493297717169j),(-13.531946738260917-7.490863319434915j)
(10.367378014266764+3.691363673778242j),(-5.897182921638596+0.7827784653341721j),(-28.309265901979742-13.542097838665804j),(-19.57333260089387-4.755532747862849j)
(-13.49825589381911+2.180564119482309j),(-9.635559145884347-2.9349738889752297j),(-5.506693428377847+11.953497573002549j),(-24.898472137011286-13.311469482185881j)
(0.5969627611451589-7.230534892714779j),(-9.206469100818618-16.696676098494056j),(9.72379665441326-21.97052682411413j),(-16.327870178124837-0.8622766834394648j)
(-15.569276231299275-6.373815512542467j),(-18.415932331017824-10.05794590449149j),(-16.89861041819638-45.99680435831229j),(-25.788251392665725-11.327989845251752j)
(-1.993909075510075-6.413089072658219j),(8.095537959296712-8.188624463898464j),(-27.24906564761735-21.772824550657646j),(-20.93409409086749-6.351248596187341j)
(-1.5494853134434319-6.854524036512286j),(-8.567968589961698-19.42765279730003j),(-17.315608132561053-18.059874316401082j),(-13.095683464918107-23.546697760772876j)
(8.272056806465386+3.201723681431562j),(19.242875179438542-4.510622624500236j),(6.363284505685338-11.261858929198755j),(-13.030636735318136-1.584745038331139j)
(11.749699574910856-6.5906572805072265j),(-16.793352105306575-3.897780661098306j),(-18.24444443188312-0.10159750239782994j),(-17.183813343726495-14.395788895458601j)
(5.4940687765674525+17.632719568207058j),(11.706517285451632-11.488769263291521j),(-16.129306334102946-27.43688005056641j),(-10.354974476419912-7.519181293332908j)
(-5.076165858566207-2.879058928420961j),(-4.723038609755513-9.833751519170669j),(16.99115026332813-21.901446175046114j),(-20.862885512797494-23.419332246270915j)
(-5.416760414609065-4.606163224741977j),(-20.912194078778906-25.629737732450515j),(-31.05356270047406-23.934339717297103j),(-13.859272498017903-12.488222129208527j)
(-0.900167300011824-16.55182716795682j),(-11.068598208774723-17.47295154121427j),(-13.873352003822893-3.8795275645066765j),(-24.001263526260654-23.848445866366575j)
(1.0677398866829044-15.279368948367988j),(-19.4521003052042-14.159455694337733j),(0.0031170634366048944-20.160886900905588j),(-21.411212576398157-10.975944712576196j)
(-0.4140872777801188+5.1400428047620625j),(-20.646816252312448-27.494061334309848j),(-0.3903868279144085-25.04738178787828j),(-28.16927973568412-12.449978351765875j)
