(11173+0j),(12919+0j),(19701+0j),(20667+0j)
(40.98722023430901-61.77382042325665j),(60.72108942040586-91.2547664746667j),(-138.6973418181159+84.94355185757624j),(-204.1307120492138+153.60647034407233j)
(25.247542303981106-21.056405888525408j),(5.068650256459875-64.59467410014655j),(-62.28880936221333+93.43163931410106j),(-72.2466221111082+181.5561099084175j)
(-0.5029179739987057-0.8975372313436165j),(-20.023749954462346-32.321529642469784j),(5.963736067885748+94.93179365165355j),(38.40494555450937+123.64402216094017j)
(-5.299043882244973+5.006463495056912j),(4.166334716297683-9.92457325207894j),(29.87363304218445+15.749808883216332j),(39.940698086509315+25.995587433557503j)
(4.381768142995213+0.33250736348671595j),(7.019615566325967+36.02801727184275j),(-10.639442289056547-7.593021906003375j),(-6.149529857779612+13.393566684884824j)
(2.507609323136819-4.77460461812306j),(26.128196838750853+1.5740625550810123j),(-17.293827110169445+33.046960665184685j),(-28.5353888532336+58.334674203419794j)
(19.492257369949698-8.246896524403791j),(0.7466914072387567-28.150331912106548j),(-9.638656604568837+47.27019808933423j),(-7.7644685380680585+56.841470162304674j)
(15.25311286955872-29.495520471330842j),(34.3862971743668-32.32466325576568j),(38.21284063923258+49.62645791675581j),(20.151750551030432+91.531752749117j)
(11.302932504536614-7.4493483840886565j),(-4.984011443218549-23.271749412723782j),(34.411176304315404+26.503287313297875j),(38.53244035596538+48.33903729860511j)
(12.964436932701346+1.448346089647182j),(-22.530767211506088+20.089187429381603j),(-14.07605877647643-5.6434602042481465j),(15.968418771991196+6.573812113297004j)
(8.066671865318824-1.6692157713942146j),(-10.075009997883456-40.45261256091337j),(4.577219556048249+22.700351542667963j),(-22.111637778358386+41.38043288058651j)
(9.907175807331953+1.941343966902755j),(-9.096159292966377-11.113923687390413j),(-5.224745009452988+44.18670057207426j),(-15.799263186551457+56.04045089016433j)
(-3.6631563112750882-5.629864757778059j),(9.62497955678947+3.406794019654774j),(3.5810294671590555+41.31471097054486j),(5.516444384090164+43.49119851563165j)
(2.5460071672462163-8.136998979905137j),(-7.998051476077649+7.420251942101241j),(38.78035316178591+3.6004290793709934j),(12.757524734292247+47.2713045201463j)
(9.808139668535915-4.26123751648042j),(-4.12664957179237+12.49841305767481j),(6.188336568617672+29.372039122418993j),(36.5476784606642+2.9961284670155486j)
(13.407044284876804+5.059144845973043j),(40.96772077221215-28.546783673306944j),(-11.837202246356867+34.85584912870047j),(8.03177513631448+10.918784152220827j)
(14.617011862593728+15.084748606960247j),(-1.0689788631645456+3.8801083196402857j),(19.401428698041343+12.78508871588522j),(1.0175332543493596+24.607994756286953j)
(1.4307668608437325-2.4347643905960386j),(13.917220586747419+15.06703674512233j),(9.498069368710162+3.131859487052239j),(-19.535976944328468+18.153055986839647j)
(-3.8718850017646105+0.071946277270583j),(-41.320498553301576-29.06118001293433j),(2.948302297617147+9.103382684151736j),(0.8212538473569566+12.865114585444779j)
(14.671322651586507-1.0740145273651809j),(8.377571536980895+24.84096521791954j),(8.50454176271785+12.099465573426588j),(-11.980675049916613+47.83216228820956j)
(13.258251588119293+7.32641706553105j),(18.130385263394146-0.672667172150307j),(5.635092266505296+30.585324428845503j),(-3.8257316374582615+34.91610934577189j)
(14.33941042537748+9.300746667165392j),(7.4858385860513295+45.75995295044977j),(-3.9858694524860994+36.382664704481726j),(-3.9292973460653684+36.960488214335214j)
(7.047666607142531+1.7260325870366922j),(-4.356083075384504-3.7061247760437386j),(7.094087974446666+14.80631292310223j),(10.819576507800548+56.904874277554j)
(5.76349557897376+14.602709644078788j),(-9.1655976204988-17.368460366995198j),(19.189949090648412+40.327897814807365j),(4.187693037144186+39.735662581196635j)
(-2.162573649503969+19.01715682201255j),(17.948909401021467+2.6333747634461915j),(18.102065385363204+29.395657294817408j),(27.34823749446514+34.56337702104745j)
(19.68528159047689+22.723610817368595j),(7.684223738550202+28.982950948981188j),(-19.15407732191113+30.61263697832756j),(-11.908293743850692+37.57925654096387j)
(9.250253611326912+19.522416539902565j),(-3.944839136428641+14.064768755742817j),(6.891223153338018+58.448186138808424j),(1.2758094819440657+51.61139700628314j)
(7.233168388913256+19.786332818430292j),(9.690156197770591-6.378163482304069j),(-7.697581401904898+33.81561261427558j),(1.770702991441624+47.84897550522695j)
(-11.629078106897325+19.40566687762234j),(17.987984788005278+3.342325295538063j),(-8.005062114705225+65.70701830411113j),(-5.701330026730432+69.48979790225273j)
(-3.083950123354093+38.395952593448044j),(18.777768045748545+36.38703138100448j),(6.734327458036802+70.48061638178793j),(5.320469334278982+115.93581782393309j)
(9.103852351157677+41.420313098366115j),(-14.980122779417172+27.43279066424198j),(-13.04483782368095+96.00476825296212j),(17.35891229679129+131.71504344233455j)
(4.656905715265996+57.912127674510145j),(20.71542083750255+42.06479907823925j),(-0.3507119260720799+187.72929719385408j),(13.231449492339749+199.23595276577004j)
(42.78329934278282+193.11740981059057j),(31.125464285483226+45.21127682753231j),(21.346810994521448+543.7072998523142j),(-1.3843866506136298+641.3332265915425j)
(42.78329934278282-193.11740981059057j),(31.125464285483226-45.21127682753231j),(21.346810994521448-543.7072998523142j),(-1.3843866506136298-641.3332265915425j)
(4.656905715265996-57.912127674510145j),(20.71542083750255-42.06479907823925j),(-0.3507119260720799-187.72929719385408j),(13.231449492339749-199.23595276577004j)
(9.103852351157677-41.420313098366115j),(-14.980122779417172-27.43279066424198j),(-13.04483782368095-96.00476825296212j),(17.35891229679129-131.71504344233455j)
(-3.083950123354093-38.395952593448044j),(18.777768045748545-36.38703138100448j),(6.734327458036802-70.48061638178793j),(5.320469334278982-115.93581782393309j)
(-11.629078106897325-19.40566687762234j),(17.987984788005278-3.342325295538063j),(-8.005062114705225-65.70701830411113j),(-5.701330026730432-69.48979790225273j)
(7.233168388913256-19.786332818430292j),(9.690156197770591+6.378163482304069j),(-7.697581401904898-33.81561261427558j),(1.770702991441624-47.84897550522695j)
(9.250253611326912-19.522416539902565j),(-3.944839136428641-14.064768755742817j),(6.891223153338018-58.448186138808424j),(1.2758094819440657-51.61139700628314j)
(19.68528159047689-22.723610817368595j),(7.684223738550202-28.982950948981188j),(-19.15407732191113-30.61263697832756j),(-11.908293743850692-37.57925654096387j)
(-2.162573649503969-19.01715682201255j),(17.948909401021467-2.6333747634461915j),(18.102065385363204-29.395657294817408j),(27.34823749446514-34.56337702104745j)
(5.76349557897376-14.602709644078788j),(-9.1655976204988+17.368460366995198j),(19.189949090648412-40.327897814807365j),(4.187693037144186-39.735662581196635j)
(7.047666607142531-1.7260325870366922j),(-4.356083075384504+3.7061247760437386j),(7.094087974446666-14.80631292310223j),(10.819576507800548-56.904874277554j)
(14.33941042537748-9.300746667165392j),(7.4858385860513295-45.75995295044977j),(-3.9858694524860994-36.382664704481726j),(-3.9292973460653684-36.960488214335214j)
(13.258251588119293-7.32641706553105j),(18.130385263394146+0.672667172150307j),(5.635092266505296-30.585324428845503j),(-3.8257316374582615-34.91610934577189j)
(14.671322651586507+1.0740145273651809j),(8.377571536980895-24.84096521791954j),(8.50454176271785-12.099465573426588j),(-11.980675049916613-47.83216228820956j)
(-3.8718850017646105-0.071946277270583j),(-41.320498553301576+29.06118001293433j),(2.948302297617147-9.103382684151736j),(0.8212538473569566-12.865114585444779j)
(1.4307668608437325+2.4347643905960386j),(13.917220586747419-15.06703674512233j),(9.498069368710162-3.131859487052239j),(-19.535976944328468-18.153055986839647j)
(14.617011862593728-15.084748606960247j),(-1.0689788631645456-3.8801083196402857j),(19.401428698041343-12.78508871588522j),(1.0175332543493596-24.607994756286953j)
(13.407044284876804-5.059144845973043j),(40.96772077221215+28.546783673306944j),(-11.837202246356867-34.85584912870047j),(8.03177513631448-10.918784152220827j)
(9.808139668535915+4.26123751648042j),(-4.12664957179237-12.49841305767481j),(6.188336568617672-29.372039122418993j),(36.5476784606642-2.9961284670155486j)
(2.5460071672462163+8.136998979905137j),(-7.998051476077649-7.420251942101241j),(38.78035316178591-3.6004290793709934j),(12.757524734292247-47.2713045201463j)
(-3.6631563112750882+5.629864757778059j),(9.62497955678947-3.406794019654774j),(3.5810294671590555-41.31471097054486j),(5.516444384090164-43.49119851563165j)
(9.907175807331953-1.941343966902755j),(-9.096159292966377+11.113923687390413j),(-5.224745009452988-44.18670057207426j),(-15.799263186551457-56.04045089016433j)
(8.066671865318824+1.6692157713942146j),(-10.075009997883456+40.45261256091337j),(4.577219556048249-22.700351542667963j),(-22.111637778358386-41.38043288058651j)
(12.964436932701346-1.448346089647182j),(-22.530767211506088-20.089187429381603j),(-14.07605877647643+5.6434602042481465j),(15.968418771991196-6.573812113297004j)
(11.302932504536614+7.4493483840886565j),(-4.984011443218549+23.271749412723782j),(34.411176304315404-26.503287313297875j),(38.53244035596538-48.33903729860511j)
(15.25311286955872+29.495520471330842j),(34.3862971743668+32.32466325576568j),(38.21284063923258-49.62645791675581j),(20.151750551030432-91.531752749117j)
