(6561+0j),(11939+0j),(46467+0j),(49268+0j)
(57.837533026210195-16.570500730007282j),(165.81651894264974+79.0053431022977j),(46.05002962801049+2.1832786451325106j),(56.13435403914612-49.32882933193241j)
(-59.2508274469833-129.26416087062836j),(-126.67791260601595-164.41292226897792j),(-17.116589147649876+0.8909151085923526j),(1.7760988311489996+70.5004273886615j)
(-82.67261117328553+45.75071695754282j),(-139.9416799133205+37.17753732130908j),(144.95962141069413-7.932477864385021j),(150.86459692225614-213.83351862652376j)
(-20.664138403973304+2.9993199952491523j),(30.416530805482157+43.277102520259426j),(-20.659494828436372-2.911633680674875j),(84.50294884404079+109.34950196157557j)
(41.46234982129384-17.779922781183178j),(68.28138957022999+20.36042463643438j),(-81.27936006300317-0.7598636433744446j),(-100.9156073693251+107.44055635732093j)
(-21.575294970987976+6.422320090996294j),(-10.96143532085324+7.259417367439006j),(-43.2072821577655+18.64388671069883j),(157.46043222249097+71.3739675979844j)
(-18.66025403784439+4.411542731880103j),(-3.133974596215559+71.35640646055101j),(-44.03332099679088-14.206461974992465j),(-94.12881982007264+46.47836977360021j)
(-48.26393261544695+18.77996983899253j),(7.811721364972161+1.7550065982624758j),(304.2609943344902-44.770396873012075j),(-537.0553414240534-23.133451781980547j)
(33.880800759500076+9.214779487786462j),(51.73906589938419-28.16834722387169j),(-38.516965199007814-13.135692518532608j),(-47.39582729411884+179.8173288651913j)
(-25.247014855772804+13.808569008030489j),(11.261762871787212+67.69646683311377j),(64.8900448851893-14.561263899001482j),(-112.3316620919104-25.25763330849771j)
(7.339618916627446-3.496464447269017j),(42.928259717787256+50.01393571762595j),(-155.74837343072895-76.29268619313484j),(-167.49745803110926+931.6869401773729j)
(12.39426409398584+16.602111797929567j),(3.545670415114728+70.97966437173335j),(66.88620531026754-14.78988097253611j),(-147.7916953822387-96.4564313854438j)
(-15.033054600520133-15.019125020645479j),(-42.81138404035493-32.97416436986726j),(38.1519637023256+32.615998542896826j),(67.19005666268012-221.87842724736913j)
(-8.999999999999977+32.908965343808674j),(57.50000000000002+4.33012701892217j),(147-34.64101615137755j),(-337.5-92.66471820493483j)
(-1.43124069182997+4.966341773330937j),(38.062034700705674+30.45052466884118j),(26.348523459549636+27.947981360574126j),(87.94309292592773-124.69675746923363j)
(47.90026860686863-21.670892537552685j),(-7.655474210638163+39.04015192838845j),(-251.9379162883309+81.01555551177862j),(538.3857739713308+37.13551711158455j)
(-29.71109787869948+11.21663768181348j),(-47.58849051186544+18.011030394379866j),(14.25610285835052+42.81317619682264j),(72.29213080139482-309.7217051398517j)
(-4.430140367525816+13.107946597481265j),(-29.908797112522294+14.008717188462715j),(-88.44561038991777+40.067027428918536j),(183.4216492410693+27.012219351226967j)
(-29.455455489025688-18.738585860982887j),(-0.5400165044309517+31.522513358743304j),(119.78850291121748+1076.6793373292148j),(176.6791352474811-6732.965162274194j)
(7.046065984052671+13.276017198298144j),(25.904094795067678+67.49947238488986j),(-75.64387259779608+34.687400697094375j),(251.95407066539389+80.69486273988913j)
(-7.000000000000007+10.000000000000004j),(16.999999999999993+28j),(1-58.000000000000036j),(-27.999999999999943+326j)
(-9.49707503445893-25.034041414900784j),(-27.237833963782315+67.80725030307772j),(-224.11925412576662+82.08572293042221j),(717.1004808917371+140.13572960307522j)
(-11.048585588711951+25.297766359994043j),(-48.723822231576904+17.99518719903787j),(-2.2808171473737744-44.506266363345404j),(-69.14698384501573+236.63392571966347j)
(16.313782348734094+12.454499987139563j),(65.93009343227459+18.804419486466536j),(186.9714896187288-80.61783572417946j),(-562.0374377783919-37.193755244069436j)
(4.995862507274579-2.9722467765558527j),(19.9797736269152+38.78782351892282j),(6.065099386925162-89.851801803002j),(-43.96056119351742+449.40754407558114j)
(-16.049012882216456-6.165783890245793j),(-57.39162261685844+31.061689998244873j),(88.39610366294635-41.45992400475368j),(-219.5628898477957-24.074875979577698j)
(16.10554074781659-6.952932225497992j),(-31.3895365518232+42.38287201014218j),(-114.02566145594471+653.7405187153497j),(-156.54980633794594-2677.518853030113j)
(-3.000000000000001+1.7320508075688776j),(-5.499999999999998+11.258330249197694j),(86.99999999999999-38.10511776651529j),(-362.49999999999994-68.4160068989707j)
(-45.63641415200331+30.957292834945758j),(1.1577801223519675-0.5929394367394565j),(-11.63407304322984+101.66344767577715j),(-11.205375401911667-360.8551038897381j)
(35.00543533851385+9.188881359902563j),(8.370232433375477+21.03108894515442j),(342.65289254768317-143.12770102719082j),(-1478.88208146356-196.40162106012025j)
(16.512679794340187-36.78515379708857j),(-19.871043115415326-11.247605690904901j),(-21.607505772033868+95.69299758364303j),(58.1802458598675-275.7274658787935j)
(-14.909401595161192+15.991773369492343j),(-24.97058798401745+16.534078588666645j),(-143.65398272469503+44.733834265034005j),(524.9379156687613+15.506764173477215j)
(18.80297705040907+3.659764813399594j),(-60.88304493794506-17.89504460688668j),(-31.398515799279302+176.6584097897471j),(40.65808331317579-582.5419285166311j)
(-18.871475409412703-18.809894849064097j),(8.872588971618281+5.670349668340594j),(-77.15111436005174+30.432887115850505j),(250.57908449141843+12.667297033564786j)
(-1.3397459621556127+35.588457268119896j),(-4.8660254037844375+43.64359353944898j),(46.03332099679082-391.7935380250076j),(98.12881982007269+1248.5216302264005j)
