(7247+0j),(13956+0j),(61787+0j),(65458+0j)
(-560.4677647762184+406.3963487526245j),(-712.7413540644166+362.8889883609464j),(-26.927619683833456+8.917968438749838j),(251.06052509625965-19.49403781170568j)
(-141.77620716623204+538.7509525242011j),(-169.28407780292946+644.2116067316772j),(8.09104432079809+39.33065778010705j),(345.8000869930028+197.442059993105j)
(-132.57941969631025+281.7435075612037j),(-121.04647100168899+360.80631816118404j),(-15.966079873301936+21.3551313548732j),(8.500843344983991-32.9625350458719j)
(32.59639659431234+296.7894647267142j),(94.43817600759155+360.38500260970966j),(136.93604026789274-39.078417159762154j),(384.3758066309714-452.97002783421834j)
(157.87795242060247+63.853196669433316j),(225.90078209637403+57.89870034753179j),(-45.49943066058617+36.9693958517783j),(95.59366195595356+233.94613120622006j)
(-104.51693575162687-13.733401969603394j),(-118.5507880099988-26.590332490950402j),(-141.6016784974837+55.085526794657184j),(21.56553288757391+234.53720607856326j)
(-105.80801502208297+111.84092391169737j),(-116.01097500939426+132.92783536127217j),(11.088504854075168-83.74455848721067j),(308.0136792575853-127.68778809625792j)
(-40.61111271722774+144.84154948385572j),(-56.590064961725005+127.73139662560831j),(-82.01973138484949-4.795095446900454j),(319.2172826325469+238.2097690354327j)
(-14.903618759827587+171.42447879783037j),(-15.012418168977677+194.39893185246927j),(-35.793543097949744-141.95963188265267j),(-148.07283997366778-30.209994487855283j)
(51.13450962688611+56.67532606927313j),(69.53760138116522+75.67946449400102j),(14.639029229458632-196.3898948269266j),(19.52523355771467+164.895225171667j)
(31.584861923463933-55.2038056996494j),(-21.941086017822343-37.4104236309841j),(-95.31456377988565+317.86690181461677j),(248.88214933579292-307.66803802590755j)
(-32.8814324487461-27.74754680896622j),(-62.60227906878617+16.820827354119103j),(-40.813916069376965+128.85158776515016j),(164.24589258374405-118.24312121871162j)
(-21.125913895568495+68.4057838425841j),(-84.8931372402435+43.58793037228759j),(39.71744029324395+99.13411376919358j),(403.2307937962585-434.81819072251426j)
(-42.313708498984774+67.84062043356593j),(-54.585786437626915+83.19595949289327j),(13.195959492893309+95.17662350913717j),(539.5132393293463-47.28870913670738j)
(19.83919337375812+53.59787681477704j),(17.21080352622357+33.46229113133346j),(92.08721315452956-137.69292421326782j),(-1143.0641808691857-636.4351542908648j)
(17.737053952492488+27.3926448139886j),(17.02648309401684+40.1341226855476j),(-0.28366582330818346-53.75668774346684j),(6.288992129164399-316.74448999849596j)
(-21.95919873744099+0.05695858825336586j),(-54.7658572778185-17.38306789984462j),(-13.62708217698259+138.50601796041508j),(371.40682925481997-216.45219628275848j)
(-38.598061605798335+64.30474383682967j),(-61.77704830365892+29.915871913693692j),(-81.0371345306174+35.66694602573432j),(22.338516425254625-365.81110595626126j)
(-41.34628719312686+31.50625247927291j),(-57.03999417933526+47.88987797014999j),(46.0388027720808+214.9409590592118j),(452.1532007748661-877.486368363649j)
(-24.790670394973624+15.403318769652198j),(-32.5043753374013+71.41937209008671j),(-100.64697796546531+92.38837497647718j),(262.31251186479693-283.6632802053137j)
(70.78684838645111+54.98870386649342j),(36.952177976940376+63.77119034219157j),(-362.96302542355505-2.205443481986009j),(678.4186982930445-152.90215702772676j)
(12.038012694343813-13.401007324845494j),(50.019756175227975-8.084334903877277j),(25.575465233657255+160.85381159971888j),(435.14258897952504-676.3012421544495j)
(-40.85057074954913-2.958171380879861j),(-14.970957845786778-1.2405727963239315j),(-103.18704734180531+223.6033393024113j),(724.6788653600498-807.7492967503417j)
(-53.48523000926306+12.580849102052738j),(-44.02648309401653-2.053553587336104j),(-0.5039903212106367+261.65799119834463j),(502.4319518854222-1687.116254078799j)
(-17.866195894029808+34.257172740222906j),(-27.652167821105806+44.73557235631117j),(-244.72535376414694+1082.5504407678952j),(2645.9058138055398-6706.259174839093j)
(-5.576337355851038+56.52922941787645j),(9.70365187301065+54.50948068884786j),(119.31595922434167-690.5260657970107j),(-1477.9248809253172+4040.2673956920944j)
(47.28121818770396+30.827039933972394j),(44.024647493608555+5.052874921338763j),(-53.730055999812016-345.8506841757104j),(-471.717220196271+1791.0060516656777j)
(-17.000000000000004-34j),(8.000000000000007-26j),(31.000000000000057-130j),(-201.0000000000001+813j)
(-8.643760064928983-27.45519451235664j),(4.297214682677293+26.68765832281639j),(-118.5163771145797-35.41964778835017j),(79.02232314862539+1061.3162265977762j)
(-31.921620134060767+58.67581729028768j),(-41.102448841615285+30.676871287108327j),(240.28922117227387-181.52271815136666j),(-1075.330263092242+238.9125751678426j)
(-26.225211262079938+82.2200704202551j),(-26.124703821703577+24.753809676126593j),(193.5072644990011-153.99760015588305j),(-529.4467907309722+591.4252453174439j)
(-4.451378159978731-1.93424393416867j),(29.590064961724693+46.356581435999644j),(-48.95978581155214+139.54995534475478j),(58.97385418178419+126.14660322388252j)
(3.7037222654202004-29.554062184763342j),(15.288760882309152+1.6447361848416797j),(59.97569920261812-67.8534294030577j),(-183.71638328131638+230.95300698560024j)
(-7.104050461050381-5.707208457374968j),(-0.7097956262737206+9.343933269161674j),(94.49581896471112+147.63831045068093j),(24.81222799743614-309.98304587360644j)
(5.580683981695987+29.591734246823403j),(1.7585001417143777+0.089949475059667j),(70.49498799201952-1.938416177227161j),(-312.3741091398713+130.36696231808492j)
(-28.30908324577556+62.071461138631605j),(-23.129368095384386+25.79528168594638j),(-642.0606493154114-634.7607756429102j),(2954.355826037795+1832.5319419431962j)
(-0.2183834873657453+8.196958819329694j),(-28.378940601229495+36.911224840466666j),(-76.32464739755707-78.73298829220539j),(253.67717361454476+429.6631128511931j)
(31.970325574362253-1.9101041435091375j),(-7.128854657896621+5.538523355310385j),(-170.5851757559595+36.2015550633385j),(574.6872749072917+294.0095647296939j)
(3.2507567793513488-11.964251991086257j),(-22.65486131439421-8.74779380427674j),(-44.861970331312904+16.471212002711695j),(110.74046077835374+127.3033220763341j)
(-48.903657273509324+15.847642694961001j),(-12.883451944258368+27.92352473695759j),(16.0237217060601+401.59911939856414j),(1200.350765482031-1175.4945134534685j)
(-40.78444890152314+14.763585661463887j),(-71.67337495529064+4.79136733677306j),(-11.621814215257508-148.91677966109725j),(-148.27764023053794+837.189450978945j)
