(5690+0j),(10360+0j),(43109+0j),(45226+0j)
(-4.166099881580482-45.08443217170746j),(-45.73485526367923-27.735550708529736j),(37.323146905847935-1.9524296132658563j),(18.393699645807544-156.74687682576308j)
(-14.117456413272222+41.254721714535386j),(61.87998684642011+46.77801522286786j),(-63.8349289453803+52.264616596147434j),(-230.09222450954388+176.28966900834763j)
(-36.66626706525834+32.63950922993475j),(-31.00103975308486-30.241324914976403j),(129.73340326208472+6.648878715177901j),(41.47816967978174-464.7495705568569j)
(-17.21275406360452-31.98786590297223j),(37.343484573925174-14.988965818142763j),(79.96788918665956+68.4117306852421j),(102.91724683495227+80.52274013847341j)
(26.80355713329742-7.8538178140223j),(-14.71399242750574-13.315909852551103j),(-16.12281427414114+58.38042806483061j),(-328.66223281972316-27.564857421769943j)
(-9.992702991369924+44.022184808296956j),(28.459183992569706+43.314272385986534j),(17.781650149343477+98.78157338467818j),(155.24120643821698-17.91061944427554j)
(21.418361364230975+2.4490000255534525j),(-5.180306105417125+11.29224976439666j),(-137.9966626250462+175.98449691993196j),(-122.10060260853922-91.87925857179071j)
(-1.706922492622982-27.026669821346303j),(54.751739783991944+44.232263891145415j),(208.72370004698203-110.29932190326633j),(-326.43493295915323-216.9551901456244j)
(12.401516845398561-15.83981075524013j),(13.368010480494185-14.272352010836654j),(76.73033967646523+2.771950268954079j),(-277.59271241271495+54.23383805745726j)
(34.816405215374544+25.682967392117067j),(55.38686499335849+49.9716429652698j),(214.79936761916403-119.87951403023429j),(-693.7287517691058-869.930438551376j)
(29.481603850005452+3.3820864036829974j),(17.470960942124414-29.341808569056006j),(27.589939508224475+28.7844627728653j),(116.68021049671364+308.5635069385181j)
(0.4990623550506825+8.162167859843441j),(-11.189989606249355+51.7857254085775j),(-29.29921696342626-43.165320457952554j),(-267.0662927224512+255.62338253134763j)
(-41.5+38.971143170299754j),(10.999999999999995-17.320508075688778j),(14.999999999999957+96.9948452238571j),(22.499999999999915-153.2864964698457j)
(-2.2086096553839063+0.6228439211751038j),(-8.033979780221394+27.285101623342474j),(-0.836393838820527+17.42626468509694j),(-551.7184072956959+130.90702753215248j)
(39.58097793728055+2.846698954970651j),(16.552805551727864+10.930297748761081j),(102.04779962526638-245.36692694355054j),(-836.8882901030381+121.8262597671521j)
(-4.516316512497399+22.692059309068583j),(-11.27272160724425+10.263580917565069j),(78.95029629362476+24.002326217465793j),(-857.084965033831+111.79944130939057j)
(-18.80394987368617+29.141513816313243j),(-34.89693511642128-5.260115976265166j),(379.10050148402854-48.64760451457481j),(-2756.2028516577116-449.8107547686544j)
(-25.220896421262978-37.10384500327688j),(-13.0694621271507+8.923895375436047j),(-820.3974526912693+48.18493212875238j),(5311.904749847017+1103.9490630712894j)
(-29.251304890017966-21.970588519055678j),(-39.58815840867831+1.9202954626976227j),(-284.13316343061985-20.797999307818554j),(1378.5524487791806+498.6220247489512j)
(-6.831988134625014+4.879605988217458j),(-21.227129341192477+32.414145669570814j),(-24.90099018978012+128.3587566083096j),(847.4285656404693-60.756491469938425j)
(5.867698670271491+15.723396405780287j),(-14.49978342378482+17.144153011341054j),(-169.88958861590342-127.83519284244015j),(457.05436674702855+829.5733868305442j)
(30.392587494774887+28.44888606279195j),(-36.00367808677365+24.82381660929356j),(-123.38521796678327-213.1157546232293j),(330.0358333673753+611.6929551381703j)
(-72.26051344590134+34.165166896877096j),(-9.935489290012317-7.02434614948062j),(-36.23125561872505+9.92476518207554j),(600.1070899159995+206.62142485081438j)
(-13.933586428810713+20.405367756290577j),(-3.0911482051085386+17.39448370789605j),(5.328947765732664-133.96096164325138j),(25.928873578657658+291.94660482834666j)
(-10.14293090349716-2.8397353043834066j),(-6.810034655831045+7.502218528050495j),(612.3169650700222-228.48573166962302j),(-1663.2010218405376+1406.6462305601885j)
(0.5000000000000018+30.31088913245535j),(-11.000000000000004+38.105117766515306j),(-144.99999999999997-103.92304845413265j),(341.50000000000006+349.00823772512905j)
(-0.5796599838521814+28.061278424277646j),(-33.559993112255285-30.882483561298905j),(83.2928109475391-93.11764084591195j),(129.02452711076378+129.03378773381428j)
(18.408363861319952+24.315085905566626j),(-6.197159152980017+43.82597757276608j),(-409.6951641054675-226.44794914267607j),(846.5872214196407+1544.541239028884j)
(12.803219155500214-29.163374113198238j),(32.469849164736225-31.30361000970182j),(-99.62890150834474-170.50575933159257j),(283.63609075957845+462.665715572738j)
(2.1281865928649495-13.545721853358666j),(-4.8155800045389014+37.14605169065826j),(-37.132178821275375-0.9172366589668854j),(194.87842054195153+104.65156193275988j)
(9.429656937186905-22.88641653739418j),(18.89859996736607-26.446755039873004j),(0.4710953300097884-225.00181655105123j),(-92.07939767434793+700.2916496373978j)
(22.496275927308226+36.895375027687415j),(-31.82537907430757+14.529362408368103j),(117.80201503044455-244.90793182349734j),(75.74853105095247+956.9384053971082j)
(-12.604266403840192+0.7061134390569617j),(2.6400002569027947-30.925572803084012j),(-300.4147648954519+134.01566438309928j),(714.4239389781787-20.698246145168135j)
(-48.409336778211845+14.34340119996245j),(-13.643200133684086+23.200395769265064j),(-98.50257354175363-43.81244159548572j),(686.2853547644802+344.7823302771529j)
(15.564800715349145-23.836914122742137j),(29.47138187069173+17.816984916323214j),(-762.6584053142692+10.443699249536365j),(3581.3780186861427+1521.4587048250592j)
(9.519936893528524-1.8344843162783828j),(-34.7930040495213+32.3701918937613j),(356.2182505608987-29.673854109030138j),(-1741.3869576833881-512.1775499498309j)
(2.1235998391129733+23.420699656005088j),(34.54897932262661-17.640755571784798j),(251.96955447301343+69.12196592271466j),(-1032.5014516825645-192.97186333163052j)
(7.889751551440266+30.332758751403148j),(-44.15882902129226+1.3024229293930834j),(139.9120004111104-249.76093819757506j),(-616.9434715105403+499.2349395427181j)
(919.9999999999999+2.020605904817785e-14j),(1484+7.105427357601002e-15j),(182.99999999999997+1.4210854715202004e-14j),(-467.99999999999983-9.237055564881302e-14j)
