(7152+0j),(18615+0j),(52323+0j),(54369+0j)
(-82.1703832772801+252.07853225415883j),(-100.80070272076513+71.35181219920491j),(271.56069929333574+924.9680718011298j),(432.16966402530335+1186.0077275675883j)
(31.384348660582532+82.56777356296135j),(-40.26515706889177+44.346218062644j),(155.76280632876524+408.35205284490127j),(323.08526191331975+592.327572530823j)
(67.64976766689814+95.44326003634731j),(-30.112504926297788+54.701318769318846j),(67.96998154004184+268.75069794162016j),(90.95216213977776+474.8153737431219j)
(-140.03736310132035-25.387686627035436j),(-22.01334448074408+42.64411968871741j),(221.3584735465961+381.41721687148055j),(443.91463467049834+340.8211372718589j)
(38.25529607397626+10.180381045529522j),(-7.659101615699612+18.9125011123729j),(49.60927672394633+292.5818589742031j),(209.41726353883+456.69118947940143j)
(14.456461979202459-50.247898169546346j),(-5.072584055014886+5.661234804605514j),(-8.197276997713743+285.52151446258205j),(61.20094647460428+420.50774872220063j)
(-12.165281408810808+90.48565021535774j),(0.051161833368628784+18.273677753374493j),(108.63021908943779+198.50296647866065j),(34.31370830456888+168.97958350323796j)
(2.7421310647837913+99.99601570774907j),(10.56194995188389+20.89940497168998j),(27.361824031195283+155.35730291147803j),(-57.358745327851466+407.30824068413847j)
(55.94072691423074+88.10986486341537j),(10.133800616895206+45.186812887733794j),(-0.2859947948604784+86.94061099327689j),(-132.89460513038858+318.9584980052896j)
(-159.94922242007897+176.50950267545173j),(25.78806399734526+18.804293395742597j),(279.0251087883148-8.363529765682927j),(-650.4832385650188+382.68500537081866j)
(33.071505823026314-0.6873479894919541j),(-2.1761092403007045-1.6235494501977747j),(-81.17403315093327+171.48692574072135j),(92.51780556883446+314.90743562741784j)
(16.68926752333772+116.27062150549804j),(-14.261757660976514+28.77166429608433j),(-47.55475847262642+77.53120801116766j),(-82.76125570913337+169.2488238696235j)
(-20.993798013996106+69.78994987840159j),(9.99518886177971+26.266792674751485j),(2.912543775067107+167.6012436725091j),(-50.889883553027936-41.78503313485254j)
(222.79682323825455+39.63757703753872j),(6.039781586346521-10.56570381370234j),(-152.61273430217807-43.65284385415475j),(-690.6223378341438+1021.4210597025751j)
(-23.74121643745881+65.46107167018052j),(1.7668040530765765+7.805963129619789j),(8.134618938272713+23.47430725880163j),(-383.19223415544+197.36706478566924j)
(23.304809390128327+79.23937692836168j),(-6.3431418396843355+4.652829992592016j),(-48.63403355117498+59.56442055309022j),(-234.11369429440765+30.010870710017116j)
(30.589497848574624-19.25777850040339j),(-10.409296746388115+1.862530015504392j),(-111.18565044145154+69.98572529359193j),(101.329118024955+329.7815945524493j)
(-80.27919528090001-54.295115098321304j),(-15.356099534114719+3.8920183224024725j),(46.319964609615226+166.6140347635137j),(-84.83817918443447-264.1543567844035j)
(-33.97307833965682+4.886441819062349j),(-12.030075057364206+10.656465950760893j),(-25.688020812341996+154.4019856450057j),(86.96174504011815-193.40188531447785j)
(54.08182925136447-183.2684222070105j),(-8.18730007663737-9.442292308559152j),(-168.28158150072545+282.85429322401853j),(362.60821401913495-274.1306425680025j)
(-31.053609476327125+70.2239933148596j),(4.510101395873494-2.8817612808966038j),(70.41532741742952+23.609575981444223j),(-442.9307716570645+68.26695476334453j)
(-30.39228419552221+3.778846468593227j),(0.7520363668755294-4.414181358919497j),(7.60052779437558+63.217701056234674j),(-54.6377450160237+129.16442806686246j)
(49.485710316245516+16.131420794230962j),(11.310490580884249+2.4745152585906793j),(-78.49365719799614-8.22721214394884j),(-76.9167812674506+371.2534580058053j)
(-203.3424413676822+166.98199290440567j),(10.790141275740325+3.4509350493193187j),(-14.387874993431751+1292.6968136324758j),(768.0275386457671-7611.892149622055j)
(-17.426745862121855-55.54521761306572j),(-3.4801166765841547+17.965266904244473j),(-103.81136073357966+167.77622342284226j),(384.42617255495566-232.70759811792954j)
(-29.94453144085591+41.746771162736856j),(-4.599304833251608+3.1287536460791534j),(-75.97179442191725+29.003878295223103j),(119.28405485675114+23.00480417170263j)
(-72.48196080975939+36.92428632946337j),(-12.434125688276033+9.644842463754175j),(55.86878346565035+53.073157460988114j),(-437.4945662331963-113.76308371899344j)
(157.91290123576303+15.491486308750392j),(-21.342993354207067+8.21645856326119j),(-263.8858503114168-64.51908073947297j),(307.6799753755338+676.8746890543034j)
(15.881514565778843+44.61026780575339j),(11.697132559545235-3.3113245442337025j),(-91.06176457317554-88.42438650118115j),(-95.88970160574456+497.51838146020776j)
(34.05509723276265+137.5308120883913j),(5.872915514448948-6.055809158274657j),(-21.544486236395414-157.7394255963214j),(-319.4442574711602+423.8047482779753j)
(16.350659762502406-39.06848745659925j),(-18.144174318969196-8.276832332046144j),(-140.6823200728216+121.23062198917526j),(400.3284933945447-144.356294124931j)
(-22.288572862010625-34.776049023793675j),(-13.310411639676147+12.26593863807069j),(-1.437860178105666+58.71678027242603j),(-306.6687623070534-42.4741340881271j)
(-40.70768980488399+11.01931254762751j),(7.531431127943906+4.383189014535468j),(86.357381384935+107.83006908197348j),(-454.14445920751706-310.7023005535954j)
(71.89161056794731-219.06214605254647j),(-14.035984091495038-8.451846446212215j),(49.4689510323833+763.1049696389642j),(-986.1710968916266-2885.9440698339035j)
(-9.250034369212315+39.521096789233454j),(-10.057325008808125-19.522543732187245j),(-15.84575697445105-110.16824568263796j),(-218.5351635533942+465.07842944575225j)
(-51.16430207421513-28.562480088610556j),(-7.814223433757604+3.016638358973352j),(-4.553847275142971+59.83062394283227j),(-58.911373175118115+39.741049865697505j)
(36.558990805677844-30.877369652295453j),(-3.1580301660917733+7.368525777770417j),(-189.0815004646456+51.50769571076174j),(463.9471652054413+6.884204085573543j)
(-182.40968643499951+131.34778226932843j),(7.484485427858999+2.1923492454537854j),(360.8098063813718+65.29546829722456j),(-1371.1201135949186-1009.6392633408254j)
(-15.80543408057908-1.7854707185450316j),(14.859021308519015+11.158794494850177j),(23.73335044161439+154.97629665593234j),(-231.2712400047743-517.254651872938j)
(-67.22888750747072-3.877555420258071j),(-8.51596392889229+22.83619353968985j),(-4.748314263393695+115.58241677154382j),(49.72803740266852-400.88110702919363j)
(-38.60482444999241+62.34577101616016j),(-10.413763969945977+9.429797911217538j),(44.79454386910104-93.00615807168512j),(-412.01083427178185+400.8506323457439j)
(46.057237546698985+34.837653338533116j),(-11.50619846073647+9.118905407543167j),(-194.15432256486656+15.91069043712568j),(480.66667010111973-83.61801090125209j)
(42.56564288087159+4.452509189902013j),(-26.416441740844977+5.620333402933621j),(-180.92413439794115-15.681466350674945j),(478.767346784273+189.88244128619417j)
(47.26917100656955+196.5088124449976j),(-12.747292145084941-11.137945232939698j),(-244.12603897994256-344.23290216997293j),(859.846697693006+1018.3889611664486j)
(7.909268791819564-58.23504782229089j),(-2.1677795977846195+14.936137485546341j),(-21.52581689221897+175.25098321914595j),(-38.31405497989712-577.0853294339695j)
(18.252292851853213-22.336511187384414j),(-22.731262412754347+21.842212025223233j),(-88.83116087733947+24.894298493780454j),(-76.66300584219181+45.07126078190083j)
(-55.25351465309832+43.46913930526158j),(5.836974208450414+4.512184626541508j),(88.79729176630613-48.01552803834953j),(-529.22174137283+130.200078139265j)
(47.66199038159053-233.9274984462442j),(6.9975647249520705+24.857595652419402j),(-1111.541618718369+14.105818056774481j),(5503.800547647818+1229.2579037379726j)
(28.54361026100858+49.82782026834741j),(-11.670612093022044-2.731066050989288j),(-174.90442329048884-130.1123277043829j),(330.2960863053485+528.109083281267j)
(-13.051316393461377-39.730344911988404j),(-9.478535434985773-5.662623686920536j),(-35.63064097887474-24.29427081857115j),(12.153696686938702+283.9840566183892j)
(20.825379272566657-35.152041257483425j),(-21.061946979194058+6.015780374458656j),(-106.61958390823222+137.40811091750226j),(145.27930610555615-546.7118424885346j)
(-151.46816885232334+115.50928214071239j),(24.79461560545233+40.86443985153376j),(192.88673211098853-157.86107126230922j),(-736.2024702740838+392.35101801010785j)
(1292+3.552713678800501e-15j),(1681+4.440892098500626e-16j),(143-1.4210854715202004e-14j),(-607.0000000000001-5.684341886080802e-14j)
(-151.46816885232334-115.50928214071239j),(24.79461560545233-40.86443985153376j),(192.88673211098853+157.86107126230922j),(-736.2024702740838-392.35101801010785j)
(20.82537927256692+35.15204125748343j),(-21.06194697919409-6.015780374458663j),(-106.61958390823224-137.40811091750237j),(145.27930610555623+546.7118424885346j)
(-13.051316393461377+39.730344911988404j),(-9.478535434985773+5.662623686920536j),(-35.63064097887474+24.29427081857115j),(12.153696686938702-283.9840566183892j)
(28.543610261008602-49.8278202683474j),(-11.670612093022012+2.731066050989294j),(-174.90442329048884+130.1123277043829j),(330.29608630534847-528.1090832812667j)
(47.66199038159053+233.9274984462442j),(6.9975647249520705-24.857595652419402j),(-1111.541618718369-14.105818056774481j),(5503.800547647818-1229.2579037379726j)
(-55.253514653098335-43.46913930526158j),(5.836974208450443-4.512184626541496j),(88.79729176630613+48.015528038349586j),(-529.22174137283-130.20007813926514j)
(18.252292851853213+22.336511187384414j),(-22.731262412754347-21.842212025223233j),(-88.83116087733947-24.894298493780454j),(-76.66300584219181-45.07126078190083j)
(7.9092687918195566+58.23504782229088j),(-2.1677795977846013-14.936137485546343j),(-21.525816892218934-175.250983219146j),(-38.31405497989715+577.0853294339697j)
(47.26917100656955-196.5088124449976j),(-12.747292145084941+11.137945232939698j),(-244.12603897994256+344.23290216997293j),(859.846697693006-1018.3889611664486j)
(42.56564288087157-4.452509189902003j),(-26.416441740845006-5.620333402933623j),(-180.92413439794115+15.681466350674967j),(478.76734678427306-189.88244128619405j)
(46.057237546698985-34.837653338533116j),(-11.50619846073647-9.118905407543167j),(-194.15432256486656-15.91069043712568j),(480.66667010111973+83.61801090125209j)
(-38.60482444999238-62.34577101616016j),(-10.41376396994595-9.429797911217543j),(44.79454386910102+93.00615807168515j),(-412.0108342717819-400.85063234574386j)
(-67.22888750747072+3.877555420258071j),(-8.51596392889229-22.83619353968985j),(-4.748314263393695-115.58241677154382j),(49.72803740266852+400.88110702919363j)
(-15.805434080579062+1.785470718545028j),(14.859021308519017-11.158794494850184j),(23.733350441614355-154.97629665593234j),(-231.27124000477443+517.254651872938j)
(-182.40968643499951-131.34778226932843j),(7.484485427858999-2.1923492454537854j),(360.8098063813718-65.29546829722456j),(-1371.1201135949186+1009.6392633408254j)
(36.55899080567781+30.87736965229543j),(-3.1580301660917938-7.36852577777043j),(-189.08150046464556-51.50769571076182j),(463.94716520544137-6.884204085573657j)
(-51.16430207421513+28.562480088610556j),(-7.814223433757604-3.016638358973352j),(-4.553847275142971-59.83062394283227j),(-58.911373175118115-39.741049865697505j)
(-9.25003436921235-39.521096789233475j),(-10.057325008808146+19.522543732187245j),(-15.845756974451064+110.16824568263792j),(-218.53516355339406-465.07842944575225j)
(71.89161056794731+219.06214605254647j),(-14.035984091495038+8.451846446212215j),(49.4689510323833-763.1049696389642j),(-986.1710968916266+2885.9440698339035j)
(-40.70768980488401-11.019312547627496j),(7.531431127943828-4.383189014535462j),(86.35738138493502-107.83006908197349j),(-454.1444592075171+310.70230055359536j)
(-22.288572862010625+34.776049023793675j),(-13.310411639676147-12.26593863807069j),(-1.437860178105666-58.71678027242603j),(-306.6687623070534+42.4741340881271j)
