(5344+0j),(9753+0j),(38907+0j),(45372+0j)
(271.24308517718407+127.22563690837698j),(28.064824491379436+53.47248360660507j),(-145.32520345924226-123.32205694224238j),(68.81115999701501+271.0595697380204j)
(120.96042064195652+27.393446940929607j),(25.442915008110614-38.56709721685793j),(-334.25899763559505-346.4091265442105j),(-608.4903546652725-144.82384011444373j)
(38.425514137774165-56.26679930789824j),(-5.627087012577381+11.081420364117651j),(-254.05960751564217-143.33627106562295j),(-285.7635381886354+190.97307224712296j)
(96.10354517732436-29.809066249198594j),(30.449852561359833+11.241063266080424j),(-126.18453886166958-299.05235878427385j),(-262.6440180074362+161.26230287707793j)
(168.71029960410613-57.21646341960288j),(10.149727260254622+3.3083542205090612j),(-315.2751274927341-142.07640835504492j),(231.64467480910025+238.26627343173328j)
(104.98527066812922+49.77018057546118j),(8.407951424902581+11.053623457749811j),(-12.222753232696554-237.12267460541096j),(-351.3705923521347+486.5288276182547j)
(131.26132605700457+79.65572730873336j),(26.769446079704473-5.263459810775538j),(-16.712650465277207-280.7996094288064j),(-697.086614176058+718.302793286669j)
(-9.116620349313443+9.642300375255772j),(2.7319789911778205-8.398288737327926j),(-99.99002457281982-122.97901113023397j),(207.19010683418514+484.3659626108084j)
(27.783740337049252+36.391153243526915j),(25.70080827253739+20.95255754690889j),(-22.550228483348462-251.80365197880272j),(-165.39551495518606+712.4075257176847j)
(114.7825066810068-95.9920695210435j),(19.870932652256442+6.927346495636105j),(-105.27649435818603-107.89635945865109j),(227.7411369531419+551.7189973684088j)
(57.315594803123204+47.20206628650086j),(3.4270509831248894+11.485923172372967j),(200.17627457812137-334.5414725072992j),(-700.750549853077+1323.7189707440223j)
(123.87010955158578+37.93106358761592j),(22.338704220384788+9.451453055220284j),(541.5144077973675-639.3920118328674j),(-2606.16349631945+2913.181771483774j)
(-48.6530330165199+33.52691230526282j),(14.372459960316974+4.688243729468608j),(-606.1599253854492+446.43073595851996j),(2957.332118773448-1790.1504775098765j)
(-0.8116604084322034+49.568293134998775j),(12.066734779690444+15.493308989871474j),(-253.96718099690668+74.67365280354844j),(1154.9240243109707-303.46458751840055j)
(-45.042904504017315-95.86795470561334j),(22.440309357881233+21.24895056481106j),(-247.20152641987715+248.0577667278097j),(1406.0360483750783-739.7869494950671j)
(17.825656137123715+41.21696845403625j),(4.36814619042282+15.530365902847477j),(-65.9443566761905+49.30490882380211j),(756.3982610300915-148.9954812278101j)
(56.29390747825112+18.58101512832792j),(8.905842366279979+24.461449141152197j),(-185.93204078310316+295.23441854595717j),(1205.2143669015572-951.5125017365173j)
(-104.26950735466464+110.16784757852705j),(20.670690387522747+25.936069191818977j),(289.88868898423965-352.4744119155448j),(-492.87256446589663+1686.5333300061545j)
(-49.971737309619435+85.86023299069998j),(25.24305695627234+30.469113527407963j),(118.88500215710631-155.19565686576163j),(-27.384232513222173+725.9935422851756j)
(-138.1734990362296-42.14783008699497j),(9.40289462047258+32.40779137014329j),(44.34043629691632+262.8732595561444j),(776.7773924643452-850.7190543308534j)
(-24.200623572648503+34.7861797895398j),(6.7647578981756045+39.381380902453394j),(141.44357921789123-53.140049729026984j),(168.0449409987848+193.6541177169412j)
(18.184405196876803-16.82899100614111j),(0.07294901687524202+45.21419654133366j),(116.32372542187878+169.13974450923104j),(322.2505498530767-438.3940424918959j)
(-82.03636808087306+134.5624445073427j),(24.31287042031842+43.376206138409046j),(283.5138408277526-264.3789354641501j),(-108.69842234014197+1135.7084476048053j)
(-96.32947372528182+110.18799381414047j),(8.92744235177062+64.01166169181349j),(187.4662087487717-50.68210026267254j),(-11.802463930766237+468.3884436915328j)
(-198.2764027448662+59.44068120690291j),(17.136136109134952+102.52699069652107j),(122.91271197388005+947.7393700700841j),(730.800747398335-4092.4988931999665j)
(-77.1531540264588+117.4968741115076j),(2.680187152239841+163.45163397702407j),(202.30774883252974+4.190271965630728j),(28.221014624300423-98.17427642914424j)
(-65.71039751957095+331.7606913462699j),(28.40841750001087+496.89678421409707j),(256.2880315022831+198.68575046021303j),(38.5358184438454-674.8402908739157j)
(-65.71039751957093-331.7606913462698j),(28.4084175000109-496.89678421409707j),(256.2880315022831-198.685750460213j),(38.535818443845244+674.8402908739157j)
(-77.1531540264588-117.49687411150761j),(2.6801871522398386-163.45163397702407j),(202.30774883252968-4.190271965630764j),(28.22101462430045+98.17427642914437j)
(-198.2764027448662-59.44068120690291j),(17.136136109134952-102.52699069652107j),(122.91271197388005-947.7393700700841j),(730.800747398335+4092.4988931999665j)
(-96.32947372528184-110.18799381414047j),(8.927442351770617-64.01166169181349j),(187.46620874877163+50.68210026267258j),(-11.80246393076618-468.38844369153264j)
(-82.03636808087309-134.56244450734272j),(24.312870420318404-43.37620613840903j),(283.5138408277525+264.37893546415j),(-108.69842234014244-1135.7084476048049j)
(18.184405196876803+16.82899100614111j),(0.07294901687523847-45.214196541333706j),(116.3237254218788-169.13974450923104j),(322.2505498530768+438.3940424918959j)
(-24.20062357264851-34.786179789539815j),(6.764757898175596-39.381380902453394j),(141.44357921789117+53.14004972902696j),(168.0449409987848-193.6541177169412j)
(-138.1734990362296+42.14783008699497j),(9.40289462047258-32.40779137014329j),(44.34043629691632-262.8732595561444j),(776.7773924643452+850.7190543308534j)
