(12917+0j),(25547+0j),(89580+0j),(94504+0j)
(577.910301288089-143.409337887106j),(547.4099350775452-133.07108102881512j),(3.42647877079105-18.41150400623141j),(156.37034383232697+128.0766429083298j)
(648.5966449756754+52.938637676318535j),(449.79155397081934+183.5547824173472j),(5.063917467411713+87.02762352737864j),(-154.6970995175509+108.24331301459779j)
(605.4321136489493+59.13795286541699j),(522.3733860798079+8.270873374379093j),(113.87417735224264-1.9864586315947577j),(426.38088431600545+110.810766852104j)
(531.3568805747215+22.75495601689493j),(419.94407370106353+88.67469247488654j),(23.35690643915683+60.150636807643224j),(-252.00289815351005-44.63450902123111j)
(601.433352506432+2.7846970535382276j),(564.9615950350855-15.481692852016177j),(130.8999265693854-75.28999539437227j),(274.4039810276678+5.474346831331701j)
(594.0769267348159+87.03835006203522j),(477.2901700989185-139.90152900709944j),(100.64898643157389-341.183420760699j),(-498.2794641300331-731.366945419875j)
(658.4979737544895+16.81017557266037j),(603.8999815573326-136.09239919286938j),(65.30892397657053-42.07246413168342j),(41.61133666412201+252.39245065255045j)
(637.5907334246924+12.141589213808066j),(381.9205127392073+30.4881117159145j),(72.63545190898374-18.540042073536235j),(-39.57567569538389-44.08240706458602j)
(561.9534690147988-5.023518528264582j),(496.9341733546611-22.64182723723208j),(177.77894349020667+54.3454920639964j),(401.0188100977989+232.74606200825124j)
(647.1733372568173+22.382522971007077j),(440.41106618637275-15.31787197548317j),(0.028601798858829852-87.04575156245804j),(35.92629810197735-223.81046864064288j)
(603.9446074744606-46.982330825316524j),(438.6642128462115-7.244279113055288j),(-4.656043391080999-78.17393669621464j),(-64.61506454664777+192.29028092715413j)
(618.079888620544-1.71094590984867j),(393.3229726945889+18.79459378554002j),(135.56716395483357-52.997890387400616j),(-69.53093390026248-575.8297106562018j)
(629.4609549289235+1.2415590156590905j),(505.40600336979907-12.731165170488751j),(-45.87560002282913-19.245345504379927j),(-159.6450780171839+257.3968072201016j)
(541.9063185503787-109.5531788781752j),(474.66766273125967+70.58238094250963j),(-27.520083137635424+20.42220757240048j),(63.60321048238913-144.26143997104697j)
(641.149492412183-101.11790896342065j),(500.8336715248647-40.21858465647449j),(-195.4792536128104+293.9546747027988j),(409.9256444037149-208.51669677392377j)
(630.4304341889344+54.85372187497045j),(582.1574574492872+2.0598425924700727j),(217.6706114701173-231.28315755997141j),(-86.07292340159529+312.9304578701842j)
(575.5934169684152+113.70918865058675j),(549.6203424268939-85.54176537617788j),(161.55444033746187-196.7467655073633j),(-398.52022440319183+267.9974305832793j)
(544.768533911664+54.9916767364392j),(472.262336177016-38.31261994831335j),(136.42897280649026-178.2069109317057j),(-115.59483391313881-237.429386276061j)
(677.181643257781+67.60704528492802j),(471.39506140127304-7.754624230394823j),(54.29679783369147-252.86393821450417j),(-547.6997513704814+366.62671868588814j)
(639.3841175098502+78.9844476771163j),(454.4427781173185+113.39830664742985j),(58.361057483041435-245.41491846482745j),(-304.16532149880413+286.3437357435263j)
(685.9011309820088+83.74138058266752j),(446.17772263680394-50.48497579320246j),(67.81123769025434-344.60372643567734j),(-1730.4075676831158+710.9000519625446j)
(540.8706457732108-15.3864251498807j),(523.1953125072425+49.69908820636896j),(63.365832853509+1.1656264750073433j),(924.4712730187152+72.03616006106392j)
(526.4307845894062-27.54021197603131j),(516.9287408036975+15.163448753999464j),(88.46899454478572-49.89465989751341j),(66.69341081163978+19.773697079438875j)
(508.95409987391207+27.89426790512673j),(492.07087192806034+12.440330147210577j),(211.76282263109653-53.28123592596326j),(267.37802644637765-126.16240966696714j)
(646.1455601270012+2.5888732882944865j),(531.7995870707173-16.734992637638495j),(38.53915185874618-128.7458195376965j),(-228.6023020703618+305.6371588950033j)
(564.5394446436104+40.87381857416017j),(544.1321582428875+38.12701187066713j),(143.00434215456843-152.94517069301503j),(16.309408686414315+476.7991479094112j)
(571.5+70.14805770653952j),(540.5000000000002-125.57368354874357j),(264-256.34351952019387j),(-693.0000000000001+39.837168574084295j)
(588.3660560551117-21.02757092064367j),(527.4313523756313-2.8059684997298646j),(-2.9956551429533107-8.32379579178378j),(443.46275813287855+591.2135229551826j)
(630.9782592989723-11.620745702543836j),(475.7004820360833-22.647987666199604j),(97.0549582341222-91.92027700616694j),(18.563964627598722+192.62403711321173j)
(585.7766168544831-47.85814996468441j),(501.5193117395834+8.100007576950864j),(141.84715395930127+63.00188590492191j),(77.60502260889731+193.36147464688307j)
