(3637+0j),(7576+0j),(26081+0j),(27146+0j)
(119.05113034577454+17.712569535044597j),(70.02534976929007-3.9709401540681197j),(56.18738368438835-19.60620327350226j),(-189.11034698951323-162.6499864739979j)
(-39.32408918851095+32.89857331660775j),(-26.28703943032133-0.9068283535514707j),(44.50400723761618-26.79834777424141j),(-183.06701217811656-212.0830926486836j)
(-29.37308416058866+26.949036640970522j),(-11.376029767912257-64.1207390231328j),(94.6512369271502-67.11122674496987j),(-121.78538457961861-176.01993445167864j)
(-17.711650544581715+22.332154243255587j),(5.774163484994915+22.698143582485788j),(76.8888887925134-58.349012348749035j),(-31.338243257416707+199.36192130527235j)
(31.18364006818547-11.363142113865694j),(38.60514121692705+63.88527152117052j),(-17.173133604794202+105.85402794302044j),(37.408589998995694-87.68585847445412j)
(10.099151739307146-62.06704198670401j),(42.68941373060426+36.13697618431057j),(-50.12456754745699+72.05327934435002j),(212.35642043384178+452.3558376523864j)
(-10.16424536361086+20.40502974505423j),(44.95047601080853-0.9702505248474562j),(47.04996393478052+67.70828082282925j),(-227.76647529170828+11.694623449059605j)
(-8.521504602839372+75.88094912986352j),(29.661487093806528-41.07716456377124j),(36.37974557072812-93.47174801520171j),(-658.2800126385117+146.03529048869026j)
(73.92139378228782+50.33057191419835j),(-15.104375025591509-9.724842799683488j),(-7.504988969838109-171.9186989318241j),(-574.1113289090251+391.3696238328786j)
(28.337673903414895-20.58479453428543j),(-24.794023800597614+39.27506995517582j),(269.94018544240635-152.40490616456938j),(-1591.861150003513+529.2038600946534j)
(17.746974307025113+2.4752393729092113j),(9.100519508216536+56.46233126302313j),(-378.27512526787234+279.7601358382127j),(2622.337930199265-1598.437028111208j)
(-52.24503765694145+22.030909384175807j),(55.30662435545298+83.14570599299493j),(26.434585491513758+181.49590878050032j),(782.8439500026207-943.6678397872322j)
(1.0533128931359386+40.58688524006253j),(40.86972637327554-17.475415119132773j),(-26.99007912841671+50.209911179468065j),(395.0960736958283-189.07340098275338j)
(5.338008738777091-27.633234274426112j),(-4.742330838166083-24.636563133924472j),(-204.3501703897042+142.97151454638157j),(663.9170121100196-283.4680431537926j)
(60.685816971351755-9.374296516135484j),(1.8566588243829472-0.480520439182186j),(-154.1961540135195+389.37577522747176j),(236.69611103830914-1558.4144120808646j)
(48.05563612585001-15.626765878865495j),(-15.473753020125883+69.50738384326779j),(-130.9495829954618-4.0002707134378355j),(470.66306932008297+135.20687598647942j)
(36.84224464763112+35.69625600268289j),(19.09441276274609+111.72044858232769j),(92.57328974060272-64.21504285374972j),(-534.5966628826053-291.45509810427575j)
(-21.936370370919285+81.19329772155163j),(19.961308630532784+25.179369788116304j),(-3.0609976838562716-154.75326187117483j),(50.35776297027684+55.98833822559152j)
(-30.671335070803785+71.36916778396278j),(47.73896619352659+18.79553381217804j),(-73.8123690975595+39.28391697912798j),(540.6746876952456-402.4246298544279j)
(-43.6271178532059+28.816946317103312j),(16.455322474191732+54.15440273579594j),(130.42361173418124+227.418886612765j),(-200.27240529169381-707.652516151481j)
(-46.85153815630678+28.193825185293626j),(-39.263516436939796+109.3479958795044j),(-141.0271097012871+506.9160558824836j),(1299.2309173752383-2218.0678421399443j)
(1.928481910809447+90.1391637813503j),(-1.8103220255212875+208.36997089675307j),(114.06830336834261-54.02431394855839j),(-691.5070457807976+415.6368454312564j)
(92.18250753475823+356.17887236163784j),(44.761819916418034+472.0726917083355j),(-128.63692352446523-67.23376638756712j),(-41.88645703721109+436.0772848943925j)
(92.18250753475823-356.17887236163784j),(44.761819916418034-472.0726917083355j),(-128.63692352446523+67.23376638756712j),(-41.88645703721109-436.0772848943925j)
(1.928481910809447-90.1391637813503j),(-1.8103220255212875-208.36997089675307j),(114.06830336834261+54.02431394855839j),(-691.5070457807976-415.6368454312564j)
(-46.85153815630678-28.193825185293626j),(-39.263516436939796-109.3479958795044j),(-141.0271097012871-506.9160558824836j),(1299.2309173752383+2218.0678421399443j)
(-43.6271178532059-28.816946317103312j),(16.455322474191732-54.15440273579594j),(130.42361173418124-227.418886612765j),(-200.27240529169381+707.652516151481j)
(-30.671335070803785-71.36916778396278j),(47.73896619352659-18.79553381217804j),(-73.8123690975595-39.28391697912798j),(540.6746876952456+402.4246298544279j)
(-21.936370370919285-81.19329772155163j),(19.961308630532784-25.179369788116304j),(-3.0609976838562716+154.75326187117483j),(50.35776297027684-55.98833822559152j)
(36.84224464763112-35.69625600268289j),(19.09441276274609-111.72044858232769j),(92.57328974060272+64.21504285374972j),(-534.5966628826053+291.45509810427575j)
(48.05563612585001+15.626765878865495j),(-15.473753020125883-69.50738384326779j),(-130.9495829954618+4.0002707134378355j),(470.66306932008297-135.20687598647942j)
(60.685816971351755+9.374296516135484j),(1.8566588243829472+0.480520439182186j),(-154.1961540135195-389.37577522747176j),(236.69611103830914+1558.4144120808646j)
(5.338008738777091+27.633234274426112j),(-4.742330838166083+24.636563133924472j),(-204.3501703897042-142.97151454638157j),(663.9170121100196+283.4680431537926j)
(1.0533128931359386-40.58688524006253j),(40.86972637327554+17.475415119132773j),(-26.99007912841671-50.209911179468065j),(395.0960736958283+189.07340098275338j)
(-52.24503765694145-22.030909384175807j),(55.30662435545298-83.14570599299493j),(26.434585491513758-181.49590878050032j),(782.8439500026207+943.6678397872322j)
(17.746974307025113-2.4752393729092113j),(9.100519508216536-56.46233126302313j),(-378.27512526787234-279.7601358382127j),(2622.337930199265+1598.437028111208j)
(28.337673903414895+20.58479453428543j),(-24.794023800597614-39.27506995517582j),(269.94018544240635+152.40490616456938j),(-1591.861150003513-529.2038600946534j)
(73.92139378228782-50.33057191419835j),(-15.104375025591509+9.724842799683488j),(-7.504988969838109+171.9186989318241j),(-574.1113289090251-391.3696238328786j)
(-8.521504602839372-75.88094912986352j),(29.661487093806528+41.07716456377124j),(36.37974557072812+93.47174801520171j),(-658.2800126385117-146.03529048869026j)
(-10.16424536361086-20.40502974505423j),(44.95047601080853+0.9702505248474562j),(47.04996393478052-67.70828082282925j),(-227.76647529170828-11.694623449059605j)
(10.099151739307146+62.06704198670401j),(42.68941373060426-36.13697618431057j),(-50.12456754745699-72.05327934435002j),(212.35642043384178-452.3558376523864j)
(31.18364006818547+11.363142113865694j),(38.60514121692705-63.88527152117052j),(-17.173133604794202-105.85402794302044j),(37.408589998995694+87.68585847445412j)
(-17.711650544581715-22.332154243255587j),(5.774163484994915-22.698143582485788j),(76.8888887925134+58.349012348749035j),(-31.338243257416707-199.36192130527235j)
(-29.37308416058866-26.949036640970522j),(-11.376029767912257+64.1207390231328j),(94.6512369271502+67.11122674496987j),(-121.78538457961861+176.01993445167864j)
(-39.32408918851095-32.89857331660775j),(-26.28703943032133+0.9068283535514707j),(44.50400723761618+26.79834777424141j),(-183.06701217811656+212.0830926486836j)
(119.05113034577454-17.712569535044597j),(70.02534976929007+3.9709401540681197j),(56.18738368438835+19.60620327350226j),(-189.11034698951323+162.6499864739979j)
