(59848+0j),(69526+0j),(126032+0j),(134516+0j)
(-393.3573055075885-196.58070603201242j),(-659.3856274668386+234.44067547900644j),(614.3411174973343-754.3398941497594j),(875.5296887063906-1079.9529177968516j)
(-560.0074543831716+587.385050037801j),(-579.0740492720098+1047.662047741282j),(108.82218790526844-689.741858182246j),(234.04946169133711-1078.018147393728j)
(407.3989885324017+279.7177108717801j),(531.7283307483333+487.24318112769186j),(-203.51833945614013-395.62588163827536j),(-268.7834187350062-608.8800205257269j)
(36.62369821076048+1.1619570387577074j),(60.63234408760579+195.86215622930564j),(-88.78625950719834-132.13868337380157j),(-134.03146014993888-268.50383496277j)
(85.18519274990099-27.018144769216065j),(54.91315779677176+96.04361186266661j),(14.17690751933225-47.19584025255426j),(3.888632374142741-106.93919462441762j)
(54.15685752990362+47.72543945263369j),(121.32950675470352+101.63550156443915j),(62.89098734864592-166.08778499629665j),(34.54041335765123-230.92951620618314j)
(-115.8157917985506+199.1393188880407j),(-54.32547794721552+317.2603139149977j),(24.154873300682503-254.60675258253045j),(10.875582360602126-337.5030438616519j)
(26.694558978399364+2.471438519591115j),(3.3245590019047597+56.882619613868286j),(-70.51447557875711-92.17036868276777j),(-47.79570456867996-112.9854615777831j)
(-37.4582535604159-35.483950165678976j),(-74.9276101597743+33.42715992975815j),(-3.70104366994579+16.576581527785606j),(31.664929115040493-2.233885462983494j)
(-47.54176972660366+19.90104334653097j),(-95.08937855802537+123.395978571471j),(86.0628533918695-95.66721366408228j),(122.78566395379116-122.51249821716243j)
(-25.04640608893098+92.35725944373954j),(-80.6753988991212+155.1904530884403j),(72.5610976301341-160.77594709068904j),(58.65870226284193-204.52995345775105j)
(11.034459603363985+148.2651344709725j),(75.45438818309617+171.92158691024687j),(-110.89627283513619-96.74750863442128j),(-127.43014106611326-161.4496841290823j)
(150.94744767215684-36.34005511327851j),(207.63542232230245+0.9711551229008961j),(-58.37898125278389-37.53785215016554j),(-126.041242022455+6.824683152682084j)
(-63.98736659213668-80.53975580958009j),(-61.635063063716274-74.80802081920845j),(44.948535756652035-19.019824455358766j),(35.369599164060055-14.003401808846135j)
(-126.35957921719117+11.356261273686519j),(-104.18949075867594+49.32256820939627j),(2.656535883823569-45.94553850679317j),(53.56281847531834-52.64599125060529j)
(-55.720950201476235+37.355910271183646j),(-110.37133562016592+114.43665776153729j),(51.5790188782597-100.27955276351511j),(53.585321207077826-155.83043252302537j)
(25.825162386759516+140.88354363589573j),(87.85600343937297+211.48521495309924j),(-55.439937618414575-62.408866693730616j),(-15.538089252630492-146.4617486794399j)
(151.61705954968374-5.8178854542051734j),(185.37708263017566+12.313611834321497j),(-75.39081866775541-29.347315241398146j),(-85.09285241646967-53.46029861208625j)
(14.26164544077253-78.78671220798664j),(-42.96311897606386-69.81884912251323j),(15.524606694900623-28.9507756809344j),(-10.169972218678542+14.656615113099022j)
