(26085+0j),(29820+0j),(52938+0j),(56183+0j)
(256.7327522165018-196.93015542054212j),(367.5620044858544-146.55335999285418j),(-463.27938831675203+2.3325565374132893j),(-516.0168635581191+7.929721770045948j)
(253.618041697377-96.22059028592275j),(336.9397497095434-44.017464020618405j),(-514.6733600668332-106.9572920060108j),(-533.9942706833003-136.3198071193666j)
(192.47911894936988+119.36248400021542j),(300.3136647925926+103.84968117753229j),(-466.9968283085502-192.84054616867334j),(-526.7531406304738-230.11468447439665j)
(53.40451742491351+177.01801761273254j),(75.14196692631722+186.03272588616284j),(-305.04616131722736-233.524970280953j),(-353.59115913497294-280.824932399464j)
(-17.233874763992517+240.68326775707786j),(7.305083737277727+308.914957218759j),(-256.41933146091793-354.818576483272j),(-289.81007801001755-409.2883659381348j)
(-5.687379502933595+85.46121052681642j),(43.549082087664715+120.3089446238515j),(-269.3343538176762-302.9146334198668j),(-254.85693995379324-346.81510988921434j)
(-43.023977030167615+129.40949392529944j),(-21.46869548924426+127.41929294259658j),(-171.3979670435268-353.5938807310208j),(-177.65609622589224-409.0341774877913j)
(-110.59542029189231+76.21461516850881j),(-131.52229349852033+63.9156553018306j),(-64.07712423814496-336.3993250125027j),(-75.44526745840753-393.5658979090073j)
(-48.915121497691416+48.05997467849528j),(-39.95043227461974+68.43620983668859j),(-37.589545009356016-358.264995614459j),(-26.222124862320243-393.33074387314315j)
(-33.71711287812309+59.02346599901492j),(-37.73150736704192+76.73007090042807j),(-32.15384329448389-331.5309266066197j),(31.00209555916591-356.0110738567317j)
(-73.57669762787035-20.374409579047565j),(-93.41823796070392-31.2320483465953j),(56.536254487328016-330.5965698776819j),(105.56269090753062-340.68022160574924j)
(-18.813155227473317-20.344589180106667j),(-53.537489578381724-8.176218220968245j),(119.16688840226175-325.3713709322227j),(112.53686256394008-309.1282754482509j)
(-31.95326641025663-12.256485311740086j),(-25.509123022121564+30.23685889109415j),(131.52183952035435-286.69054780461187j),(169.35358654491378-303.6785860976189j)
(-39.7134168198842-28.969544958345587j),(-55.67389850529258-18.55019231090646j),(190.48584837087023-269.2414564313277j),(218.81761612458877-299.7003846929747j)
(-7.457469241703166-52.46145583782014j),(-4.3749401843845135-59.919496386764266j),(189.5082050296628-248.53514649518024j),(195.10079632867019-224.1824964081113j)
(-38.68875118323437-91.65788870378694j),(-44.767877980401856-116.96779651063135j),(224.2823669957406-187.76741668969476j),(229.0341893191197-169.84074292992264j)
(0.893244123334151-85.52620178236634j),(-4.093127499127162-120.73739152061052j),(195.1387947872868-159.21518205559497j),(226.7264889313682-132.78223390885057j)
(25.242175627571214-98.33909521690012j),(14.490097581731789-93.79687746229841j),(257.13071633347-99.58845468430964j),(245.8605704859217-93.33770843190668j)
(4.65689571797968-107.82888176382403j),(16.524011103255926-124.97968564533963j),(239.55736479523168-85.58670245261345j),(230.7920816581452-52.668992087127634j)
(71.1483771935799-143.85183908576073j),(52.74675809778393-157.8203563996354j),(222.86842886390946-35.11814682326367j),(224.79064926624338+10.884035600917898j)
(71.71485373003156-92.65547151459606j),(94.21274587947426-96.46153947460198j),(246.8673311379464-10.398319434333896j),(220.0200950509684+16.251283309234218j)
(91.86209808196226-48.738243812076846j),(128.6012778109713-40.971517109364996j),(197.77897069728107+19.073591527125878j),(196.0924265334249+17.799758207231434j)
(113.98701095234976-78.88968065026569j),(131.7663110336801-59.45884157849979j),(203.87510091450093+47.5971967173754j),(191.76368799832264+58.766771995221916j)
(134.57877861358008-39.09509097711403j),(202.12197647489347-43.43054064858829j),(194.56210462786748+40.9527626946541j),(169.1547550411783+63.07422930170362j)
(164.28215339609798+24.124117097845833j),(179.9732643645616+33.724025544487844j),(152.53018457222166+60.1749353345193j),(140.38405580801955+46.12400908153931j)
(134.48750033350146+8.481847667249681j),(146.9922034821546+24.69975117532848j),(169.2189178999443+66.53938859040956j),(130.96184598219457+78.46387086511116j)
(134.26049682765517+29.76541934414037j),(181.37772696936634+70.64106339937037j),(155.65791201198795+81.31890179276238j),(106.57132550948654+73.08933446091277j)
